stage_history_id,opp_id,stage,entered_at,exited_at,days_in_stage
991,273,Qualification,2024-08-23T00:00:00,2024-09-05T00:00:00,13
992,273,Proposal,2024-09-05T00:00:00,,
993,274,Prospecting,2024-12-03T00:00:00,2024-12-12T00:00:00,9
994,274,Discovery,2024-12-12T00:00:00,2024-12-31T00:00:00,19
995,274,Qualification,2024-12-31T00:00:00,2025-01-19T00:00:00,19
996,274,Proposal,2025-01-19T00:00:00,,
997,275,Prospecting,2023-06-10T00:00:00,2023-06-21T00:00:00,11
998,275,Discovery,2023-06-21T00:00:00,2023-07-11T00:00:00,20
999,275,Qualification,2023-07-11T00:00:00,,
1000,276,Prospecting,2024-12-20T00:00:00,2024-12-27T00:00:00,7
1001,276,Discovery,2024-12-27T00:00:00,,
1002,277,Prospecting,2022-10-21T00:00:00,2022-11-04T00:00:00,14
1003,277,Discovery,2022-11-04T00:00:00,2022-11-25T00:00:00,21
1004,277,Qualification,2022-11-25T00:00:00,,
1005,278,Prospecting,2022-07-06T00:00:00,2022-07-14T00:00:00,8
1006,278,Discovery,2022-07-14T00:00:00,2022-08-05T00:00:00,22
1007,278,Qualification,2022-08-05T00:00:00,,
1008,279,Prospecting,2024-12-03T00:00:00,2024-12-08T00:00:00,5
1009,279,Discovery,2024-12-08T00:00:00,2024-12-14T00:00:00,6
1010,279,Qualification,2024-12-14T00:00:00,2024-12-17T00:00:00,3
1011,279,Proposal,2024-12-17T00:00:00,2024-12-18T00:00:00,1
1012,279,Negotiation,2024-12-18T00:00:00,2024-12-26T00:00:00,8
1013,279,Closed Won,2024-12-26T00:00:00,2024-12-28T00:00:00,2
1014,279,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
1015,280,Prospecting,2023-11-26T00:00:00,2023-12-10T00:00:00,14
1016,280,Discovery,2023-12-10T00:00:00,2024-01-06T00:00:00,27
1017,280,Qualification,2024-01-06T00:00:00,2024-01-24T00:00:00,18
1018,280,Proposal,2024-01-24T00:00:00,2024-02-02T00:00:00,9
1019,280,Negotiation,2024-02-02T00:00:00,2024-03-08T00:00:00,35
1020,280,Closed Won,2024-03-08T00:00:00,2024-03-21T00:00:00,13
1021,280,Closed Lost,2024-03-21T00:00:00,2024-03-21T00:00:00,0
1022,164,Prospecting,2024-06-01T00:00:00,2024-06-09T00:00:00,8
1023,164,Discovery,2024-06-09T00:00:00,2024-06-29T00:00:00,20
1024,164,Qualification,2024-06-29T00:00:00,2024-07-11T00:00:00,12
1025,164,Proposal,2024-07-11T00:00:00,2024-07-14T00:00:00,3
1026,164,Negotiation,2024-07-14T00:00:00,2024-07-23T00:00:00,9
1027,164,Closed Won,2024-07-23T00:00:00,2024-07-23T00:00:00,0
1028,282,Prospecting,2024-01-16T00:00:00,2024-01-22T00:00:00,6
1029,282,Discovery,2024-01-22T00:00:00,2024-02-22T00:00:00,31
1030,282,Qualification,2024-02-22T00:00:00,2024-03-14T00:00:00,21
1031,282,Proposal,2024-03-14T00:00:00,2024-03-31T00:00:00,17
1032,282,Negotiation,2024-03-31T00:00:00,2024-04-17T00:00:00,17
1033,282,Closed Won,2024-04-17T00:00:00,2024-05-20T00:00:00,33
1034,282,Closed Lost,2024-05-20T00:00:00,2024-05-20T00:00:00,0
1035,283,Prospecting,2024-09-19T00:00:00,2024-09-25T00:00:00,6
1036,283,Discovery,2024-09-25T00:00:00,,
1037,284,Prospecting,2023-05-02T00:00:00,2023-05-11T00:00:00,9
1038,284,Discovery,2023-05-11T00:00:00,2023-05-27T00:00:00,16
1039,284,Qualification,2023-05-27T00:00:00,2023-06-23T00:00:00,27
1040,284,Proposal,2023-06-23T00:00:00,2023-07-13T00:00:00,20
1041,284,Negotiation,2023-07-13T00:00:00,2023-08-17T00:00:00,35
1042,284,Closed Won,2023-08-17T00:00:00,2023-08-24T00:00:00,7
1043,284,Closed Lost,2023-08-24T00:00:00,2023-08-24T00:00:00,0
1044,285,Prospecting,2023-06-18T00:00:00,2023-07-04T00:00:00,16
1045,285,Discovery,2023-07-04T00:00:00,2023-07-18T00:00:00,14
1046,285,Qualification,2023-07-18T00:00:00,2023-07-30T00:00:00,12
1047,285,Proposal,2023-07-30T00:00:00,2023-08-24T00:00:00,25
1048,285,Negotiation,2023-08-24T00:00:00,2023-10-10T00:00:00,47
1049,285,Closed Won,2023-10-10T00:00:00,2023-10-10T00:00:00,0
1050,286,Prospecting,2024-11-03T00:00:00,2024-11-14T00:00:00,11
1051,286,Discovery,2024-11-14T00:00:00,2024-12-04T00:00:00,20
1052,286,Qualification,2024-12-04T00:00:00,2024-12-14T00:00:00,10
1053,286,Proposal,2024-12-14T00:00:00,2024-12-27T00:00:00,13
1054,286,Negotiation,2024-12-27T00:00:00,,
1055,287,Prospecting,2022-03-16T00:00:00,,
1056,288,Prospecting,2024-08-21T00:00:00,2024-09-13T00:00:00,23
1057,288,Discovery,2024-09-13T00:00:00,2024-10-08T00:00:00,25
1058,288,Qualification,2024-10-08T00:00:00,2024-11-05T00:00:00,28
1059,288,Proposal,2024-11-05T00:00:00,2024-11-14T00:00:00,9
1060,288,Negotiation,2024-11-14T00:00:00,2024-12-15T00:00:00,31
1061,288,Closed Won,2024-12-15T00:00:00,2024-12-15T00:00:00,0
1062,289,Prospecting,2023-03-13T00:00:00,2023-03-24T00:00:00,11
1063,289,Discovery,2023-03-24T00:00:00,,
1064,290,Prospecting,2023-09-25T00:00:00,2023-10-05T00:00:00,10
1065,290,Discovery,2023-10-05T00:00:00,2023-10-15T00:00:00,10
1066,290,Qualification,2023-10-15T00:00:00,2023-10-31T00:00:00,16
1067,290,Proposal,2023-10-31T00:00:00,2023-11-13T00:00:00,13
1068,290,Negotiation,2023-11-13T00:00:00,,
1069,291,Prospecting,2024-09-09T00:00:00,2024-09-22T00:00:00,13
1070,291,Discovery,2024-09-22T00:00:00,2024-10-12T00:00:00,20
1071,291,Qualification,2024-10-12T00:00:00,2024-10-20T00:00:00,8
1072,291,Proposal,2024-10-20T00:00:00,,
1073,292,Prospecting,2024-10-27T00:00:00,2024-11-14T00:00:00,18
1074,292,Discovery,2024-11-14T00:00:00,,
1075,293,Prospecting,2024-11-08T00:00:00,2024-11-17T00:00:00,9
1076,293,Discovery,2024-11-17T00:00:00,2024-11-21T00:00:00,4
1077,293,Qualification,2024-11-21T00:00:00,2024-12-03T00:00:00,12
1078,293,Proposal,2024-12-03T00:00:00,2024-12-06T00:00:00,3
1079,293,Negotiation,2024-12-06T00:00:00,2024-12-28T00:00:00,22
1080,293,Closed Won,2024-12-28T00:00:00,2024-12-28T00:00:00,0
1081,294,Prospecting,2022-11-14T00:00:00,,
1082,295,Prospecting,2024-11-28T00:00:00,2024-12-06T00:00:00,8
1083,295,Discovery,2024-12-06T00:00:00,2024-12-28T00:00:00,22
1084,295,Qualification,2024-12-28T00:00:00,,
1085,296,Prospecting,2023-11-28T00:00:00,2023-12-10T00:00:00,12
1086,296,Discovery,2023-12-10T00:00:00,2023-12-30T00:00:00,20
1087,296,Qualification,2023-12-30T00:00:00,,
1088,297,Prospecting,2024-05-01T00:00:00,2024-05-13T00:00:00,12
1089,297,Discovery,2024-05-13T00:00:00,2024-06-29T00:00:00,47
1090,297,Qualification,2024-06-29T00:00:00,2024-08-13T00:00:00,45
1091,297,Proposal,2024-08-13T00:00:00,2024-08-26T00:00:00,13
1092,297,Negotiation,2024-08-26T00:00:00,2024-11-06T00:00:00,72
1093,297,Closed Won,2024-11-06T00:00:00,2024-12-04T00:00:00,28
1094,297,Closed Lost,2024-12-04T00:00:00,2024-12-04T00:00:00,0
1095,298,Prospecting,2021-08-01T00:00:00,2021-08-20T00:00:00,19
1096,298,Discovery,2021-08-20T00:00:00,2021-09-02T00:00:00,13
1097,298,Qualification,2021-09-02T00:00:00,,
1098,299,Prospecting,2024-07-08T00:00:00,2024-07-16T00:00:00,8
1099,299,Discovery,2024-07-16T00:00:00,2024-08-04T00:00:00,19
1100,299,Qualification,2024-08-04T00:00:00,,
1101,300,Prospecting,2024-10-29T00:00:00,,
1102,301,Prospecting,2023-06-06T00:00:00,2023-06-18T00:00:00,12
1103,301,Discovery,2023-06-18T00:00:00,2023-07-02T00:00:00,14
1104,301,Qualification,2023-07-02T00:00:00,,
1105,302,Prospecting,2024-07-10T00:00:00,2024-07-20T00:00:00,10
1106,302,Discovery,2024-07-20T00:00:00,,
1107,303,Prospecting,2024-04-10T00:00:00,2024-04-23T00:00:00,13
1108,303,Discovery,2024-04-23T00:00:00,2024-05-04T00:00:00,11
1109,303,Qualification,2024-05-04T00:00:00,,
1110,304,Prospecting,2024-07-01T00:00:00,2024-07-07T00:00:00,6
1111,304,Discovery,2024-07-07T00:00:00,2024-08-04T00:00:00,28
1112,304,Qualification,2024-08-04T00:00:00,,
1113,305,Prospecting,2024-07-07T00:00:00,2024-07-30T00:00:00,23
1114,305,Discovery,2024-07-30T00:00:00,2024-08-23T00:00:00,24
1115,305,Qualification,2024-08-23T00:00:00,2024-09-06T00:00:00,14
1116,305,Proposal,2024-09-06T00:00:00,2024-09-11T00:00:00,5
1117,305,Negotiation,2024-09-11T00:00:00,2024-09-19T00:00:00,8
1118,305,Closed Won,2024-09-19T00:00:00,2024-09-19T00:00:00,0
1119,306,Prospecting,2024-07-03T00:00:00,2024-07-19T00:00:00,16
1120,306,Discovery,2024-07-19T00:00:00,2024-09-02T00:00:00,45
1121,306,Qualification,2024-09-02T00:00:00,2024-09-17T00:00:00,15
1122,306,Proposal,2024-09-17T00:00:00,2024-09-28T00:00:00,11
1123,306,Negotiation,2024-09-28T00:00:00,2024-12-02T00:00:00,65
1124,306,Closed Won,2024-12-02T00:00:00,2024-12-29T00:00:00,27
1125,306,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
1126,307,Prospecting,2024-06-28T00:00:00,2024-07-13T00:00:00,15
1127,307,Discovery,2024-07-13T00:00:00,2024-07-31T00:00:00,18
1128,307,Qualification,2024-07-31T00:00:00,2024-08-08T00:00:00,8
1129,307,Proposal,2024-08-08T00:00:00,2024-08-13T00:00:00,5
1130,307,Negotiation,2024-08-13T00:00:00,2024-08-26T00:00:00,13
1131,307,Closed Won,2024-08-26T00:00:00,2024-09-02T00:00:00,7
1132,307,Closed Lost,2024-09-02T00:00:00,2024-09-02T00:00:00,0
1133,308,Prospecting,2024-12-29T00:00:00,2024-12-30T00:00:00,1
1134,308,Discovery,2024-12-30T00:00:00,2024-12-31T00:00:00,1
1135,308,Qualification,2024-12-31T00:00:00,2025-01-01T00:00:00,1
1136,308,Proposal,2025-01-01T00:00:00,2025-01-02T00:00:00,1
1137,308,Negotiation,2025-01-02T00:00:00,2025-01-03T00:00:00,1
1138,308,Closed Won,2025-01-03T00:00:00,2025-01-04T00:00:00,1
1139,308,Closed Lost,2025-01-04T00:00:00,2025-01-04T00:00:00,0
1140,309,Prospecting,2022-07-05T00:00:00,2022-07-13T00:00:00,8
1141,309,Discovery,2022-07-13T00:00:00,2022-08-01T00:00:00,19
1142,309,Qualification,2022-08-01T00:00:00,2022-08-16T00:00:00,15
1143,309,Proposal,2022-08-16T00:00:00,,
1144,310,Prospecting,2023-11-16T00:00:00,2023-11-30T00:00:00,14
1145,310,Discovery,2023-11-30T00:00:00,,
1146,311,Prospecting,2024-05-12T00:00:00,,
1147,312,Prospecting,2024-08-06T00:00:00,,
1148,313,Prospecting,2023-10-02T00:00:00,2023-10-09T00:00:00,7
1149,313,Discovery,2023-10-09T00:00:00,2023-10-28T00:00:00,19
1150,313,Qualification,2023-10-28T00:00:00,2023-11-17T00:00:00,20
1151,313,Proposal,2023-11-17T00:00:00,,
1152,314,Prospecting,2024-02-25T00:00:00,2024-03-06T00:00:00,10
1153,314,Discovery,2024-03-06T00:00:00,2024-03-19T00:00:00,13
1154,314,Qualification,2024-03-19T00:00:00,2024-03-31T00:00:00,12
1155,314,Proposal,2024-03-31T00:00:00,2024-04-04T00:00:00,4
1156,314,Negotiation,2024-04-04T00:00:00,,
1157,315,Prospecting,2024-01-26T00:00:00,2024-02-08T00:00:00,13
1158,315,Discovery,2024-02-08T00:00:00,2024-02-19T00:00:00,11
1159,315,Qualification,2024-02-19T00:00:00,,
1160,316,Prospecting,2023-05-28T00:00:00,,
1161,317,Prospecting,2024-10-27T00:00:00,2024-10-30T00:00:00,3
1162,317,Discovery,2024-10-30T00:00:00,2024-11-03T00:00:00,4
1163,317,Qualification,2024-11-03T00:00:00,2024-11-09T00:00:00,6
1164,317,Proposal,2024-11-09T00:00:00,2024-11-12T00:00:00,3
1165,317,Negotiation,2024-11-12T00:00:00,2024-11-20T00:00:00,8
1166,317,Closed Won,2024-11-20T00:00:00,2024-11-21T00:00:00,1
1167,317,Closed Lost,2024-11-21T00:00:00,2024-11-21T00:00:00,0
1168,318,Prospecting,2024-10-29T00:00:00,2024-11-06T00:00:00,8
1169,318,Discovery,2024-11-06T00:00:00,2024-11-21T00:00:00,15
1170,318,Qualification,2024-11-21T00:00:00,2024-11-26T00:00:00,5
1171,318,Proposal,2024-11-26T00:00:00,2024-11-30T00:00:00,4
1172,318,Negotiation,2024-11-30T00:00:00,2024-12-19T00:00:00,19
1173,318,Closed Won,2024-12-19T00:00:00,2024-12-19T00:00:00,0
1174,319,Prospecting,2024-09-02T00:00:00,2024-09-12T00:00:00,10
1175,319,Discovery,2024-09-12T00:00:00,,
1176,320,Prospecting,2024-12-10T00:00:00,2024-12-28T00:00:00,18
1177,320,Discovery,2024-12-28T00:00:00,2025-01-10T00:00:00,13
1178,320,Qualification,2025-01-10T00:00:00,2025-01-25T00:00:00,15
1179,320,Proposal,2025-01-25T00:00:00,,
1180,321,Prospecting,2024-07-17T00:00:00,2024-07-28T00:00:00,11
1181,321,Discovery,2024-07-28T00:00:00,2024-08-23T00:00:00,26
1182,321,Qualification,2024-08-23T00:00:00,2024-09-20T00:00:00,28
1183,321,Proposal,2024-09-20T00:00:00,2024-10-02T00:00:00,12
1184,321,Negotiation,2024-10-02T00:00:00,2024-10-12T00:00:00,10
1185,321,Closed Won,2024-10-12T00:00:00,2024-11-06T00:00:00,25
1186,321,Closed Lost,2024-11-06T00:00:00,2024-11-06T00:00:00,0
1187,322,Prospecting,2024-05-10T00:00:00,2024-05-24T00:00:00,14
1188,322,Discovery,2024-05-24T00:00:00,2024-06-15T00:00:00,22
1189,322,Qualification,2024-06-15T00:00:00,,
1190,323,Prospecting,2024-12-13T00:00:00,2024-12-28T00:00:00,15
1191,323,Discovery,2024-12-28T00:00:00,2025-01-17T00:00:00,20
1192,323,Qualification,2025-01-17T00:00:00,,
1193,324,Prospecting,2023-10-19T00:00:00,2023-10-28T00:00:00,9
1194,324,Discovery,2023-10-28T00:00:00,2023-11-22T00:00:00,25
1195,324,Qualification,2023-11-22T00:00:00,,
1196,325,Prospecting,2024-04-16T00:00:00,2024-05-08T00:00:00,22
1197,325,Discovery,2024-05-08T00:00:00,2024-06-01T00:00:00,24
1198,325,Qualification,2024-06-01T00:00:00,2024-07-10T00:00:00,39
1199,325,Proposal,2024-07-10T00:00:00,2024-08-06T00:00:00,27
1200,325,Negotiation,2024-08-06T00:00:00,2024-09-25T00:00:00,50
1201,325,Closed Won,2024-09-25T00:00:00,2024-09-25T00:00:00,0
1202,326,Prospecting,2022-12-18T00:00:00,2022-12-24T00:00:00,6
1203,326,Discovery,2022-12-24T00:00:00,2023-01-12T00:00:00,19
1204,326,Qualification,2023-01-12T00:00:00,,
1205,327,Prospecting,2024-08-24T00:00:00,2024-08-28T00:00:00,4
1206,327,Discovery,2024-08-28T00:00:00,,
1207,328,Prospecting,2024-11-13T00:00:00,2024-11-30T00:00:00,17
1208,328,Discovery,2024-11-30T00:00:00,2024-12-17T00:00:00,17
1209,328,Qualification,2024-12-17T00:00:00,,
1210,329,Prospecting,2024-05-18T00:00:00,2024-05-23T00:00:00,5
1211,329,Discovery,2024-05-23T00:00:00,,
1212,330,Prospecting,2022-05-22T00:00:00,2022-06-03T00:00:00,12
1213,330,Discovery,2022-06-03T00:00:00,2022-06-20T00:00:00,17
1214,330,Qualification,2022-06-20T00:00:00,2022-07-09T00:00:00,19
1215,330,Proposal,2022-07-09T00:00:00,,
1216,331,Prospecting,2022-06-29T00:00:00,,
1217,332,Prospecting,2024-12-04T00:00:00,,
1218,333,Prospecting,2023-01-04T00:00:00,2023-01-13T00:00:00,9
1219,333,Discovery,2023-01-13T00:00:00,2023-01-27T00:00:00,14
1220,333,Qualification,2023-01-27T00:00:00,,
1221,334,Prospecting,2023-06-17T00:00:00,,
1222,335,Prospecting,2021-12-08T00:00:00,2021-12-24T00:00:00,16
1223,335,Discovery,2021-12-24T00:00:00,2022-01-22T00:00:00,29
1224,335,Qualification,2022-01-22T00:00:00,2022-03-02T00:00:00,39
1225,335,Proposal,2022-03-02T00:00:00,2022-03-19T00:00:00,17
1226,335,Negotiation,2022-03-19T00:00:00,2022-06-12T00:00:00,85
1227,335,Closed Won,2022-06-12T00:00:00,2022-06-27T00:00:00,15
1228,335,Closed Lost,2022-06-27T00:00:00,2022-06-27T00:00:00,0
1229,336,Prospecting,2024-08-24T00:00:00,2024-09-08T00:00:00,15
1230,336,Discovery,2024-09-08T00:00:00,2024-09-23T00:00:00,15
1231,336,Qualification,2024-09-23T00:00:00,2024-10-11T00:00:00,18
1232,336,Proposal,2024-10-11T00:00:00,,
1233,337,Prospecting,2024-05-29T00:00:00,2024-06-04T00:00:00,6
1234,337,Discovery,2024-06-04T00:00:00,2024-06-25T00:00:00,21
1235,337,Qualification,2024-06-25T00:00:00,,
1236,338,Prospecting,2024-09-09T00:00:00,2024-09-18T00:00:00,9
1237,338,Discovery,2024-09-18T00:00:00,2024-10-02T00:00:00,14
1238,338,Qualification,2024-10-02T00:00:00,2024-10-22T00:00:00,20
1239,338,Proposal,2024-10-22T00:00:00,,
1240,339,Prospecting,2021-01-01T00:00:00,2021-01-11T00:00:00,10
1241,339,Discovery,2021-01-11T00:00:00,,
1242,340,Prospecting,2024-04-10T00:00:00,,
1243,341,Prospecting,2023-05-09T00:00:00,2023-05-19T00:00:00,10
1244,341,Discovery,2023-05-19T00:00:00,2023-06-11T00:00:00,23
1245,341,Qualification,2023-06-11T00:00:00,2023-06-18T00:00:00,7
1246,341,Proposal,2023-06-18T00:00:00,,
1247,342,Prospecting,2023-04-10T00:00:00,2023-04-27T00:00:00,17
1248,342,Discovery,2023-04-27T00:00:00,,
1249,343,Prospecting,2023-09-22T00:00:00,2023-09-29T00:00:00,7
1250,343,Discovery,2023-09-29T00:00:00,2023-10-29T00:00:00,30
1251,343,Qualification,2023-10-29T00:00:00,2023-11-08T00:00:00,10
1252,343,Proposal,2023-11-08T00:00:00,2023-11-17T00:00:00,9
1253,343,Negotiation,2023-11-17T00:00:00,,
1254,344,Prospecting,2022-10-09T00:00:00,2022-10-20T00:00:00,11
1255,344,Discovery,2022-10-20T00:00:00,2022-11-13T00:00:00,24
1256,344,Qualification,2022-11-13T00:00:00,2022-11-23T00:00:00,10
1257,344,Proposal,2022-11-23T00:00:00,,
1258,345,Prospecting,2021-10-16T00:00:00,2021-10-20T00:00:00,4
1259,345,Discovery,2021-10-20T00:00:00,2021-10-25T00:00:00,5
1260,345,Qualification,2021-10-25T00:00:00,2021-11-06T00:00:00,12
1261,345,Proposal,2021-11-06T00:00:00,2021-11-13T00:00:00,7
1262,345,Negotiation,2021-11-13T00:00:00,2021-11-27T00:00:00,14
1263,345,Closed Won,2021-11-27T00:00:00,2021-11-27T00:00:00,0
1264,346,Prospecting,2024-10-10T00:00:00,2024-10-23T00:00:00,13
1265,346,Discovery,2024-10-23T00:00:00,2024-11-05T00:00:00,13
1266,346,Qualification,2024-11-05T00:00:00,2024-11-15T00:00:00,10
1267,346,Proposal,2024-11-15T00:00:00,2024-11-19T00:00:00,4
1268,346,Negotiation,2024-11-19T00:00:00,2024-12-28T00:00:00,39
1269,346,Closed Won,2024-12-28T00:00:00,2024-12-28T00:00:00,0
1270,347,Prospecting,2024-03-12T00:00:00,2024-03-24T00:00:00,12
1271,347,Discovery,2024-03-24T00:00:00,2024-04-05T00:00:00,12
1272,347,Qualification,2024-04-05T00:00:00,2024-04-10T00:00:00,5
1273,347,Proposal,2024-04-10T00:00:00,2024-04-19T00:00:00,9
1274,347,Negotiation,2024-04-19T00:00:00,2024-05-01T00:00:00,12
1275,347,Closed Won,2024-05-01T00:00:00,2024-05-12T00:00:00,11
1276,347,Closed Lost,2024-05-12T00:00:00,2024-05-12T00:00:00,0
1277,348,Prospecting,2024-12-29T00:00:00,2024-12-30T00:00:00,1
1278,348,Discovery,2024-12-30T00:00:00,2024-12-31T00:00:00,1
1279,348,Qualification,2024-12-31T00:00:00,2025-01-01T00:00:00,1
1280,348,Proposal,2025-01-01T00:00:00,2025-01-02T00:00:00,1
1281,348,Negotiation,2025-01-02T00:00:00,2025-01-03T00:00:00,1
1282,348,Closed Won,2025-01-03T00:00:00,2025-01-04T00:00:00,1
1283,348,Closed Lost,2025-01-04T00:00:00,2025-01-04T00:00:00,0
1284,349,Prospecting,2024-01-19T00:00:00,2024-01-30T00:00:00,11
1285,349,Discovery,2024-01-30T00:00:00,2024-03-07T00:00:00,37
1286,349,Qualification,2024-03-07T00:00:00,2024-03-26T00:00:00,19
1287,349,Proposal,2024-03-26T00:00:00,2024-04-13T00:00:00,18
1288,349,Negotiation,2024-04-13T00:00:00,2024-05-21T00:00:00,38
1289,349,Closed Won,2024-05-21T00:00:00,2024-05-21T00:00:00,0
1290,350,Prospecting,2024-04-06T00:00:00,,
1291,351,Prospecting,2024-12-25T00:00:00,2025-01-11T00:00:00,17
1292,351,Discovery,2025-01-11T00:00:00,2025-01-21T00:00:00,10
1293,351,Qualification,2025-01-21T00:00:00,,
1294,352,Prospecting,2023-10-17T00:00:00,2023-10-27T00:00:00,10
1295,352,Discovery,2023-10-27T00:00:00,2023-11-15T00:00:00,19
1296,352,Qualification,2023-11-15T00:00:00,2023-11-23T00:00:00,8
1297,352,Proposal,2023-11-23T00:00:00,,
1298,353,Prospecting,2024-12-05T00:00:00,2024-12-07T00:00:00,2
1299,353,Discovery,2024-12-07T00:00:00,2024-12-13T00:00:00,6
1300,353,Qualification,2024-12-13T00:00:00,2024-12-16T00:00:00,3
1301,353,Proposal,2024-12-16T00:00:00,2024-12-17T00:00:00,1
1302,353,Negotiation,2024-12-17T00:00:00,2024-12-22T00:00:00,5
1303,353,Closed Won,2024-12-22T00:00:00,2024-12-28T00:00:00,6
1304,353,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
1305,354,Prospecting,2024-09-01T00:00:00,2024-09-07T00:00:00,6
1306,354,Discovery,2024-09-07T00:00:00,2024-09-30T00:00:00,23
1307,354,Qualification,2024-09-30T00:00:00,,
1308,355,Prospecting,2021-09-21T00:00:00,2021-09-30T00:00:00,9
1309,355,Discovery,2021-09-30T00:00:00,2021-10-18T00:00:00,18
1310,355,Qualification,2021-10-18T00:00:00,,
1311,356,Prospecting,2024-12-12T00:00:00,2024-12-16T00:00:00,4
1312,356,Discovery,2024-12-16T00:00:00,2024-12-20T00:00:00,4
1313,356,Qualification,2024-12-20T00:00:00,2024-12-21T00:00:00,1
1314,356,Proposal,2024-12-21T00:00:00,2024-12-23T00:00:00,2
1315,356,Negotiation,2024-12-23T00:00:00,2024-12-28T00:00:00,5
1316,356,Closed Won,2024-12-28T00:00:00,2024-12-29T00:00:00,1
1317,356,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
1318,357,Prospecting,2024-03-16T00:00:00,2024-03-21T00:00:00,5
1319,357,Discovery,2024-03-21T00:00:00,2024-04-05T00:00:00,15
1320,357,Qualification,2024-04-05T00:00:00,2024-04-30T00:00:00,25
1321,357,Proposal,2024-04-30T00:00:00,,
1322,358,Prospecting,2021-12-05T00:00:00,2021-12-25T00:00:00,20
1323,358,Discovery,2021-12-25T00:00:00,2022-01-11T00:00:00,17
1324,358,Qualification,2022-01-11T00:00:00,2022-01-16T00:00:00,5
1325,358,Proposal,2022-01-16T00:00:00,,
1326,359,Prospecting,2023-04-21T00:00:00,,
1327,360,Prospecting,2024-07-10T00:00:00,2024-07-20T00:00:00,10
1328,360,Discovery,2024-07-20T00:00:00,2024-08-16T00:00:00,27
1329,360,Qualification,2024-08-16T00:00:00,2024-09-06T00:00:00,21
1330,360,Proposal,2024-09-06T00:00:00,2024-09-22T00:00:00,16
1331,360,Negotiation,2024-09-22T00:00:00,2024-10-14T00:00:00,22
1332,360,Closed Won,2024-10-14T00:00:00,2024-10-27T00:00:00,13
1333,360,Closed Lost,2024-10-27T00:00:00,2024-10-27T00:00:00,0
1334,361,Prospecting,2024-10-16T00:00:00,2024-10-24T00:00:00,8
1335,361,Discovery,2024-10-24T00:00:00,2024-11-11T00:00:00,18
1336,361,Qualification,2024-11-11T00:00:00,2024-11-28T00:00:00,17
1337,361,Proposal,2024-11-28T00:00:00,,
1338,362,Prospecting,2022-07-11T00:00:00,2022-07-16T00:00:00,5
1339,362,Discovery,2022-07-16T00:00:00,2022-07-28T00:00:00,12
1340,362,Qualification,2022-07-28T00:00:00,2022-08-18T00:00:00,21
1341,362,Proposal,2022-08-18T00:00:00,,
1342,363,Prospecting,2024-04-04T00:00:00,2024-04-18T00:00:00,14
1343,363,Discovery,2024-04-18T00:00:00,,
1344,364,Prospecting,2024-11-05T00:00:00,2024-11-21T00:00:00,16
1345,364,Discovery,2024-11-21T00:00:00,2024-12-08T00:00:00,17
1346,364,Qualification,2024-12-08T00:00:00,,
1347,365,Prospecting,2024-06-06T00:00:00,2024-06-17T00:00:00,11
1348,365,Discovery,2024-06-17T00:00:00,,
1349,366,Prospecting,2024-12-16T00:00:00,2024-12-30T00:00:00,14
1350,366,Discovery,2024-12-30T00:00:00,2025-01-16T00:00:00,17
1351,366,Qualification,2025-01-16T00:00:00,,
1352,367,Prospecting,2022-11-03T00:00:00,2022-12-08T00:00:00,35
1353,367,Discovery,2022-12-08T00:00:00,2022-12-28T00:00:00,20
1354,367,Qualification,2022-12-28T00:00:00,2023-01-30T00:00:00,33
1355,367,Proposal,2023-01-30T00:00:00,2023-02-13T00:00:00,14
1356,367,Negotiation,2023-02-13T00:00:00,2023-03-24T00:00:00,39
1357,367,Closed Won,2023-03-24T00:00:00,2023-03-24T00:00:00,0
1358,368,Prospecting,2024-06-17T00:00:00,2024-07-06T00:00:00,19
1359,368,Discovery,2024-07-06T00:00:00,2024-07-22T00:00:00,16
1360,368,Qualification,2024-07-22T00:00:00,2024-08-04T00:00:00,13
1361,368,Proposal,2024-08-04T00:00:00,2024-08-14T00:00:00,10
1362,368,Negotiation,2024-08-14T00:00:00,,
1363,369,Prospecting,2024-11-16T00:00:00,2024-12-05T00:00:00,19
1364,369,Discovery,2024-12-05T00:00:00,,
1365,370,Prospecting,2023-08-12T00:00:00,2023-08-29T00:00:00,17
1366,370,Discovery,2023-08-29T00:00:00,2023-09-09T00:00:00,11
1367,370,Qualification,2023-09-09T00:00:00,,
1368,371,Prospecting,2022-10-20T00:00:00,2022-11-04T00:00:00,15
1369,371,Discovery,2022-11-04T00:00:00,2022-11-29T00:00:00,25
1370,371,Qualification,2022-11-29T00:00:00,2022-12-08T00:00:00,9
1371,371,Proposal,2022-12-08T00:00:00,,
1372,372,Prospecting,2023-06-15T00:00:00,2023-06-29T00:00:00,14
1373,372,Discovery,2023-06-29T00:00:00,2023-07-20T00:00:00,21
1374,372,Qualification,2023-07-20T00:00:00,2023-08-10T00:00:00,21
1375,372,Proposal,2023-08-10T00:00:00,2023-08-18T00:00:00,8
1376,372,Negotiation,2023-08-18T00:00:00,2023-09-05T00:00:00,18
1377,372,Closed Won,2023-09-05T00:00:00,2023-09-25T00:00:00,20
