contact_role_id,contact_id,opp_id,role,is_primary
2027,1389,1297,End User,False
2028,1805,1298,Technical Evaluator,False
2029,565,1299,Champion,True
2030,1777,1301,Champion,True
2031,1983,1302,End User,False
2032,1393,1303,Technical Evaluator,False
2033,1430,1303,Economic Buyer,True
2034,1003,1304,Economic Buyer,True
2035,2327,1305,Executive Sponsor,True
2036,2552,1306,Technical Evaluator,False
2037,2274,1307,Champion,True
2038,2768,1308,Economic Buyer,True
2039,1314,1309,End User,False
2040,452,1309,Champion,True
2041,1922,1310,Technical Evaluator,False
2042,1498,1311,End User,False
2043,355,1312,Blocker,False
2044,686,1312,Coach,False
2045,564,1313,End User,False
2046,1742,1314,Executive Sponsor,True
2047,746,1314,Technical Evaluator,False
2048,2309,1315,Champion,True
2049,215,1316,Champion,True
2050,2731,1316,Economic Buyer,True
2051,211,1318,End User,False
2052,2978,1319,Executive Sponsor,True
2053,964,1319,End User,False
2054,1965,1319,Economic Buyer,True
2055,1817,1320,Technical Evaluator,False
2056,831,1320,Champion,True
2057,1606,1321,End User,False
2058,595,1321,Economic Buyer,True
2059,2475,1322,Blocker,False
2060,1256,1322,Technical Evaluator,False
2061,689,1323,Technical Evaluator,False
2062,2401,1324,Champion,True
2063,992,1325,Legal Reviewer,False
2064,1139,1326,Legal Reviewer,False
2065,2257,1326,Executive Sponsor,True
2066,1836,1327,Champion,True
2067,1916,1328,Champion,True
2068,800,1329,End User,False
2069,2727,1330,Economic Buyer,True
2070,2195,1330,Executive Sponsor,True
2071,589,1330,Technical Evaluator,False
2072,568,1331,End User,False
2073,499,1332,Executive Sponsor,True
2074,2240,1332,Technical Evaluator,False
2075,1133,1332,Champion,True
2076,2227,1333,Economic Buyer,True
2077,1248,1333,Technical Evaluator,False
2078,2321,1334,End User,False
2079,1924,1334,Legal Reviewer,False
2080,1492,1335,Technical Evaluator,False
2081,1580,1335,Champion,True
2082,3000,1336,Economic Buyer,True
2083,145,1336,Technical Evaluator,False
2084,1673,1336,Executive Sponsor,True
2085,2556,1337,End User,False
2086,2671,1337,Technical Evaluator,False
2087,202,1338,Technical Evaluator,False
2088,1912,1338,Economic Buyer,True
2089,1700,1338,Executive Sponsor,True
2090,1669,1339,Economic Buyer,True
2091,2295,1339,Legal Reviewer,False
2092,1594,1339,Technical Evaluator,False
2093,445,1340,Economic Buyer,True
2094,708,1341,End User,False
2095,781,1342,Economic Buyer,True
2096,1361,1343,Executive Sponsor,True
2097,1374,1343,Coach,False
2098,2101,1344,End User,False
2099,717,1345,Technical Evaluator,False
2100,1111,1346,Technical Evaluator,False
2101,2112,1346,Champion,True
2102,2641,1347,Champion,True
2103,1509,1348,End User,False
2104,312,1348,Executive Sponsor,True
2105,2045,1349,Technical Evaluator,False
2106,135,1350,Executive Sponsor,True
2107,515,1350,Champion,True
2108,506,1350,End User,False
2109,856,1351,Executive Sponsor,True
2110,2121,1351,End User,False
2111,2029,1352,Economic Buyer,True
2112,2550,1352,End User,False
2113,683,1353,Champion,True
2114,1032,1353,Executive Sponsor,True
2115,1012,1354,Champion,True
2116,2925,1355,Economic Buyer,True
2117,2049,1355,End User,False
2118,1421,1355,Champion,True
2119,498,1355,Legal Reviewer,False
2120,979,1356,Champion,True
2121,1816,1357,Economic Buyer,True
2122,972,1357,Technical Evaluator,False
2123,2902,1357,Blocker,False
2124,127,1358,Champion,True
2125,1161,1358,End User,False
2126,2472,1359,Economic Buyer,True
2127,631,1359,End User,False
2128,2560,1360,Economic Buyer,True
2129,2506,1361,Technical Evaluator,False
2130,2497,1361,Champion,True
2131,143,1362,Champion,True
2132,2355,1363,Executive Sponsor,True
2133,1293,1363,Economic Buyer,True
2134,1958,1364,Champion,True
2135,2005,1364,Legal Reviewer,False
2136,2143,1364,End User,False
2137,1238,1365,Champion,True
2138,2177,1366,Economic Buyer,True
2139,2102,1366,Coach,False
2140,1078,1367,Executive Sponsor,True
2141,66,1367,Legal Reviewer,False
2142,1842,1368,Economic Buyer,True
2143,1848,1369,Economic Buyer,True
2144,2976,1369,Legal Reviewer,False
2145,2606,1371,Executive Sponsor,True
2146,1203,1371,Champion,True
2147,1596,837,End User,False
2148,1523,837,Economic Buyer,True
2149,2964,1373,End User,False
2150,2883,1373,Champion,True
2151,20,1374,Economic Buyer,True
2152,2864,1374,Legal Reviewer,False
2153,434,1375,End User,False
2154,2313,1375,Legal Reviewer,False
2155,581,1376,Champion,True
2156,1245,1378,Executive Sponsor,True
2157,1246,1379,Champion,True
2158,1960,1380,Blocker,False
2159,2993,1380,Economic Buyer,True
2160,2356,1381,End User,False
2161,1936,1382,Technical Evaluator,False
2162,159,1383,Champion,True
2163,178,1383,Coach,False
2164,2815,1383,Legal Reviewer,False
2165,2902,1384,End User,False
2166,2137,1385,Economic Buyer,True
2167,708,1386,End User,False
2168,174,1387,Champion,True
2169,2207,1388,Coach,False
2170,662,1388,Champion,True
2171,2646,1388,Technical Evaluator,False
2172,2321,1389,Technical Evaluator,False
2173,2502,1389,Coach,False
2174,344,1390,Executive Sponsor,True
2175,1215,1391,End User,False
2176,2741,1391,Executive Sponsor,True
2177,217,1392,Technical Evaluator,False
2178,2838,1392,Legal Reviewer,False
2179,2174,1393,Technical Evaluator,False
2180,1370,1393,Economic Buyer,True
2181,519,1394,Technical Evaluator,False
2182,612,1394,End User,False
2183,2701,1395,Technical Evaluator,False
2184,944,1395,Economic Buyer,True
2185,125,1396,Technical Evaluator,False
2186,503,1397,Champion,True
2187,2478,1397,Blocker,False
2188,2531,1399,Economic Buyer,True
2189,1631,1400,Technical Evaluator,False
2190,1005,1400,Executive Sponsor,True
2191,638,1400,End User,False
2192,2460,1401,Technical Evaluator,False
2193,202,1401,Economic Buyer,True
2194,2062,1402,Executive Sponsor,True
2195,1302,1403,Executive Sponsor,True
2196,1082,1404,Champion,True
2197,2148,1404,Economic Buyer,True
2198,2497,1405,Technical Evaluator,False
2199,2506,1405,Champion,True
2200,1592,1406,Champion,True
2201,1477,1407,Technical Evaluator,False
2202,2462,1407,Executive Sponsor,True
2203,660,1407,Legal Reviewer,False
2204,2614,1408,Economic Buyer,True
2205,1447,1409,Economic Buyer,True
2206,2287,1410,Legal Reviewer,False
2207,2320,1411,Champion,True
2208,1790,1411,Legal Reviewer,False
2209,1762,1411,Economic Buyer,True
2210,371,1413,Champion,True
2211,2193,1414,Champion,True
2212,758,1414,End User,False
2213,1336,1415,End User,False
2214,1941,1415,Economic Buyer,True
2215,1243,138,Economic Buyer,True
2216,1576,1418,Economic Buyer,True
2217,2684,1418,Executive Sponsor,True
2218,1402,1419,Executive Sponsor,True
2219,2335,1420,Coach,False
2220,2430,1421,Technical Evaluator,False
2221,2291,1422,Economic Buyer,True
2222,1142,1422,Technical Evaluator,False
2223,976,1423,Blocker,False
2224,1137,1423,Legal Reviewer,False
2225,2023,1424,Champion,True
2226,1923,1424,Economic Buyer,True
2227,2323,1425,Coach,False
2228,913,1425,Legal Reviewer,False
2229,518,1426,Technical Evaluator,False
2230,885,1426,Coach,False
2231,1577,1426,End User,False
2232,2703,1427,End User,False
2233,640,1427,Legal Reviewer,False
2234,1962,1428,Champion,True
2235,816,1428,Economic Buyer,True
2236,1561,1429,Champion,True
2237,1641,1429,Legal Reviewer,False
2238,2588,1430,End User,False
2239,1774,1430,Blocker,False
2240,1672,1431,Coach,False
2241,236,1432,Technical Evaluator,False
2242,2438,1432,Champion,True
2243,2473,16,End User,False
2244,1712,1434,Economic Buyer,True
2245,2664,1435,Coach,False
2246,1917,1435,Champion,True
2247,708,1436,Champion,True
2248,2473,1437,Champion,True
2249,750,1438,Coach,False
2250,2551,1439,Technical Evaluator,False
2251,2361,1439,Champion,True
2252,57,1440,End User,False
2253,176,1440,Technical Evaluator,False
2254,2310,1441,Blocker,False
2255,261,1441,Economic Buyer,True
2256,2954,1441,Coach,False
2257,1263,1442,Champion,True
2258,597,1443,Economic Buyer,True
2259,1991,1443,End User,False
2260,1362,1443,Blocker,False
2261,2251,1444,Executive Sponsor,True
2262,1451,1445,Champion,True
2263,2186,1445,End User,False
2264,44,1445,Executive Sponsor,True
2265,2185,1446,Champion,True
2266,2389,1447,Technical Evaluator,False
2267,667,1447,Coach,False
2268,2680,1448,Champion,True
2269,2358,1448,Coach,False
2270,967,1449,Technical Evaluator,False
2271,2138,1449,Champion,True
2272,69,1450,Champion,True
2273,2443,1450,Legal Reviewer,False
2274,2921,1451,Champion,True
2275,2514,1452,Technical Evaluator,False
2276,618,1452,Champion,True
2277,1955,1452,Blocker,False
2278,404,1452,Economic Buyer,True
2279,564,1453,Coach,False
2280,2466,1453,Champion,True
2281,1689,1454,Executive Sponsor,True
2282,1210,1455,Executive Sponsor,True
2283,1452,1455,End User,False
2284,1767,1455,Blocker,False
2285,290,1457,Champion,True
2286,905,1458,Blocker,False
2287,2433,1458,Executive Sponsor,True
2288,2836,1459,Economic Buyer,True
2289,2221,1460,Economic Buyer,True
2290,1569,1460,Champion,True
2291,631,1461,End User,False
2292,2771,1461,Champion,True
2293,2472,1461,Technical Evaluator,False
2294,1806,1462,Champion,True
2295,2489,1463,Champion,True
2296,2875,1463,Technical Evaluator,False
2297,1439,1464,End User,False
2298,1335,1465,Technical Evaluator,False
2299,1893,1466,Champion,True
2300,2377,1466,Technical Evaluator,False
2301,731,1467,Economic Buyer,True
2302,245,1468,End User,False
2303,287,1469,Technical Evaluator,False
2304,1212,1469,End User,False
2305,274,1469,Executive Sponsor,True
2306,1628,1470,End User,False
2307,2573,1471,Legal Reviewer,False
2308,2583,1472,Coach,False
2309,2752,1472,Champion,True
2310,1850,1472,Executive Sponsor,True
2311,2453,1473,Economic Buyer,True
2312,1475,1473,End User,False
2313,797,1473,Technical Evaluator,False
2314,1010,1474,Economic Buyer,True
2315,2673,1475,End User,False
2316,2756,1476,Technical Evaluator,False
2317,1173,1477,Technical Evaluator,False
2318,2764,1478,Technical Evaluator,False
2319,2677,1479,Legal Reviewer,False
2320,2403,1479,Coach,False
2321,128,1480,Technical Evaluator,False
2322,1362,1481,Champion,True
2323,2547,1482,Champion,True
2324,740,1483,Legal Reviewer,False
2325,2827,1483,Economic Buyer,True
2326,704,1484,Executive Sponsor,True
2327,1338,1484,Champion,True
2328,712,1485,Coach,False
2329,1096,1487,Technical Evaluator,False
2330,382,1488,Legal Reviewer,False
2331,1285,1489,Champion,True
2332,1102,1489,Technical Evaluator,False
2333,2847,1490,Technical Evaluator,False
2334,844,1490,Champion,True
2335,1030,1491,Technical Evaluator,False
2336,2156,1491,Economic Buyer,True
2337,2887,1491,Champion,True
2338,1708,1492,Economic Buyer,True
2339,832,1492,End User,False
2340,1476,1493,End User,False
2341,135,1494,Economic Buyer,True
2342,506,1494,Executive Sponsor,True
2343,609,1495,End User,False
2344,2458,1496,Legal Reviewer,False
2345,1417,1497,End User,False
2346,407,1498,Technical Evaluator,False
2347,668,1498,End User,False
2348,106,1498,Champion,True
2349,1302,1499,Champion,True
2350,2338,1499,Executive Sponsor,True
2351,108,1500,Technical Evaluator,False
2352,1241,1500,End User,False
2353,2163,1500,Executive Sponsor,True
2354,1368,1501,Technical Evaluator,False
2355,60,1503,Economic Buyer,True
2356,2626,1504,Legal Reviewer,False
2357,2054,1505,Champion,True
2358,1569,1505,Technical Evaluator,False
2359,1487,1505,End User,False
2360,2826,1506,Technical Evaluator,False
2361,1373,1506,Coach,False
2362,1062,1507,Technical Evaluator,False
2363,1889,775,Champion,True
2364,1004,1510,Legal Reviewer,False
2365,2104,1511,Technical Evaluator,False
2366,1465,1512,Economic Buyer,True
2367,111,1513,Champion,True
2368,2993,1514,Champion,True
2369,1729,1515,Champion,True
2370,1622,1515,Blocker,False
2371,2723,1516,End User,False
2372,2142,1516,Technical Evaluator,False
2373,2232,1517,Economic Buyer,True
2374,2744,1518,Economic Buyer,True
2375,2217,1519,Technical Evaluator,False
2376,264,1519,Economic Buyer,True
2377,2716,1520,Champion,True
2378,173,1520,Legal Reviewer,False
2379,1799,1521,Economic Buyer,True
2380,1162,1522,Economic Buyer,True
2381,279,1523,End User,False
2382,2767,1524,Economic Buyer,True
2383,456,1525,Technical Evaluator,False
2384,2862,1526,Technical Evaluator,False
2385,2255,1527,Executive Sponsor,True
2386,1569,1528,End User,False
2387,2792,1529,Technical Evaluator,False
2388,1793,1530,Blocker,False
2389,608,1530,Champion,True
2390,298,1530,End User,False
2391,2396,1532,End User,False
2392,2352,1532,Economic Buyer,True
2393,2410,1533,Economic Buyer,True
2394,1887,1534,Technical Evaluator,False
2395,1800,1535,Coach,False
2396,1640,1535,Technical Evaluator,False
2397,2782,1536,Champion,True
2398,177,1537,Coach,False
2399,2255,1538,Technical Evaluator,False
2400,677,1538,End User,False
2401,1715,1539,Economic Buyer,True
2402,2300,1539,Champion,True
2403,1273,1540,Technical Evaluator,False
2404,1150,1540,Champion,True
2405,632,1540,End User,False
2406,2528,1541,Technical Evaluator,False
2407,291,1542,Technical Evaluator,False
2408,1949,1543,Coach,False
2409,2836,1545,Technical Evaluator,False
2410,1977,1546,Champion,True
2411,1415,1546,Technical Evaluator,False
2412,1697,1546,Coach,False
2413,2353,1546,Legal Reviewer,False
2414,2761,1547,Technical Evaluator,False
2415,2510,1548,Blocker,False
2416,661,1549,Coach,False
2417,1286,1550,Champion,True
2418,1632,1551,Executive Sponsor,True
2419,2564,1551,Economic Buyer,True
2420,2391,1551,End User,False
2421,1251,1551,Legal Reviewer,False
2422,2917,1552,Technical Evaluator,False
2423,2793,1552,Coach,False
2424,248,1553,Executive Sponsor,True
2425,60,1554,Technical Evaluator,False
2426,1046,1554,Economic Buyer,True
2427,2766,1555,Economic Buyer,True
2428,2085,1556,Technical Evaluator,False
2429,357,1557,Economic Buyer,True
2430,2098,1557,Legal Reviewer,False
2431,424,1558,Economic Buyer,True
2432,2093,1559,Technical Evaluator,False
2433,2235,1560,Technical Evaluator,False
2434,56,1562,End User,False
2435,456,1562,Technical Evaluator,False
2436,491,1562,Champion,True
2437,1773,1563,Executive Sponsor,True
2438,2762,1563,End User,False
2439,1882,1564,Legal Reviewer,False
2440,811,1425,Economic Buyer,True
2441,2264,1425,Champion,True
2442,1417,1567,Economic Buyer,True
2443,2751,1568,Legal Reviewer,False
2444,409,1569,Economic Buyer,True
2445,2903,1569,Executive Sponsor,True
2446,2078,1569,Coach,False
2447,2297,1570,Economic Buyer,True
2448,2091,1570,Executive Sponsor,True
2449,2505,1571,Economic Buyer,True
2450,2512,1572,Technical Evaluator,False
2451,1511,1573,Champion,True
2452,2787,1574,Technical Evaluator,False
2453,2739,1574,Legal Reviewer,False
2454,2348,1574,Champion,True
2455,1078,1575,Champion,True
2456,66,1575,Economic Buyer,True
2457,2111,1576,Executive Sponsor,True
2458,983,1576,Blocker,False
2459,2182,1576,Economic Buyer,True
2460,530,1577,Champion,True
2461,2777,1578,Champion,True
2462,1676,1578,Technical Evaluator,False
2463,697,1579,Champion,True
2464,926,1581,End User,False
2465,1355,1582,End User,False
2466,2952,1582,Blocker,False
2467,2040,1583,Coach,False
2468,924,1584,Coach,False
2469,2829,1584,Technical Evaluator,False
2470,1465,1585,Coach,False
2471,2412,1586,Technical Evaluator,False
2472,843,1586,Champion,True
2473,572,1587,End User,False
2474,542,1587,Coach,False
2475,1681,1588,Technical Evaluator,False
2476,1875,1588,Coach,False
2477,2069,1589,Executive Sponsor,True
2478,580,1591,Technical Evaluator,False
2479,1435,1592,Champion,True
2480,2117,1592,End User,False
2481,1276,1593,Technical Evaluator,False
2482,581,1594,Champion,True
2483,2230,1594,Executive Sponsor,True
2484,2744,1595,Technical Evaluator,False
2485,2218,1596,Champion,True
2486,2866,1597,Blocker,False
2487,1996,1598,Technical Evaluator,False
2488,2119,1598,Legal Reviewer,False
2489,2985,1599,End User,False
2490,1426,1052,Champion,True
2491,2966,1052,Coach,False
2492,2200,1602,Blocker,False
2493,808,1603,Legal Reviewer,False
2494,7,1603,Technical Evaluator,False
2495,308,1604,Champion,True
2496,1586,1604,Executive Sponsor,True
2497,1097,1604,Economic Buyer,True
2498,2306,1605,Economic Buyer,True
2499,313,1606,Technical Evaluator,False
2500,1169,1607,Coach,False
2501,883,1608,Champion,True
2502,1067,1608,Technical Evaluator,False
2503,2778,1608,Coach,False
2504,2974,1608,Economic Buyer,True
2505,319,1609,Technical Evaluator,False
2506,2856,1609,Economic Buyer,True
2507,974,1609,Blocker,False
2508,856,1611,Champion,True
2509,2121,1611,Economic Buyer,True
2510,2234,1612,Technical Evaluator,False
2511,1312,1613,Coach,False
2512,2613,1614,Champion,True
2513,1701,1615,Legal Reviewer,False
2514,2949,1615,Champion,True
2515,2183,1616,Technical Evaluator,False
2516,496,1617,Executive Sponsor,True
2517,2418,1617,End User,False
2518,307,1618,Technical Evaluator,False
2519,1422,1619,Technical Evaluator,False
2520,2408,1619,End User,False
2521,177,1620,Coach,False
2522,450,1621,Executive Sponsor,True
2523,571,1621,End User,False
2524,774,1621,Economic Buyer,True
2525,1594,1622,Technical Evaluator,False
2526,1181,1623,End User,False
2527,2359,1624,Economic Buyer,True
2528,2294,1625,Economic Buyer,True
2529,958,1626,Technical Evaluator,False
2530,963,1626,Champion,True
2531,826,1627,End User,False
2532,2178,1627,Technical Evaluator,False
2533,50,1627,Champion,True
2534,405,1628,Legal Reviewer,False
2535,2371,1628,Champion,True
2536,1888,1628,Technical Evaluator,False
2537,2020,1628,Executive Sponsor,True
2538,1907,1629,Legal Reviewer,False
2539,164,1630,Economic Buyer,True
2540,1350,1630,Executive Sponsor,True
2541,786,1631,Technical Evaluator,False
2542,367,1631,End User,False
2543,2614,1632,Coach,False
2544,1430,1633,Coach,False
2545,1393,1633,Economic Buyer,True
2546,2886,1634,Technical Evaluator,False
2547,2359,1635,Legal Reviewer,False
2548,1183,1636,Blocker,False
2549,246,1637,Champion,True
2550,1520,1637,End User,False
2551,2656,1637,Legal Reviewer,False
2552,2534,1638,Blocker,False
2553,2386,1638,End User,False
2554,2269,1639,Champion,True
2555,2626,1640,Coach,False
2556,2863,1640,Champion,True
2557,1753,1640,Technical Evaluator,False
2558,288,1641,Coach,False
2559,317,1642,Champion,True
2560,2579,1642,Executive Sponsor,True
2561,870,1643,Economic Buyer,True
2562,1328,1643,Technical Evaluator,False
2563,995,1643,Champion,True
2564,2199,320,End User,False
2565,1214,1645,Champion,True
2566,871,1645,Economic Buyer,True
2567,2561,1646,Blocker,False
2568,1792,1647,End User,False
2569,463,1647,Economic Buyer,True
2570,2818,1648,Champion,True
2571,2029,1649,Champion,True
2572,2550,1649,Coach,False
2573,2665,1650,End User,False
2574,367,1650,Blocker,False
2575,786,1650,Technical Evaluator,False
2576,1254,1651,Coach,False
2577,2809,1651,Executive Sponsor,True
2578,690,769,Champion,True
2579,101,769,Economic Buyer,True
2580,1635,769,Technical Evaluator,False
2581,841,769,End User,False
2582,2939,1653,Coach,False
2583,469,1653,End User,False
2584,652,1654,Economic Buyer,True
2585,721,1655,Executive Sponsor,True
2586,1801,1655,Champion,True
2587,1565,1657,Economic Buyer,True
2588,963,1657,Blocker,False
2589,758,1658,Economic Buyer,True
2590,1003,1659,Champion,True
2591,1677,1660,Coach,False
2592,2411,1660,Technical Evaluator,False
2593,190,1660,Champion,True
2594,1612,1661,Champion,True
2595,477,1661,Technical Evaluator,False
2596,1750,1662,Champion,True
2597,2119,1663,Legal Reviewer,False
2598,1690,1664,Technical Evaluator,False
2599,2060,1664,Executive Sponsor,True
2600,1282,1665,Economic Buyer,True
2601,1110,1666,Economic Buyer,True
2602,2634,1666,Blocker,False
2603,2912,1667,Economic Buyer,True
2604,2359,1668,Technical Evaluator,False
2605,1541,1669,End User,False
2606,2511,1670,Coach,False
2607,1864,1670,Champion,True
2608,525,1671,Champion,True
2609,1601,1671,Executive Sponsor,True
2610,182,1672,Coach,False
2611,374,1673,Blocker,False
2612,2406,1674,Champion,True
2613,1916,1674,Blocker,False
2614,1922,1676,Technical Evaluator,False
2615,1033,1676,Executive Sponsor,True
2616,1022,1199,Economic Buyer,True
2617,1483,1678,Blocker,False
2618,2887,1679,Technical Evaluator,False
2619,2324,1679,Blocker,False
2620,2620,1681,Economic Buyer,True
2621,1750,1682,Champion,True
2622,481,1683,Technical Evaluator,False
2623,2188,1684,Coach,False
2624,2157,1684,End User,False
2625,434,1686,Blocker,False
2626,1732,1686,End User,False
2627,2313,1686,Champion,True
2628,2387,1687,Executive Sponsor,True
2629,1323,1688,Economic Buyer,True
2630,2419,1688,Champion,True
2631,330,1688,End User,False
2632,2866,1689,Technical Evaluator,False
2633,2848,1690,End User,False
2634,735,1690,Champion,True
2635,469,1691,End User,False
2636,2589,1692,Legal Reviewer,False
2637,44,1198,Coach,False
2638,33,1694,Champion,True
2639,81,1694,Economic Buyer,True
2640,1585,1694,Coach,False
2641,1816,1695,Economic Buyer,True
2642,2370,1696,Technical Evaluator,False
2643,2552,1696,Coach,False
2644,2997,1697,Champion,True
2645,973,1697,Coach,False
2646,2736,1697,Economic Buyer,True
2647,2793,1698,Technical Evaluator,False
2648,163,1699,Technical Evaluator,False
2649,1107,1699,Coach,False
2650,2192,256,Coach,False
2651,1849,256,Economic Buyer,True
2652,932,256,Technical Evaluator,False
2653,1509,1701,Executive Sponsor,True
2654,1503,1702,Technical Evaluator,False
2655,704,1703,Technical Evaluator,False
2656,1094,1704,Champion,True
2657,116,841,Technical Evaluator,False
2658,2652,841,Blocker,False
2659,2935,1706,Champion,True
2660,2334,1707,Coach,False
2661,264,1708,Champion,True
2662,2217,1708,End User,False
2663,216,1709,Coach,False
2664,886,1709,Executive Sponsor,True
2665,1809,1710,Executive Sponsor,True
2666,1581,576,End User,False
2667,2389,1712,Champion,True
2668,667,1712,Technical Evaluator,False
2669,449,1713,End User,False
2670,2908,1714,Technical Evaluator,False
2671,2535,1714,End User,False
2672,1519,1715,Technical Evaluator,False
2673,496,1717,Technical Evaluator,False
2674,2448,1718,Blocker,False
2675,2746,1719,Economic Buyer,True
2676,98,1719,Blocker,False
2677,2436,1719,Technical Evaluator,False
2678,1038,1719,Coach,False
2679,2456,1720,Coach,False
2680,1973,1720,Technical Evaluator,False
2681,1098,1720,Champion,True
2682,508,1720,Legal Reviewer,False
2683,788,1721,Economic Buyer,True
2684,1042,1722,Coach,False
2685,229,1722,Economic Buyer,True
2686,1582,1722,Champion,True
2687,1231,1722,Technical Evaluator,False
2688,2329,1723,Legal Reviewer,False
2689,2517,1724,Coach,False
2690,2361,1725,Economic Buyer,True
2691,2672,1726,Economic Buyer,True
2692,1359,1726,Champion,True
2693,1470,1727,Economic Buyer,True
2694,782,1727,Champion,True
2695,356,1728,Technical Evaluator,False
2696,135,1729,Technical Evaluator,False
2697,2418,1730,Blocker,False
2698,2492,1731,Champion,True
2699,2645,1731,End User,False
2700,1481,1731,Technical Evaluator,False
2701,19,1732,Champion,True
2702,588,1734,Champion,True
2703,1478,1735,Executive Sponsor,True
2704,1447,1736,Economic Buyer,True
2705,1665,1737,Champion,True
2706,1344,1738,Technical Evaluator,False
2707,1366,1739,Technical Evaluator,False
2708,2504,1740,Champion,True
2709,420,1741,Executive Sponsor,True
2710,750,1742,End User,False
2711,1579,1742,Blocker,False
2712,1132,1742,Technical Evaluator,False
2713,1376,1743,End User,False
2714,2668,1743,Technical Evaluator,False
2715,785,1744,Technical Evaluator,False
2716,427,1745,Coach,False
2717,976,1745,Legal Reviewer,False
2718,1137,1745,Executive Sponsor,True
2719,2550,1746,Technical Evaluator,False
2720,2029,1746,End User,False
2721,1422,1747,Coach,False
2722,2820,1748,Technical Evaluator,False
2723,385,1748,Champion,True
2724,1474,1748,Coach,False
2725,792,1748,End User,False
2726,567,1749,Champion,True
2727,1240,1750,Champion,True
2728,269,1750,Legal Reviewer,False
2729,2469,1750,Blocker,False
2730,1502,389,Champion,True
2731,45,389,Technical Evaluator,False
2732,1045,389,Coach,False
2733,1397,1752,Champion,True
2734,247,1753,Champion,True
2735,2498,1754,Economic Buyer,True
2736,2037,1755,End User,False
2737,412,1756,Economic Buyer,True
2738,2347,1756,Legal Reviewer,False
2739,2618,1757,Economic Buyer,True
2740,1377,1758,Legal Reviewer,False
2741,2939,889,Technical Evaluator,False
2742,2134,1760,Technical Evaluator,False
2743,1070,1761,Technical Evaluator,False
2744,413,1761,End User,False
2745,1479,1762,Coach,False
2746,762,1762,Executive Sponsor,True
2747,992,1763,Technical Evaluator,False
2748,820,1764,Technical Evaluator,False
2749,2843,1764,Blocker,False
2750,1670,1764,Champion,True
2751,909,1765,Champion,True
2752,1993,1765,Blocker,False
2753,1577,1766,Economic Buyer,True
2754,1589,1767,End User,False
2755,1337,1768,Coach,False
2756,143,1768,Economic Buyer,True
2757,1185,1769,Economic Buyer,True
2758,1249,1770,Executive Sponsor,True
2759,223,1770,Economic Buyer,True
2760,1387,1771,Champion,True
2761,1567,1771,Coach,False
2762,1908,1772,Economic Buyer,True
2763,1296,1773,Coach,False
2764,174,1774,Legal Reviewer,False
2765,1765,1774,Technical Evaluator,False
2766,2229,1775,Economic Buyer,True
2767,705,1776,Coach,False
2768,2797,1776,Technical Evaluator,False
2769,1183,1777,Champion,True
2770,2002,1778,Champion,True
2771,832,1779,Champion,True
2772,1708,1779,Technical Evaluator,False
2773,2717,1780,Coach,False
2774,2399,1781,Economic Buyer,True
2775,1292,1782,Legal Reviewer,False
2776,527,1783,Champion,True
2777,1036,1783,Technical Evaluator,False
2778,717,1784,Champion,True
2779,2161,1785,Technical Evaluator,False
2780,992,1787,Champion,True
2781,1114,1788,End User,False
2782,738,1788,Technical Evaluator,False
2783,2946,1789,Blocker,False
2784,1066,1790,Champion,True
2785,2790,1790,Technical Evaluator,False
2786,516,1791,Technical Evaluator,False
2787,248,1791,Champion,True
2788,2838,1792,End User,False
2789,1313,1792,Legal Reviewer,False
2790,1887,1793,End User,False
2791,2986,1794,Economic Buyer,True
2792,1157,1794,Champion,True
2793,1990,1794,End User,False
2794,1880,1794,Technical Evaluator,False
2795,429,1795,Champion,True
2796,1654,1795,End User,False
2797,1656,1796,Economic Buyer,True
2798,1715,1796,Technical Evaluator,False
2799,1213,1796,Executive Sponsor,True
2800,2779,1797,End User,False
2801,2618,1798,Champion,True
2802,2259,1798,Economic Buyer,True
2803,2412,1799,Champion,True
2804,843,1799,End User,False
2805,2787,1800,End User,False
2806,2265,1801,Champion,True
2807,604,1802,Executive Sponsor,True
2808,1471,1803,Economic Buyer,True
2809,1869,1804,Economic Buyer,True
2810,2774,1805,Blocker,False
2811,703,1805,Champion,True
2812,431,1806,Technical Evaluator,False
2813,2225,1806,Champion,True
2814,402,1806,Economic Buyer,True
2815,318,1806,Executive Sponsor,True
2816,2147,1807,Coach,False
2817,2751,1808,Champion,True
2818,1002,1809,Executive Sponsor,True
2819,1025,1810,Champion,True
2820,1267,1810,End User,False
2821,2210,1810,Technical Evaluator,False
2822,447,1811,End User,False
2823,1077,1811,Technical Evaluator,False
2824,7,1812,Legal Reviewer,False
2825,808,1812,Champion,True
2826,1417,1814,Coach,False
2827,1062,1815,Coach,False
2828,318,1816,Champion,True
2829,402,1816,Economic Buyer,True
2830,2141,1817,Coach,False
2831,1414,1818,Technical Evaluator,False
2832,1284,1818,Economic Buyer,True
2833,1214,1819,Champion,True
2834,1534,1819,Blocker,False
2835,1984,1819,Technical Evaluator,False
2836,871,1819,Coach,False
2837,2472,1820,Economic Buyer,True
2838,819,1821,End User,False
2839,2866,1822,Economic Buyer,True
2840,594,1823,Technical Evaluator,False
2841,2611,1823,Champion,True
2842,767,677,End User,False
2843,1946,1825,Executive Sponsor,True
2844,1308,1825,Technical Evaluator,False
2845,1707,1827,Coach,False
2846,1370,1828,Legal Reviewer,False
2847,2891,1829,End User,False
2848,198,406,Economic Buyer,True
