opp_id,account_id,owner_id,name,stage,amount,close_date,created_date,lead_source,forecast_category,is_won,is_closed,competitor,loss_reason,days_in_stage,next_step,opportunity_type,created_at
783,439,16,Nexus Networks - Initial License,Proposal,32383,2025-06-06,2024-11-02,Inbound - Web,Best Case,False,False,CompetitorC,,40,Technical review,New Business,2024-11-02T00:00:00
784,445,5,Fusion Enterprises - Platform Deal,Qualification,217428,2025-08-08,2024-12-23,Partner Referral,Best Case,False,False,Open Source Alternative,,24,Schedule demo,New Business,2024-12-23T00:00:00
785,360,5,Quantum Solutions - Platform Deal,Qualification,161374,2025-05-29,2024-09-16,Inbound - Web,Best Case,False,False,CompetitorC,,49,Send proposal,New Business,2024-09-16T00:00:00
786,280,8,Acme Platforms - Initial License,Qualification,148819,2025-01-28,2024-09-03,Event,Best Case,False,False,CompetitorD,,53,Contract signing,New Business,2024-09-03T00:00:00
787,19,10,Acme Group - Initial License,Closed Lost,26187,2024-06-03,2023-11-30,Partner Referral,Omitted,False,True,,Timing,36,,New Business,2023-11-30T00:00:00
788,597,12,Vanguard Labs - New Business,Proposal,7236,2022-11-05,2022-08-20,Outbound - AE,Best Case,False,False,Open Source Alternative,,1,Schedule demo,New Business,2022-08-20T00:00:00
789,990,7,Elevate Technologies - Initial License,Closed Lost,24939,2022-12-21,2022-06-06,Outbound - AE,Omitted,False,True,CompetitorC,Lost to Status Quo,34,,New Business,2022-06-06T00:00:00
790,837,12,Pinnacle Holdings - Initial License,Proposal,120320,2023-03-24,2023-01-18,Product-Led,Best Case,False,False,CompetitorD,,63,Technical review,New Business,2023-01-18T00:00:00
791,24,15,Quantum Systems - Platform Deal,Proposal,213484,2025-06-25,2024-12-04,Inbound - Web,Best Case,False,False,,,9,Reference call,New Business,2024-12-04T00:00:00
792,726,4,Zenith Dynamics - Initial License,Prospecting,7094,2022-12-08,2022-05-18,Inbound - Web,Pipeline,False,False,,,10,Technical review,New Business,2022-05-18T00:00:00
793,134,1,Nexus Dynamics - Initial License,Closed Lost,11060,2024-06-07,2024-04-07,Outbound - SDR,Omitted,False,True,CompetitorA,Feature Gap,39,,New Business,2024-04-07T00:00:00
794,975,9,Quantum Holdings - New Business,Discovery,26263,2024-06-05,2024-04-05,Outbound - AE,Pipeline,False,False,CompetitorC,,38,Reference call,New Business,2024-04-05T00:00:00
795,520,16,Summit Analytics - Initial License,Qualification,,2025-03-16,2024-11-07,Inbound - Web,Best Case,False,False,CompetitorD,,18,,New Business,2024-11-07T00:00:00
796,797,5,Global Systems - Initial License,Closed Lost,734027,2024-03-09,2023-11-29,,Omitted,False,True,,Competitor,44,,New Business,2023-11-29T00:00:00
797,257,6,Synergy Labs - New Business,Closed Lost,160865,2021-03-27,2020-11-08,Inbound - Web,Omitted,False,True,,Lost to Status Quo,32,,New Business,2020-11-08T00:00:00
798,875,8,Apex Partners - Platform Deal,Prospecting,73087,2023-09-13,2023-07-16,Product-Led,Pipeline,False,False,CompetitorB,,26,Legal review,New Business,2023-07-16T00:00:00
799,489,13,Pinnacle Services - New Business,Prospecting,17025,2024-05-13,2024-03-02,Inbound - Content,Pipeline,False,False,CompetitorB,,72,Contract signing,New Business,2024-03-02T00:00:00
800,727,9,Acme Services - Platform Deal,Proposal,48495,2025-01-18,2024-12-13,Partner Referral,Best Case,False,False,CompetitorD,,35,Reference call,New Business,2024-12-13T00:00:00
801,285,4,Catalyst Enterprises - New Business,Prospecting,33127,2023-02-09,2022-11-14,Webinar,Pipeline,False,False,CompetitorD,,6,Reference call,New Business,2022-11-14T00:00:00
802,18,2,Velocity Digital - New Business,Closed Won,14742,2023-07-01,2023-03-08,Product-Led,Closed,True,True,,,43,,New Business,2023-03-08T00:00:00
803,79,1,Nexus Labs - Initial License,Closed Won,863768,2023-09-26,2023-07-14,Inbound - Web,Closed,True,True,Open Source Alternative,,13,,New Business,2023-07-14T00:00:00
804,115,4,Pacific Inc - Initial License,Discovery,121373,2022-05-22,2021-12-05,Outbound - SDR,Pipeline,False,False,CompetitorE,,19,Reference call,New Business,2021-12-05T00:00:00
805,261,9,Summit Partners - Initial License,Qualification,6946,2024-12-30,2024-08-28,Inbound - Web,Best Case,False,False,CompetitorA,,8,Send proposal,New Business,2024-08-28T00:00:00
806,189,16,Quantum Analytics - Platform Deal,Qualification,26524,2025-07-31,2024-11-06,Outbound - SDR,Best Case,False,False,Open Source Alternative,,15,Contract signing,New Business,2024-11-06T00:00:00
807,691,2,Pinnacle Holdings - Initial License,Closed Lost,810290,2024-10-20,2024-08-18,Outbound - SDR,Omitted,False,True,CompetitorE,Timing,44,,New Business,2024-08-18T00:00:00
808,388,3,Catalyst Analytics - Initial License,Proposal,43470,2024-07-20,2023-12-02,Inbound - Web,Best Case,False,False,CompetitorE,,26,Send proposal,New Business,2023-12-02T00:00:00
809,465,16,Pacific Corp - Initial License,Negotiation,109590,2025-07-13,2024-10-21,Partner Referral,Commit,False,False,CompetitorC,,57,Reference call,New Business,2024-10-21T00:00:00
810,646,4,Summit Software - Initial License,Closed Lost,8052,2024-06-28,2023-10-27,Event,Omitted,False,True,CompetitorD,Champion Left,4,,New Business,2023-10-27T00:00:00
811,873,13,Pinnacle Enterprises - Platform Deal,Discovery,20865,2024-11-04,2024-04-08,Product-Led,Pipeline,False,False,Open Source Alternative,,38,Technical review,New Business,2024-04-08T00:00:00
812,474,13,Catalyst Inc - Initial License,Discovery,5186,2023-07-29,2023-06-08,Outbound - AE,Pipeline,False,False,CompetitorB,,65,,New Business,2023-06-08T00:00:00
813,889,1,Summit Technologies - Initial License,Discovery,63164,2024-07-07,2024-01-20,,Pipeline,False,False,,,40,Contract signing,New Business,2024-01-20T00:00:00
814,625,12,Pacific Networks - New Business,Prospecting,14760,2025-06-14,2024-12-20,Inbound - Content,Pipeline,False,False,CompetitorD,,64,Legal review,New Business,2024-12-20T00:00:00
815,495,16,Nexus Solutions - Platform Deal,Proposal,47592,2024-08-26,2024-03-20,Outbound - AE,Best Case,False,False,CompetitorD,,12,Executive alignment,New Business,2024-03-20T00:00:00
816,586,16,Optima Systems - New Business,Closed Lost,47970,2024-09-26,2024-06-08,Inbound - Web,Omitted,False,True,,Price,25,,New Business,2024-06-08T00:00:00
817,528,16,Zenith Partners - Platform Deal,Discovery,,2025-02-09,2024-11-08,Event,Pipeline,False,False,Open Source Alternative,,34,Executive alignment,New Business,2024-11-08T00:00:00
818,224,11,Fusion Digital - Initial License,Discovery,32326,2024-12-21,2024-10-07,Product-Led,Pipeline,False,False,,,14,Reference call,New Business,2024-10-07T00:00:00
819,10,2,Pacific Corp - Platform Deal,Closed Won,24267,2024-09-16,2024-08-13,Product-Led,Closed,True,True,CompetitorC,,6,,New Business,2024-08-13T00:00:00
820,852,3,Synergy Solutions - Platform Deal,Closed Won,266703,2024-08-09,2024-05-05,Outbound - SDR,Closed,True,True,,,35,,New Business,2024-05-05T00:00:00
821,255,5,Pacific Labs - Platform Deal,Proposal,834833,2025-01-03,2024-11-11,Inbound - Content,Best Case,False,False,CompetitorD,,35,Send proposal,New Business,2024-11-11T00:00:00
822,491,6,Velocity Solutions - Platform Deal,Closed Lost,33290,2024-12-24,2024-10-30,Inbound - Content,Omitted,False,True,CompetitorA,Price,60,,New Business,2024-10-30T00:00:00
823,169,16,Nexus Platforms - Initial License,Discovery,77722,2022-03-02,2022-01-19,Outbound - SDR,Pipeline,False,False,,,58,Technical review,New Business,2022-01-19T00:00:00
824,881,4,Zenith Services - Upsell,Qualification,31731,2024-07-07,2024-05-13,Outbound - AE,Best Case,False,False,CompetitorC,,39,Technical review,Expansion,2024-05-13T00:00:00
825,91,3,Pinnacle Systems - New Business,Closed Lost,36561,2024-08-28,2024-09-04,Partner Referral,Omitted,False,True,,Price,40,,New Business,2024-09-04T00:00:00
826,988,14,Catalyst Technologies - New Business,Qualification,181679,2024-11-10,2024-11-26,Event,Best Case,False,False,CompetitorC,,30,,New Business,2024-11-26T00:00:00
827,405,3,Global Networks - Platform Deal,Qualification,30823,2025-08-28,2024-12-02,Outbound - SDR,Best Case,False,False,CompetitorD,,34,Schedule demo,New Business,2024-12-02T00:00:00
828,211,2,Quantum Networks - Initial License,Closed Won,31204,2024-10-14,2024-09-30,Inbound - Web,Closed,True,True,,,40,,New Business,2024-09-30T00:00:00
829,761,7,Summit Corp - Initial License,Discovery,18140,2025-06-01,2024-09-06,Product-Led,Pipeline,False,False,CompetitorC,,19,Reference call,New Business,2024-09-06T00:00:00
830,463,16,Global Partners - Platform Deal,Proposal,60749,2022-04-18,2021-11-08,Webinar,Best Case,False,False,CompetitorD,,36,Technical review,New Business,2021-11-08T00:00:00
831,920,16,Velocity Platforms - Initial License,Discovery,215491,2025-01-04,2024-12-03,Inbound - Web,Pipeline,False,False,CompetitorC,,33,Schedule demo,New Business,2024-12-03T00:00:00
832,752,13,Optima Technologies - New Business,Discovery,22238,2025-03-09,2024-08-18,Product-Led,Pipeline,False,False,,,10,,New Business,2024-08-18T00:00:00
833,684,6,Synergy Solutions - Initial License,Proposal,45125,2025-06-16,2024-11-03,Outbound - AE,Best Case,False,False,,,56,Send proposal,New Business,2024-11-03T00:00:00
834,569,5,Pinnacle Group - Platform Deal,Closed Won,80354,2024-12-31,2024-12-02,Inbound - Web,Closed,True,True,,,48,,New Business,2024-12-02T00:00:00
835,204,14,Elevate Analytics - Initial License,Discovery,23911,2022-04-27,2022-01-14,Inbound - Content,Pipeline,False,False,,,11,Reference call,New Business,2022-01-14T00:00:00
836,307,7,Summit Partners - Initial License,Closed Lost,,2023-08-14,2023-06-18,Inbound - Web,Omitted,False,True,CompetitorE,Lost to Status Quo,56,,New Business,2023-06-18T00:00:00
837,567,16,Pacific Dynamics - New Business,Prospecting,43810,2024-10-03,2024-05-13,Event,Pipeline,False,False,CompetitorC,,4,,New Business,2024-05-13T00:00:00
838,574,10,Zenith Software - Platform Deal,Closed Lost,376939,2023-12-28,2023-09-06,Outbound - AE,Omitted,False,True,,Price,41,,New Business,2023-09-06T00:00:00
839,340,9,Velocity Networks - New Business,Closed Lost,13463,2023-06-20,2022-10-13,Outbound - AE,Omitted,False,True,CompetitorD,Lost to Status Quo,1,,New Business,2022-10-13T00:00:00
840,920,16,Velocity Platforms - New Business,Discovery,141739,2025-03-08,2024-11-12,Outbound - AE,Pipeline,False,False,,,33,Technical review,New Business,2024-11-12T00:00:00
841,168,14,Catalyst Platforms - Platform Deal,Negotiation,28372,2023-09-18,2023-07-28,,Commit,False,False,CompetitorB,,7,Executive alignment,New Business,2023-07-28T00:00:00
842,693,3,Nova Platforms - Initial License,Negotiation,30830,2023-11-12,2023-04-30,Outbound - SDR,Commit,False,False,CompetitorD,,13,Schedule demo,New Business,2023-04-30T00:00:00
310,484,11,Acme Technologies - New Business,Prospecting,36313,2022-12-17,2022-09-15,Event,Pipeline,False,False,Open Source Alternative,,1,POC setup,New Business,2022-09-15T00:00:00
844,832,7,Fusion Enterprises - Initial License,Prospecting,872990,2025-08-09,2024-12-13,Product-Led,Pipeline,False,False,CompetitorB,,60,Executive alignment,New Business,2024-12-13T00:00:00
845,568,8,Zenith Dynamics - Initial License,Discovery,7751,2025-04-06,2024-10-13,Webinar,Pipeline,False,False,,,3,Schedule demo,New Business,2024-10-13T00:00:00
846,22,1,Atlas Enterprises - Platform Deal,Closed Won,85672,2024-05-27,2024-02-08,Outbound - AE,Closed,True,True,,,28,,New Business,2024-02-08T00:00:00
847,104,1,Optima Labs - New Business,Discovery,17268,2025-02-16,2024-12-15,Outbound - SDR,Pipeline,False,False,Open Source Alternative,,30,,New Business,2024-12-15T00:00:00
848,983,9,Atlas Dynamics - Platform Deal,Qualification,38646,2024-11-01,2024-03-25,Product-Led,Best Case,False,False,CompetitorA,,33,Contract signing,New Business,2024-03-25T00:00:00
849,464,7,Summit Networks - New Business,Qualification,47739,2024-04-11,2024-01-19,Event,Best Case,False,False,,,30,Reference call,New Business,2024-01-19T00:00:00
850,747,11,Elevate Partners - Platform Deal,Discovery,,2024-02-02,2023-11-27,Webinar,Pipeline,False,False,CompetitorC,,23,POC setup,New Business,2023-11-27T00:00:00
851,226,13,Nova Corp - Initial License,Closed Lost,116216,2024-06-14,2024-06-17,Inbound - Content,Omitted,False,True,CompetitorA,Price,26,,New Business,2024-06-17T00:00:00
852,188,1,Apex Dynamics - Platform Deal,Qualification,43390,2024-07-16,2024-06-09,,Best Case,False,False,,,24,Legal review,New Business,2024-06-09T00:00:00
853,223,9,Catalyst Software - Initial License,Qualification,71809,2024-11-04,2024-08-02,Outbound - SDR,Best Case,False,False,CompetitorA,,48,Legal review,New Business,2024-08-02T00:00:00
854,259,14,Optima Services - Platform Deal,Negotiation,13158,2025-03-29,2024-10-11,Outbound - AE,Commit,False,False,,,61,POC setup,New Business,2024-10-11T00:00:00
855,169,16,Nexus Platforms - Platform Deal,Prospecting,28810,2022-11-10,2022-09-04,Inbound - Content,Pipeline,False,False,,,45,POC setup,New Business,2022-09-04T00:00:00
856,650,9,Pinnacle Inc - New Business,Discovery,671578,2025-01-28,2024-10-18,Event,Pipeline,False,False,,,52,Schedule demo,New Business,2024-10-18T00:00:00
521,995,6,Vanguard Labs - Initial License,Closed Lost,10472,2022-03-16,2021-12-21,Event,Omitted,False,True,CompetitorA,Feature Gap,52,,New Business,2021-12-21T00:00:00
858,144,14,Apex Holdings - New Business,Discovery,57014,2025-03-19,2024-10-19,Webinar,Pipeline,False,False,CompetitorD,,18,,New Business,2024-10-19T00:00:00
859,68,11,Global Partners - New Business,Prospecting,222981,2020-09-16,2020-05-29,Webinar,Pipeline,False,False,CompetitorC,,38,Send proposal,New Business,2020-05-29T00:00:00
860,839,13,Quantum Solutions - Initial License,Closed Lost,40617,2024-09-15,2024-09-28,Webinar,Omitted,False,True,CompetitorD,Feature Gap,62,,New Business,2024-09-28T00:00:00
861,583,16,Pacific Analytics - Initial License,Discovery,27307,2025-03-27,2024-12-22,Outbound - AE,Pipeline,False,False,CompetitorE,,50,Contract signing,New Business,2024-12-22T00:00:00
862,360,5,Quantum Solutions - Platform Deal,Discovery,42693,2024-12-13,2024-04-19,Product-Led,Pipeline,False,False,,,4,Send proposal,New Business,2024-04-19T00:00:00
863,784,1,Fusion Partners - Initial License,Prospecting,30992,2022-07-16,2022-01-05,,Pipeline,False,False,Open Source Alternative,,34,Schedule demo,New Business,2022-01-05T00:00:00
864,873,7,Pinnacle Enterprises - New Business,Prospecting,26844,2023-10-30,2023-07-18,Outbound - AE,Pipeline,False,False,,,41,POC setup,New Business,2023-07-18T00:00:00
865,286,14,Vanguard Inc - Platform Deal,Closed Lost,24967,2024-12-26,2024-07-15,Outbound - SDR,Omitted,False,True,Open Source Alternative,Competitor,12,,New Business,2024-07-15T00:00:00
866,472,8,Vanguard Holdings - New Business,Discovery,36870,2023-05-21,2023-04-09,,Pipeline,False,False,,,18,Reference call,New Business,2023-04-09T00:00:00
867,551,3,Catalyst Inc - Initial License,Qualification,56092,2020-12-08,2020-04-06,Inbound - Web,Best Case,False,False,,,13,Legal review,New Business,2020-04-06T00:00:00
868,710,9,Quantum Enterprises - Platform Deal,Closed Lost,38082,2024-12-28,2024-11-18,Webinar,Omitted,False,True,,Lost to Status Quo,39,,New Business,2024-11-18T00:00:00
869,942,4,Vanguard Software - Initial License,Closed Won,33327,2024-09-01,2024-08-15,Product-Led,Closed,True,True,Open Source Alternative,,31,,New Business,2024-08-15T00:00:00
870,404,4,Catalyst Technologies - Initial License,Proposal,152344,2024-10-24,2024-05-17,Inbound - Content,Best Case,False,False,CompetitorA,,38,Contract signing,New Business,2024-05-17T00:00:00
871,215,14,Acme Solutions - New Business,Closed Lost,114568,2024-02-22,2023-12-24,Partner Referral,Omitted,False,True,CompetitorE,Champion Left,58,,New Business,2023-12-24T00:00:00
872,3,10,Synergy Solutions - Platform Deal,Qualification,45559,2021-01-01,2020-10-27,Outbound - SDR,Best Case,False,False,CompetitorA,,34,,New Business,2020-10-27T00:00:00
873,575,7,Acme Enterprises - New Business,Negotiation,423220,2024-06-02,2024-06-11,Event,Commit,False,False,CompetitorC,,56,Technical review,New Business,2024-06-11T00:00:00
874,686,6,Horizon Platforms - Initial License,Prospecting,37570,2023-02-23,2022-07-31,Outbound - AE,Pipeline,False,False,CompetitorE,,20,Reference call,New Business,2022-07-31T00:00:00
875,336,2,Horizon Technologies - Platform Deal,Closed Lost,71976,2024-03-09,2023-11-25,Partner Referral,Omitted,False,True,CompetitorA,Budget Cut,22,,New Business,2023-11-25T00:00:00
876,77,7,Vanguard Services - Initial License,Closed Lost,176442,2023-05-20,2023-03-09,Outbound - SDR,Omitted,False,True,CompetitorA,Budget Cut,36,,New Business,2023-03-09T00:00:00
877,24,15,Quantum Systems - Platform Deal,Closed Lost,191917,2024-12-31,2024-12-13,Outbound - AE,Omitted,False,True,CompetitorD,Budget Cut,44,,New Business,2024-12-13T00:00:00
878,264,3,Global Holdings - New Business,Discovery,81057,2023-03-12,2023-04-10,Webinar,Pipeline,False,False,,,45,Contract signing,New Business,2023-04-10T00:00:00
879,91,3,Pinnacle Systems - Platform Deal,Prospecting,36750,2024-07-18,2024-02-05,Outbound - AE,Pipeline,False,False,CompetitorE,,40,Legal review,New Business,2024-02-05T00:00:00
880,445,5,Fusion Enterprises - Initial License,Proposal,226782,2025-08-26,2024-12-08,Event,Best Case,False,False,CompetitorE,,26,POC setup,New Business,2024-12-08T00:00:00
881,179,5,Quantum Dynamics - Platform Deal,Closed Lost,101096,2024-06-22,2024-07-13,Inbound - Web,Omitted,False,True,CompetitorA,Timing,25,,New Business,2024-07-13T00:00:00
882,894,14,Pacific Solutions - New Business,Qualification,150011,2023-03-14,2022-08-25,Outbound - AE,Best Case,False,False,CompetitorC,,43,Technical review,New Business,2022-08-25T00:00:00
883,14,7,Pacific Enterprises - Initial License,Prospecting,38815,2025-04-27,2024-09-18,,Pipeline,False,False,,,12,Schedule demo,New Business,2024-09-18T00:00:00
884,812,14,Nexus Dynamics - Initial License,Negotiation,670610,2023-11-28,2023-04-04,Event,Commit,False,False,CompetitorE,,2,POC setup,New Business,2023-04-04T00:00:00
885,386,1,Nexus Solutions - New Business,Proposal,29756,2023-05-06,2022-10-04,Outbound - SDR,Best Case,False,False,CompetitorD,,12,Schedule demo,New Business,2022-10-04T00:00:00
886,943,10,Catalyst Platforms - Platform Deal,Closed Lost,83224,2024-12-31,2024-12-07,Product-Led,Omitted,False,True,,Price,28,,New Business,2024-12-07T00:00:00
887,635,4,Horizon Partners - Platform Deal,Discovery,167202,2024-08-07,2024-03-25,Inbound - Web,Pipeline,False,False,CompetitorB,,34,Contract signing,New Business,2024-03-25T00:00:00
714,747,11,Elevate Partners - Platform Deal,Discovery,22458,2024-10-05,2024-04-06,Inbound - Web,Pipeline,False,False,CompetitorE,,28,Schedule demo,New Business,2024-04-06T00:00:00
889,607,2,Horizon Labs - Platform Deal,Proposal,50508,2025-03-11,2024-12-13,,Best Case,False,False,,,39,Send proposal,New Business,2024-12-13T00:00:00
890,188,1,Apex Dynamics - Initial License,Negotiation,29624,2022-11-21,2022-04-04,Partner Referral,Commit,False,False,,,16,Contract signing,New Business,2022-04-04T00:00:00
891,115,12,Pacific Inc - New Business,Closed Lost,106668,2021-04-17,2020-11-14,Inbound - Content,Omitted,False,True,CompetitorB,Budget Cut,43,,New Business,2020-11-14T00:00:00
892,137,9,Catalyst Holdings - New Business,Closed Lost,31263,2024-12-31,2024-06-17,Webinar,Omitted,False,True,CompetitorD,Champion Left,22,,New Business,2024-06-17T00:00:00
893,804,1,Acme Partners - Initial License,Closed Won,120191,2022-02-12,2021-12-06,Inbound - Web,Closed,True,True,CompetitorE,,17,,New Business,2021-12-06T00:00:00
894,639,5,Fusion Software - Initial License,Qualification,175808,2022-12-26,2022-11-19,Webinar,Best Case,False,False,CompetitorC,,34,,New Business,2022-11-19T00:00:00
895,668,7,Optima Analytics - Initial License,Closed Won,28626,2024-12-31,2024-12-15,Webinar,Closed,True,True,CompetitorC,,51,,New Business,2024-12-15T00:00:00
896,141,2,Acme Platforms - Initial License,Proposal,19066,2025-01-09,2024-10-17,Partner Referral,Best Case,False,False,CompetitorE,,31,Send proposal,New Business,2024-10-17T00:00:00
897,231,7,Global Corp - Platform Deal,Closed Lost,324573,2024-12-15,2024-10-20,Inbound - Web,Omitted,False,True,CompetitorC,Timing,47,,New Business,2024-10-20T00:00:00
898,384,12,Vanguard Digital - Platform Deal,Discovery,54782,2025-01-24,2024-06-30,Webinar,Pipeline,False,False,CompetitorB,,59,,New Business,2024-06-30T00:00:00
899,159,5,Horizon Systems - Platform Deal,Discovery,,2025-05-24,2024-08-31,Inbound - Web,Pipeline,False,False,Open Source Alternative,,33,Executive alignment,New Business,2024-08-31T00:00:00
900,537,12,Summit Analytics - New Business,Proposal,22336,2024-01-23,2023-05-23,Event,Best Case,False,False,,,18,Send proposal,New Business,2023-05-23T00:00:00
901,619,2,Summit Analytics - Platform Deal,Negotiation,146101,2025-01-26,2024-06-09,Outbound - AE,Commit,False,False,CompetitorD,,28,Reference call,New Business,2024-06-09T00:00:00
902,468,3,Vertex Solutions - New Business,Proposal,426620,2024-10-17,2024-11-09,Outbound - SDR,Best Case,False,False,CompetitorC,,12,Send proposal,New Business,2024-11-09T00:00:00
903,95,7,Vertex Networks - Platform Deal,Closed Lost,12168,2024-12-31,2024-11-09,Partner Referral,Omitted,False,True,CompetitorB,Competitor,7,,New Business,2024-11-09T00:00:00
904,41,12,Nexus Corp - Platform Deal,Qualification,70023,2023-09-15,2023-07-13,Partner Referral,Best Case,False,False,,,18,Contract signing,New Business,2023-07-13T00:00:00
905,324,12,Catalyst Labs - New Business,Closed Lost,36699,2024-12-18,2024-11-13,Inbound - Content,Omitted,False,True,,Timing,15,,New Business,2024-11-13T00:00:00
906,895,15,Pinnacle Labs - Initial License,Discovery,37272,2025-06-18,2024-12-18,Event,Pipeline,False,False,CompetitorB,,23,POC setup,New Business,2024-12-18T00:00:00
907,70,4,Velocity Digital - Platform Deal,Discovery,,2023-10-15,2023-06-14,Inbound - Web,Pipeline,False,False,CompetitorB,,1,Executive alignment,New Business,2023-06-14T00:00:00
908,664,4,Zenith Dynamics - New Business,Proposal,35079,2024-09-03,2024-01-10,Inbound - Web,Best Case,False,False,CompetitorC,,54,Send proposal,New Business,2024-01-10T00:00:00
909,783,15,Acme Group - Initial License,Qualification,14153,2025-05-26,2024-11-09,Inbound - Content,Best Case,False,False,CompetitorC,,51,Schedule demo,New Business,2024-11-09T00:00:00
910,607,11,Horizon Labs - New Business,Qualification,203496,2025-02-15,2024-12-16,Webinar,Best Case,False,False,,,17,Reference call,New Business,2024-12-16T00:00:00
911,17,5,Pacific Labs - Initial License,Closed Lost,84529,2024-12-31,2024-09-03,Inbound - Web,Omitted,False,True,CompetitorC,Timing,26,,New Business,2024-09-03T00:00:00
912,212,16,Nexus Partners - New Business,Closed Lost,27174,2024-10-26,2024-09-06,Inbound - Web,Omitted,False,True,CompetitorB,Champion Left,24,,New Business,2024-09-06T00:00:00
913,707,1,Velocity Analytics - Initial License,Discovery,,2024-08-03,2024-03-04,Inbound - Content,Pipeline,False,False,,,9,POC setup,New Business,2024-03-04T00:00:00
914,241,4,Nexus Dynamics - Platform Deal,Prospecting,,2024-02-16,2023-10-10,Inbound - Content,Pipeline,False,False,,,56,Schedule demo,New Business,2023-10-10T00:00:00
915,615,8,Optima Services - Platform Deal,Discovery,132837,2022-06-29,2022-04-06,Outbound - AE,Pipeline,False,False,Open Source Alternative,,57,Contract signing,New Business,2022-04-06T00:00:00
916,733,9,Synergy Group - Initial License,Prospecting,49203,2025-01-23,2024-09-13,Product-Led,Pipeline,False,False,CompetitorB,,37,Reference call,New Business,2024-09-13T00:00:00
917,539,13,Summit Systems - Initial License,Qualification,44573,2020-08-31,2020-05-15,Partner Referral,Best Case,False,False,,,69,Legal review,New Business,2020-05-15T00:00:00
918,448,11,Quantum Group - Platform Deal,Closed Lost,39213,2024-08-26,2024-07-11,Inbound - Content,Omitted,False,True,,No Decision,45,,New Business,2024-07-11T00:00:00
919,28,11,Zenith Technologies - Platform Deal,Discovery,35496,2023-02-27,2022-11-07,Outbound - AE,Pipeline,False,False,CompetitorB,,66,Schedule demo,New Business,2022-11-07T00:00:00
920,424,11,Velocity Partners - Platform Deal,Prospecting,31771,2025-01-15,2024-10-23,Partner Referral,Pipeline,False,False,CompetitorD,,9,Schedule demo,New Business,2024-10-23T00:00:00
921,487,14,Zenith Corp - New Business,Proposal,32050,2025-08-29,2024-12-28,Product-Led,Best Case,False,False,CompetitorD,,62,Send proposal,New Business,2024-12-28T00:00:00
922,856,2,Nova Services - New Business,Qualification,663835,2022-05-14,2022-03-07,Outbound - SDR,Best Case,False,False,,,43,,New Business,2022-03-07T00:00:00
923,949,4,Optima Software - Initial License,Closed Lost,55773,2024-02-03,2023-12-24,Event,Omitted,False,True,,Price,17,,New Business,2023-12-24T00:00:00
924,388,14,Catalyst Analytics - Platform Deal,Closed Lost,146561,2024-05-22,2023-10-07,Inbound - Content,Omitted,False,True,,Budget Cut,5,,New Business,2023-10-07T00:00:00
925,867,3,Apex Digital - Platform Deal,Qualification,157926,2022-05-23,2022-01-01,Outbound - SDR,Best Case,False,False,,,26,Send proposal,New Business,2022-01-01T00:00:00
926,614,14,Fusion Dynamics - Platform Deal,Closed Lost,174126,2022-06-11,2021-11-19,Product-Led,Omitted,False,True,CompetitorE,Champion Left,39,,New Business,2021-11-19T00:00:00
927,835,1,Vanguard Enterprises - Initial License,Closed Won,25563,2024-11-03,2024-10-11,Partner Referral,Closed,True,True,,,10,,New Business,2024-10-11T00:00:00
928,661,8,Nexus Partners - New Business,Closed Won,244914,2023-10-12,2023-06-09,Partner Referral,Closed,True,True,,,58,,New Business,2023-06-09T00:00:00
929,417,11,Vanguard Enterprises - Platform Deal,Qualification,867328,2023-06-15,2023-04-27,Outbound - AE,Best Case,False,False,,,42,,New Business,2023-04-27T00:00:00
930,510,16,Horizon Software - Initial License,Proposal,43331,2024-12-20,2024-05-08,Inbound - Content,Best Case,False,False,,,25,Executive alignment,New Business,2024-05-08T00:00:00
931,316,2,Fusion Enterprises - New Business,Prospecting,193775,2025-05-20,2024-09-19,Event,Pipeline,False,False,,,2,Schedule demo,New Business,2024-09-19T00:00:00
932,425,7,Pinnacle Partners - Platform Deal,Closed Lost,47205,2023-10-30,2023-09-09,Product-Led,Omitted,False,True,CompetitorE,Lost to Status Quo,28,,New Business,2023-09-09T00:00:00
933,450,13,Summit Digital - New Business,Proposal,5700,2023-06-06,2022-10-25,Inbound - Web,Best Case,False,False,Open Source Alternative,,27,POC setup,New Business,2022-10-25T00:00:00
934,138,3,Elevate Platforms - Platform Deal,Closed Won,43254,2024-12-17,2024-08-22,Inbound - Content,Closed,True,True,CompetitorD,,10,,New Business,2024-08-22T00:00:00
935,435,3,Nexus Technologies - Platform Deal,Closed Lost,185568,2023-09-16,2023-05-05,Partner Referral,Omitted,False,True,Open Source Alternative,Lost to Status Quo,19,,New Business,2023-05-05T00:00:00
936,546,10,Velocity Inc - Initial License,Discovery,1020922,2023-03-10,2022-11-08,,Pipeline,False,False,,,37,Reference call,New Business,2022-11-08T00:00:00
937,868,11,Catalyst Networks - New Business,Closed Lost,91088,2024-12-31,2024-08-25,Event,Omitted,False,True,Open Source Alternative,Feature Gap,38,,New Business,2024-08-25T00:00:00
938,936,2,Summit Enterprises - Initial License,Prospecting,32601,2025-07-03,2024-11-12,Webinar,Pipeline,False,False,Open Source Alternative,,33,Reference call,New Business,2024-11-12T00:00:00
939,572,7,Synergy Digital - Platform Deal,Prospecting,143459,2024-05-09,2024-01-28,Product-Led,Pipeline,False,False,CompetitorE,,55,Send proposal,New Business,2024-01-28T00:00:00
