tracker_id,call_id,tracker_name,tracker_category,mention_count
4394,1927,Budget - Needs Approval,Budget,5
4395,1927,Competitor - CompetitorA,Competitor,4
4396,1928,Objection - Need More Stakeholder Buy-in,Objection,5
4397,1928,Risk - Legal Blockers,Risk,6
4398,1928,Budget - Approved,Budget,2
4399,1928,Risk - Stakeholder Pushback,Risk,6
4400,1928,Security - GDPR Compliance,Security,6
4401,1928,Technical - Data Migration Plan,Technical,6
4402,1929,,,5
4403,1929,Pricing - Compared to Competitor,Pricing,5
4404,1929,Budget - Freeze Mentioned,Budget,5
4405,1929,Technical - Data Migration Plan,Technical,1
4406,1929,Procurement Process Started,Buying Signal,5
4407,1929,Reference Call Requested,Buying Signal,4
4408,1930,Pricing - Volume Discount,Pricing,5
4409,1930,Security - SSO Requirement,Security,6
4410,1932,Competitor - Open Source Alternative,Competitor,2
4411,1932,Reference Call Requested,Buying Signal,1
4412,1932,Objection - Team Adoption Concern,Objection,6
4413,1932,Risk - Champion Leaving,Risk,5
4414,1932,Competitor - CompetitorA,Competitor,8
4415,1932,Objection - Too Complex,Objection,2
4416,1933,Security - Data Residency,Security,2
4417,1933,Objection - Switching Cost,Objection,2
4418,1933,Technical - Custom Workflow Needs,Technical,6
4419,1933,Technical - Data Migration Plan,Technical,8
4420,1935,,,3
4421,1935,Pricing - Compared to Competitor,Pricing,2
4422,1936,Security - SOC2 Compliance,Security,1
4423,1936,Pricing - Compared to Competitor,Pricing,5
4424,1936,POC Requested,Buying Signal,3
4425,1936,Budget - Reallocating Funds,Budget,3
4426,1936,Objection - Too Complex,Objection,4
4427,1937,Discount - Competitive Match,Discount,5
4428,1937,Technical - Custom Workflow Needs,Technical,8
4429,1937,Competitor - Open Source Alternative,Competitor,5
4430,1937,Discount - Multi-Year Ask,Discount,3
4431,1937,Reference Call Requested,Buying Signal,6
4432,1937,Budget - Needs Approval,Budget,8
4433,1937,Risk - Legal Blockers,Risk,2
4434,1938,Pricing - Volume Discount,Pricing,2
4435,1938,POC Requested,Buying Signal,6
4436,1938,Security - SOC2 Compliance,Security,3
4437,1938,Risk - Champion Leaving,Risk,4
4438,1939,Objection - Switching Cost,Objection,5
4439,1939,Budget - Reallocating Funds,Budget,4
4440,1939,Next Steps Discussed,Buying Signal,4
4441,1939,Decision Maker Involved,Buying Signal,2
4442,1939,Procurement Process Started,Buying Signal,8
4443,1941,,,5
4444,1941,Pricing - Too Expensive Objection,Pricing,7
4445,1941,Risk - Champion Leaving,Risk,5
4446,1942,Competitor - CompetitorD,Competitor,2
4447,1942,Security - Penetration Testing,Security,7
4448,1942,Pricing - Too Expensive Objection,Pricing,5
4449,1942,Pricing - Requested Quote,Pricing,7
4450,1942,Budget - Reallocating Funds,Budget,2
4451,1945,Discount - Multi-Year Ask,Discount,7
4452,1945,Risk - Legal Blockers,Risk,3
4453,1945,Budget - Needs Approval,Budget,7
4454,1947,Pricing - Requested Quote,Pricing,3
4455,1947,Discount - End of Quarter,Discount,7
4456,1948,Risk - Stakeholder Pushback,Risk,6
4457,1948,Pricing - Requested Quote,Pricing,3
4458,1948,Objection - Team Adoption Concern,Objection,5
4459,1948,Competitor - CompetitorD,Competitor,1
4460,1948,Competitor - CompetitorE,Competitor,7
4461,1948,Contract Review Started,Buying Signal,1
4462,1950,Security - SOC2 Compliance,Security,1
4463,1951,Risk - Stakeholder Pushback,Risk,3
4464,1951,Competitor - CompetitorE,Competitor,2
4465,1951,Budget - Reallocating Funds,Budget,3
4466,1952,,,6
4467,1952,Budget - Needs Approval,Budget,3
4468,1952,Reference Call Requested,Buying Signal,5
4469,1952,Pricing - Enterprise Tier,Pricing,6
4470,1952,POC Requested,Buying Signal,4
4471,1953,,,6
4472,1953,Discount - End of Quarter,Discount,6
4473,1953,Objection - Switching Cost,Objection,8
4474,1954,Risk - Stakeholder Pushback,Risk,-5
4475,1954,Risk - No Decision Likely,Risk,7
4476,1954,Pricing - Compared to Competitor,Pricing,4
4477,1955,Risk - Stakeholder Pushback,Risk,7
4478,1957,Technical - Data Migration Plan,Technical,5
4479,1957,Competitor - Open Source Alternative,Competitor,5
4480,1957,Risk - Legal Blockers,Risk,3
4481,1959,Competitor - CompetitorB,Competitor,6
4482,1959,POC Requested,Buying Signal,5
4483,1959,Security - Data Residency,Security,2
4484,1961,Security - Data Residency,Security,1
4485,1961,Security - SOC2 Compliance,Security,1
4486,1961,Next Steps Discussed,Buying Signal,5
4487,1961,,,3
4488,1961,Pricing - Requested Quote,Pricing,2
4489,1961,Pricing - Compared to Competitor,Pricing,4
4490,1961,Reference Call Requested,Buying Signal,3
4491,1961,Pricing - Enterprise Tier,Pricing,4
4492,1962,Risk - Champion Leaving,Risk,2
4493,1962,Budget - Reallocating Funds,Budget,5
4494,1962,Technical - API Integration,Technical,-6
4495,1962,Security - Penetration Testing,Security,7
4496,1962,Risk - Delayed Timeline,Risk,-3
4497,1962,Competitor - CompetitorD,Competitor,1
4498,1963,Procurement Process Started,Buying Signal,1
4499,1963,Competitor - Open Source Alternative,Competitor,2
4500,1963,Competitor - CompetitorA,Competitor,8
4501,1963,Competitor - CompetitorB,Competitor,3
4502,1963,Pricing - Compared to Competitor,Pricing,5
4503,1963,Budget - Approved,Budget,7
4504,1963,Pricing - Enterprise Tier,Pricing,8
4505,1964,Technical - Performance Requirements,Technical,3
4506,1964,Discount - Competitive Match,Discount,3
4507,1968,Objection - Team Adoption Concern,Objection,6
4508,1968,Technical - SSO / SAML Setup,Technical,8
4509,1969,Objection - Team Adoption Concern,Objection,6
4510,1969,Pricing - Too Expensive Objection,Pricing,4
4511,1971,Competitor - CompetitorC,Competitor,8
4512,1971,Competitor - CompetitorE,Competitor,8
4513,1971,Objection - Team Adoption Concern,Objection,7
4514,1971,Competitor - CompetitorB,Competitor,7
4515,1971,,,2
4516,1971,Security - Data Residency,Security,5
4517,1975,POC Requested,Buying Signal,5
4518,1975,Security - SSO Requirement,Security,7
4519,1975,Pricing - Volume Discount,Pricing,3
4520,1975,Competitor - CompetitorC,Competitor,4
4521,1975,Procurement Process Started,Buying Signal,8
4522,1975,Discount - End of Quarter,Discount,8
4523,1975,Budget - Needs Approval,Budget,5
4524,1976,Discount - End of Quarter,Discount,1
4525,1976,Competitor - Open Source Alternative,Competitor,7
4526,1976,Objection - Need More Stakeholder Buy-in,Objection,4
4527,1976,Competitor - CompetitorE,Competitor,3
4528,1976,Pricing - Requested Quote,Pricing,1
4529,1976,Pricing - Too Expensive Objection,Pricing,2
4530,1976,Technical - Performance Requirements,Technical,6
4531,1977,Decision Maker Involved,Buying Signal,8
4532,1977,Objection - Need More Stakeholder Buy-in,Objection,8
4533,1979,Objection - Team Adoption Concern,Objection,2
4534,1979,Budget - Freeze Mentioned,Budget,8
4535,1979,Technical - Performance Requirements,Technical,1
4536,1979,Decision Timeline Confirmed,Buying Signal,1
4537,1980,Objection - Team Adoption Concern,Objection,2
4538,1980,Objection - Need More Stakeholder Buy-in,Objection,2
4539,1980,Objection - Missing Feature,Objection,2
4540,1980,Competitor - CompetitorE,Competitor,4
4541,1981,Objection - Missing Feature,Objection,4
4542,1981,Competitor - CompetitorE,Competitor,8
4543,1981,Pricing - Enterprise Tier,Pricing,5
4544,1981,Security - Data Residency,Security,3
4545,1982,Risk - Budget Freeze,Risk,3
4546,1982,Budget - Needs Approval,Budget,5
4547,1982,Objection - Switching Cost,Objection,2
4548,1984,Risk - Stakeholder Pushback,Risk,7
4549,1984,Budget - Needs Approval,Budget,4
4550,1984,Decision Maker Involved,Buying Signal,4
4551,1984,Procurement Process Started,Buying Signal,8
4552,1984,Contract Review Started,Buying Signal,3
4553,1985,Objection - Too Complex,Objection,7
4554,1987,Technical - Data Migration Plan,Technical,3
4555,1987,Competitor - Open Source Alternative,Competitor,2
4556,1987,Budget - Needs Approval,Budget,1
4557,1988,Budget - Approved,Budget,7
4558,1991,Pricing - Too Expensive Objection,Pricing,3
4559,1991,Security - SOC2 Compliance,Security,6
4560,1991,POC Requested,Buying Signal,8
4561,1991,Next Steps Discussed,Buying Signal,5
4562,1991,Discount - End of Quarter,Discount,3
4563,1991,Pricing - Volume Discount,Pricing,2
4564,1992,Budget - Needs Approval,Budget,2
4565,1992,Security - GDPR Compliance,Security,3
4566,1992,,,6
4567,1992,Competitor - CompetitorD,Competitor,3
4568,1992,Competitor - CompetitorC,Competitor,3
4569,1994,Budget - Approved,Budget,1
4570,1994,Technical - SSO / SAML Setup,Technical,7
4571,1994,,,1
4572,1995,,,8
4573,1995,Budget - Freeze Mentioned,Budget,4
4574,1995,Objection - Team Adoption Concern,Objection,1
4575,1995,Competitor - CompetitorC,Competitor,7
4576,1996,Objection - Switching Cost,Objection,1
4577,1996,Technical - API Integration,Technical,5
4578,1999,Budget - Reallocating Funds,Budget,4
4579,1999,Competitor - Open Source Alternative,Competitor,4
4580,1999,Objection - Team Adoption Concern,Objection,1
4581,1999,Technical - API Integration,Technical,5
4582,1999,Competitor - CompetitorC,Competitor,4
4583,1999,Discount - End of Quarter,Discount,4
4584,2001,Pricing - Too Expensive Objection,Pricing,6
4585,2001,Objection - Missing Feature,Objection,2
4586,2002,Risk - Delayed Timeline,Risk,1
4587,2002,Competitor - CompetitorC,Competitor,1
4588,2002,Decision Timeline Confirmed,Buying Signal,2
4589,2003,Pricing - Volume Discount,Pricing,7
4590,2003,Risk - Competitor Evaluation,Risk,7
4591,2003,Pricing - Too Expensive Objection,Pricing,6
4592,2004,Budget - Approved,Budget,4
4593,2004,Decision Maker Involved,Buying Signal,4
4594,2004,Pricing - Enterprise Tier,Pricing,6
4595,2004,Security - GDPR Compliance,Security,8
4596,2004,Budget - Freeze Mentioned,Budget,8
4597,2005,Reference Call Requested,Buying Signal,8
4598,2005,Objection - Missing Feature,Objection,4
4599,2005,Objection - Need More Stakeholder Buy-in,Objection,6
4600,2005,Risk - Legal Blockers,Risk,8
4601,2005,Competitor - CompetitorC,Competitor,2
4602,2006,Procurement Process Started,Buying Signal,4
4603,2006,Pricing - Volume Discount,Pricing,1
4604,2006,Budget - Freeze Mentioned,Budget,3
4605,2007,Next Steps Discussed,Buying Signal,7
4606,2007,Pricing - Volume Discount,Pricing,3
4607,2007,Technical - SSO / SAML Setup,Technical,1
4608,2008,Objection - Team Adoption Concern,Objection,7
4609,2008,Budget - Needs Approval,Budget,3
4610,2008,Discount - Multi-Year Ask,Discount,4
4611,2009,Competitor - CompetitorB,Competitor,1
4612,2009,Objection - Missing Feature,Objection,4
4613,2011,Competitor - CompetitorA,Competitor,7
4614,2011,Procurement Process Started,Buying Signal,3
4615,2014,Objection - Too Complex,Objection,1
4616,2014,Risk - No Decision Likely,Risk,2
4617,2016,Pricing - Enterprise Tier,Pricing,2
4618,2016,Technical - Custom Workflow Needs,Technical,3
4619,2016,Security - Data Residency,Security,5
4620,2016,Discount - Multi-Year Ask,Discount,2
4621,2017,Pricing - Requested Quote,Pricing,4
4622,2017,Budget - Freeze Mentioned,Budget,3
4623,2018,Technical - SSO / SAML Setup,Technical,4
4624,2020,Decision Maker Involved,Buying Signal,5
4625,2020,Risk - Champion Leaving,Risk,5
4626,2020,Discount - End of Quarter,Discount,6
4627,2020,Objection - Too Complex,Objection,3
4628,2020,Competitor - CompetitorC,Competitor,1
4629,2020,Security - GDPR Compliance,Security,6
4630,2021,Contract Review Started,Buying Signal,3
4631,2021,POC Requested,Buying Signal,8
4632,2021,Risk - No Decision Likely,Risk,7
4633,2021,,,7
4634,2021,Risk - Delayed Timeline,Risk,2
4635,2021,Pricing - Volume Discount,Pricing,4
4636,2021,Decision Maker Involved,Buying Signal,6
4637,2022,Competitor - CompetitorE,Competitor,8
4638,2022,Risk - Stakeholder Pushback,Risk,5
4639,2022,Pricing - Volume Discount,Pricing,3
4640,2022,Objection - Team Adoption Concern,Objection,5
4641,2022,Objection - Switching Cost,Objection,7
4642,2022,Risk - No Decision Likely,Risk,3
4643,2023,Pricing - Compared to Competitor,Pricing,5
4644,2023,Risk - No Decision Likely,Risk,5
4645,2025,Pricing - Requested Quote,Pricing,8
4646,2026,Security - SSO Requirement,Security,3
4647,2026,Objection - Missing Feature,Objection,8
4648,2026,Objection - Team Adoption Concern,Objection,7
4649,2027,Decision Maker Involved,Buying Signal,2
4650,2027,Objection - Too Complex,Objection,6
4651,2027,Budget - Approved,Budget,2
4652,2027,Discount - End of Quarter,Discount,2
4653,2028,Decision Maker Involved,Buying Signal,7
4654,2028,Objection - Missing Feature,Objection,2
4655,2028,Competitor - CompetitorE,Competitor,6
4656,2028,Competitor - CompetitorC,Competitor,5
4657,2028,Objection - Need More Stakeholder Buy-in,Objection,3
4658,2029,Next Steps Discussed,Buying Signal,4
4659,2029,Risk - Competitor Evaluation,Risk,6
4660,2029,Objection - Too Complex,Objection,6
4661,2031,Pricing - Compared to Competitor,Pricing,8
4662,2032,Budget - Freeze Mentioned,Budget,8
4663,2033,Competitor - CompetitorA,Competitor,8
4664,2033,Pricing - Too Expensive Objection,Pricing,3
4665,2033,Risk - Legal Blockers,Risk,8
4666,2033,Decision Timeline Confirmed,Buying Signal,3
4667,2033,Technical - Data Migration Plan,Technical,4
4668,2033,Security - Penetration Testing,Security,6
4669,2033,Pricing - Compared to Competitor,Pricing,1
4670,2035,Budget - Approved,Budget,5
4671,2035,Security - Penetration Testing,Security,7
4672,2036,Pricing - Requested Quote,Pricing,1
4673,2036,Discount - End of Quarter,Discount,3
4674,2036,Objection - Switching Cost,Objection,1
4675,2036,Security - SSO Requirement,Security,4
4676,2037,Competitor - CompetitorE,Competitor,7
4677,2037,Objection - Switching Cost,Objection,1
4678,2037,Pricing - Compared to Competitor,Pricing,7
4679,2037,Security - GDPR Compliance,Security,6
4680,2037,Discount - Multi-Year Ask,Discount,5
4681,2037,Security - Data Residency,Security,7
4682,2038,Security - SSO Requirement,Security,5
4683,2038,Budget - Approved,Budget,6
4684,2038,Competitor - CompetitorE,Competitor,1
4685,2039,Pricing - Too Expensive Objection,Pricing,6
4686,2039,POC Requested,Buying Signal,1
4687,2040,Pricing - Too Expensive Objection,Pricing,6
4688,2040,Objection - Switching Cost,Objection,4
4689,2040,Technical - Performance Requirements,Technical,7
4690,2040,Objection - Too Complex,Objection,7
4691,2040,Decision Timeline Confirmed,Buying Signal,5
4692,2041,Risk - Legal Blockers,Risk,6
4693,2041,Contract Review Started,Buying Signal,5
4694,2041,Security - GDPR Compliance,Security,3
4695,2041,Competitor - CompetitorB,Competitor,6
4696,2044,Competitor - CompetitorD,Competitor,2
4697,2044,,,7
4698,2044,Discount - End of Quarter,Discount,5
4699,2044,Budget - Approved,Budget,3
4700,2044,Risk - Legal Blockers,Risk,8
4701,2045,Pricing - Volume Discount,Pricing,8
4702,2045,Competitor - Open Source Alternative,Competitor,6
4703,2045,Pricing - Too Expensive Objection,Pricing,2
4704,2045,POC Requested,Buying Signal,3
4705,2045,Technical - SSO / SAML Setup,Technical,2
4706,2045,Budget - Needs Approval,Budget,8
4707,2046,Competitor - Open Source Alternative,Competitor,3
4708,2046,Risk - Budget Freeze,Risk,3
4709,2046,Competitor - CompetitorE,Competitor,8
4710,2046,Risk - Delayed Timeline,Risk,8
4711,2046,Budget - Reallocating Funds,Budget,8
4712,2048,POC Requested,Buying Signal,3
4713,2048,Technical - Performance Requirements,Technical,8
4714,2048,Discount - End of Quarter,Discount,5
4715,2048,Risk - Champion Leaving,Risk,2
4716,2048,Discount - Multi-Year Ask,Discount,4
4717,2048,Budget - Needs Approval,Budget,2
4718,2050,Risk - Delayed Timeline,Risk,8
4719,2050,Competitor - CompetitorE,Competitor,7
4720,2050,Security - Data Residency,Security,1
4721,2050,Competitor - Open Source Alternative,Competitor,3
4722,2050,Pricing - Requested Quote,Pricing,7
4723,2050,Risk - Competitor Evaluation,Risk,1
4724,2051,Risk - Competitor Evaluation,Risk,6
4725,2052,Next Steps Discussed,Buying Signal,5
4726,2052,Competitor - CompetitorE,Competitor,4
4727,2052,POC Requested,Buying Signal,8
4728,2053,Discount - Multi-Year Ask,Discount,7
4729,2053,Objection - Switching Cost,Objection,7
4730,2055,Competitor - CompetitorD,Competitor,8
4731,2055,Risk - Champion Leaving,Risk,6
4732,2055,Competitor - CompetitorB,Competitor,4
4733,2055,Budget - Reallocating Funds,Budget,4
4734,2057,Pricing - Requested Quote,Pricing,-4
4735,2060,Risk - Competitor Evaluation,Risk,5
4736,2060,Budget - Freeze Mentioned,Budget,7
4737,2062,Competitor - CompetitorE,Competitor,4
4738,2062,Reference Call Requested,Buying Signal,2
4739,2062,Technical - Custom Workflow Needs,Technical,4
4740,2062,Pricing - Compared to Competitor,Pricing,2
4741,2064,Competitor - CompetitorD,Competitor,4
4742,2064,Objection - Too Complex,Objection,-8
4743,2064,Objection - Team Adoption Concern,Objection,4
4744,2064,Objection - Missing Feature,Objection,8
4745,2066,Pricing - Enterprise Tier,Pricing,3
4746,2066,Competitor - Open Source Alternative,Competitor,1
4747,2066,Budget - Approved,Budget,5
4748,2066,Technical - SSO / SAML Setup,Technical,2
4749,2066,Pricing - Volume Discount,Pricing,4
4750,2067,Competitor - CompetitorB,Competitor,7
4751,2067,Security - Data Residency,Security,8
4752,2068,Competitor - CompetitorE,Competitor,1
4753,2070,Objection - Team Adoption Concern,Objection,6
4754,2070,Competitor - CompetitorE,Competitor,5
4755,2070,Security - Data Residency,Security,8
4756,2070,Competitor - Open Source Alternative,Competitor,5
4757,2072,Risk - Champion Leaving,Risk,4
4758,2072,Pricing - Too Expensive Objection,Pricing,1
4759,2072,Budget - Reallocating Funds,Budget,8
4760,2073,Pricing - Volume Discount,Pricing,5
4761,2073,Technical - Custom Workflow Needs,Technical,2
4762,2073,Risk - Delayed Timeline,Risk,8
4763,2073,Budget - Needs Approval,Budget,4
4764,2073,Risk - Competitor Evaluation,Risk,6
4765,2073,Budget - Freeze Mentioned,Budget,4
4766,2074,Budget - Approved,Budget,8
4767,2076,Security - GDPR Compliance,Security,4
4768,2076,Security - SOC2 Compliance,Security,4
4769,2076,Procurement Process Started,Buying Signal,4
4770,2077,Discount - Competitive Match,Discount,5
4771,2077,Contract Review Started,Buying Signal,5
4772,2077,Competitor - CompetitorB,Competitor,1
4773,2078,Security - Data Residency,Security,7
4774,2078,Objection - Switching Cost,Objection,4
4775,2078,Decision Maker Involved,Buying Signal,8
4776,2079,POC Requested,Buying Signal,8
4777,2079,Security - SOC2 Compliance,Security,8
4778,2079,Budget - Freeze Mentioned,Budget,2
4779,2080,Competitor - Open Source Alternative,Competitor,2
4780,2080,Technical - API Integration,Technical,5
4781,2080,Technical - Performance Requirements,Technical,3
4782,2080,Next Steps Discussed,Buying Signal,7
4783,2082,Risk - Champion Leaving,Risk,3
4784,2082,Risk - Stakeholder Pushback,Risk,8
4785,2084,Objection - Switching Cost,Objection,2
4786,2084,Technical - Custom Workflow Needs,Technical,7
4787,2084,Objection - Need More Stakeholder Buy-in,Objection,7
4788,2084,Risk - Competitor Evaluation,Risk,6
4789,2084,Risk - Stakeholder Pushback,Risk,8
4790,2084,Reference Call Requested,Buying Signal,3
4791,2085,Technical - Custom Workflow Needs,Technical,1
4792,2085,Budget - Freeze Mentioned,Budget,6
4793,2086,Discount - Competitive Match,Discount,5
4794,2088,Objection - Need More Stakeholder Buy-in,Objection,8
4795,2088,Reference Call Requested,Buying Signal,6
4796,2088,Budget - Needs Approval,Budget,5
4797,2088,Next Steps Discussed,Buying Signal,6
4798,2088,Budget - Approved,Budget,7
4799,2088,Objection - Team Adoption Concern,Objection,3
4800,2088,Competitor - Open Source Alternative,Competitor,3
4801,2089,Technical - SSO / SAML Setup,Technical,5
4802,2089,Security - Penetration Testing,Security,4
4803,2089,Risk - Champion Leaving,Risk,8
4804,2089,Security - Data Residency,Security,7
4805,2089,Security - SOC2 Compliance,Security,5
4806,2090,Discount - Multi-Year Ask,Discount,6
4807,2090,Risk - Legal Blockers,Risk,5
4808,2091,Discount - Competitive Match,Discount,7
4809,2091,Competitor - Open Source Alternative,Competitor,2
4810,2092,Competitor - CompetitorA,Competitor,1
4811,2092,Pricing - Too Expensive Objection,Pricing,7
4812,2092,Budget - Needs Approval,Budget,2
4813,2092,Pricing - Enterprise Tier,Pricing,3
4814,2092,Pricing - Volume Discount,Pricing,1
4815,2094,Budget - Freeze Mentioned,Budget,3
4816,2094,Budget - Reallocating Funds,Budget,8
4817,2095,POC Requested,Buying Signal,6
4818,2095,Budget - Approved,Budget,3
4819,2095,Contract Review Started,Buying Signal,8
4820,2096,Competitor - Open Source Alternative,Competitor,7
4821,2099,Risk - Champion Leaving,Risk,8
4822,2099,Risk - No Decision Likely,Risk,6
4823,2099,Technical - Performance Requirements,Technical,6
4824,2101,Discount - End of Quarter,Discount,3
4825,2101,Technical - SSO / SAML Setup,Technical,6
4826,2101,,,2
4827,2101,Pricing - Too Expensive Objection,Pricing,8
4828,2101,POC Requested,Buying Signal,6
4829,2101,Technical - Data Migration Plan,Technical,4
4830,2101,Procurement Process Started,Buying Signal,2
4831,2101,Security - Data Residency,Security,4
4832,2103,Technical - Custom Workflow Needs,Technical,7
4833,2103,Competitor - Open Source Alternative,Competitor,1
4834,2103,Risk - Delayed Timeline,Risk,4
4835,2103,Competitor - CompetitorB,Competitor,7
4836,2103,POC Requested,Buying Signal,8
4837,2105,Budget - Freeze Mentioned,Budget,6
4838,2105,Budget - Needs Approval,Budget,7
4839,2106,Technical - SSO / SAML Setup,Technical,3
4840,2106,Pricing - Too Expensive Objection,Pricing,8
4841,2108,Security - Data Residency,Security,4
4842,2108,Next Steps Discussed,Buying Signal,8
4843,2108,Risk - Champion Leaving,Risk,1
4844,2108,Competitor - CompetitorD,Competitor,3
4845,2108,Procurement Process Started,Buying Signal,6
4846,2109,Pricing - Requested Quote,Pricing,8
4847,2109,Risk - Delayed Timeline,Risk,-7
4848,2109,Objection - Switching Cost,Objection,5
4849,2109,Next Steps Discussed,Buying Signal,1
4850,2109,Objection - Too Complex,Objection,8
4851,2109,Budget - Approved,Budget,3
4852,2109,Competitor - CompetitorD,Competitor,4
4853,2110,Risk - Competitor Evaluation,Risk,2
4854,2110,Objection - Too Complex,Objection,7
4855,2110,Competitor - CompetitorB,Competitor,3
4856,2110,Risk - Stakeholder Pushback,Risk,7
4857,2111,Risk - Delayed Timeline,Risk,4
4858,2111,Technical - Performance Requirements,Technical,8
4859,2111,Technical - SSO / SAML Setup,Technical,8
4860,2111,Objection - Switching Cost,Objection,4
4861,2113,Competitor - CompetitorE,Competitor,1
4862,2113,Security - GDPR Compliance,Security,-2
4863,2113,Objection - Too Complex,Objection,8
4864,2113,,,3
4865,2114,Security - GDPR Compliance,Security,4
4866,2114,Objection - Need More Stakeholder Buy-in,Objection,8
4867,2114,Competitor - Open Source Alternative,Competitor,7
4868,2114,Security - SOC2 Compliance,Security,5
4869,2114,Competitor - CompetitorC,Competitor,8
4870,2114,Discount - Competitive Match,Discount,5
4871,2115,Competitor - CompetitorC,Competitor,4
4872,2115,Competitor - CompetitorA,Competitor,4
4873,2117,Pricing - Requested Quote,Pricing,3
4874,2117,Risk - Budget Freeze,Risk,3
4875,2117,Objection - Team Adoption Concern,Objection,3
4876,2117,Contract Review Started,Buying Signal,2
4877,2118,Discount - Multi-Year Ask,Discount,4
4878,2118,,,6
4879,2118,Pricing - Volume Discount,Pricing,1
4880,2119,Competitor - CompetitorA,Competitor,2
4881,2119,Discount - End of Quarter,Discount,2
4882,2119,Budget - Freeze Mentioned,Budget,3
4883,2120,Security - Penetration Testing,Security,3
4884,2121,Budget - Needs Approval,Budget,6
4885,2121,Security - SSO Requirement,Security,-2
4886,2121,Pricing - Compared to Competitor,Pricing,1
4887,2121,Technical - SSO / SAML Setup,Technical,2
4888,2124,POC Requested,Buying Signal,3
4889,2124,Objection - Too Complex,Objection,7
4890,2124,Competitor - CompetitorE,Competitor,7
4891,2126,Technical - Performance Requirements,Technical,2
4892,2126,Pricing - Volume Discount,Pricing,4
4893,2126,Discount - Multi-Year Ask,Discount,6
4894,2126,Technical - Custom Workflow Needs,Technical,7
4895,2126,Pricing - Requested Quote,Pricing,4
4896,2127,Budget - Approved,Budget,3
4897,2127,Decision Timeline Confirmed,Buying Signal,5
4898,2127,Security - SOC2 Compliance,Security,5
4899,2127,Risk - Legal Blockers,Risk,3
4900,2129,Pricing - Requested Quote,Pricing,8
4901,2129,Technical - Data Migration Plan,Technical,2
4902,2129,Risk - Legal Blockers,Risk,8
4903,2131,Competitor - CompetitorD,Competitor,5
4904,2131,Discount - Multi-Year Ask,Discount,3
4905,2132,Competitor - CompetitorB,Competitor,2
4906,2132,Objection - Switching Cost,Objection,7
4907,2132,Competitor - CompetitorA,Competitor,7
4908,2132,Budget - Needs Approval,Budget,4
4909,2132,Objection - Need More Stakeholder Buy-in,Objection,1
4910,2133,Technical - API Integration,Technical,3
4911,2133,Technical - Performance Requirements,Technical,6
4912,2133,Pricing - Compared to Competitor,Pricing,8
4913,2133,Pricing - Volume Discount,Pricing,-8
4914,2133,Discount - Multi-Year Ask,Discount,5
4915,2134,Pricing - Volume Discount,Pricing,4
4916,2134,Pricing - Compared to Competitor,Pricing,3
4917,2134,Decision Timeline Confirmed,Buying Signal,6
4918,2134,Objection - Missing Feature,Objection,1
4919,2134,Competitor - CompetitorC,Competitor,4
4920,2136,,,6
4921,2136,Risk - Budget Freeze,Risk,6
4922,2136,Pricing - Enterprise Tier,Pricing,6
4923,2136,Competitor - CompetitorE,Competitor,3
4924,2136,Competitor - CompetitorB,Competitor,2
4925,2136,Competitor - CompetitorC,Competitor,8
4926,2136,Technical - SSO / SAML Setup,Technical,3
4927,2137,Contract Review Started,Buying Signal,8
4928,2137,Objection - Need More Stakeholder Buy-in,Objection,3
4929,2137,Competitor - CompetitorB,Competitor,5
4930,2137,Budget - Needs Approval,Budget,8
4931,2137,Security - SOC2 Compliance,Security,7
4932,2137,Pricing - Too Expensive Objection,Pricing,6
4933,2137,Pricing - Requested Quote,Pricing,2
4934,2141,Discount - End of Quarter,Discount,1
4935,2141,Risk - Champion Leaving,Risk,5
4936,2141,Contract Review Started,Buying Signal,6
4937,2142,Risk - Stakeholder Pushback,Risk,1
4938,2142,Decision Maker Involved,Buying Signal,2
4939,2142,Budget - Approved,Budget,2
4940,2142,Competitor - CompetitorD,Competitor,5
4941,2142,Technical - Performance Requirements,Technical,3
4942,2142,Risk - No Decision Likely,Risk,6
4943,2142,Objection - Need More Stakeholder Buy-in,Objection,5
4944,2143,Objection - Team Adoption Concern,Objection,1
4945,2143,Risk - Legal Blockers,Risk,2
4946,2143,Competitor - CompetitorD,Competitor,-5
4947,2143,Discount - Multi-Year Ask,Discount,4
4948,2143,Risk - Competitor Evaluation,Risk,4
4949,2144,Security - SSO Requirement,Security,1
4950,2144,Technical - Performance Requirements,Technical,8
4951,2144,Pricing - Too Expensive Objection,Pricing,6
4952,2144,Pricing - Volume Discount,Pricing,8
4953,2144,Risk - Champion Leaving,Risk,5
4954,2146,Discount - Multi-Year Ask,Discount,1
4955,2146,Technical - Custom Workflow Needs,Technical,2
4956,2146,Budget - Needs Approval,Budget,4
4957,2147,Technical - Data Migration Plan,Technical,4
4958,2147,Risk - No Decision Likely,Risk,2
4959,2147,Pricing - Volume Discount,Pricing,2
4960,2147,Objection - Missing Feature,Objection,7
4961,2147,Decision Timeline Confirmed,Buying Signal,2
4962,2148,Technical - SSO / SAML Setup,Technical,5
4963,2148,Objection - Missing Feature,Objection,4
4964,2148,Pricing - Volume Discount,Pricing,8
4965,2148,POC Requested,Buying Signal,1
4966,2149,Discount - End of Quarter,Discount,6
4967,2149,Discount - Multi-Year Ask,Discount,6
4968,2149,Budget - Approved,Budget,8
4969,2149,Risk - Budget Freeze,Risk,3
