call_id,opp_id,owner_id,call_date,duration_minutes,direction,call_type,disposition,num_participants,talk_ratio_rep,longest_monologue_sec,question_count,next_steps_mentioned
1160,4605,5,2021-12-10T12:45:00,35,Outbound,Discovery,Completed,4,0.61,294,3,True
1161,3578,1,2024-06-26T14:00:00,,Outbound,Discovery,Completed,2,0.34,219,21,True
1162,3450,4,2020-11-03T09:00:00,50,Outbound,Technical Deep Dive,Completed,2,0.53,138,13,False
1163,4820,14,2021-05-25T14:45:00,0,Outbound,Discovery,No Show,1,,,0,False
1164,4690,12,2020-11-29T08:15:00,0,Inbound,Follow-Up,No Show,1,,,0,False
1165,930,16,2024-06-26T09:45:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
1166,225,16,2024-03-05T15:15:00,18,Inbound,Check-In,Completed,7,0.63,74,3,True
1167,794,9,2024-06-19T15:00:00,37,Outbound,Follow-Up,Completed,8,0.41,191,13,True
1168,1950,10,2024-12-28T10:15:00,53,Inbound,QBR,Completed,7,0.41,227,14,True
1169,1186,10,2024-12-02T10:30:00,-30,Outbound,Follow-Up,Completed,2,0.62,258,6,True
1170,143,8,2024-07-13T15:45:00,3,Outbound,Demo,Voicemail,1,,,0,False
1171,3806,4,2024-06-15T09:00:00,26,Inbound,QBR,Completed,6,0.56,65,11,False
1172,3270,9,2024-12-26T16:45:00,31,Outbound,Technical Deep Dive,Completed,5,0.47,120,9,False
1173,2003,6,2022-06-12T16:45:00,35,Outbound,Follow-Up,Completed,6,0.63,73,4,True
1174,2581,11,2024-06-26T10:45:00,0,Outbound,Demo,No Show,1,,,0,False
1175,4941,12,2023-10-24T14:30:00,50,Inbound,Negotiation,Completed,3,0.73,128,13,False
1176,2048,4,2022-09-03T15:00:00,42,Outbound,Discovery,Completed,2,0.75,154,9,False
1177,2555,12,2022-11-24T16:45:00,47,Outbound,QBR,Completed,7,0.64,222,6,True
1178,1101,7,2024-12-01T08:00:00,15,Outbound,Discovery,Rescheduled,1,,,0,False
1179,1357,3,2024-03-11T11:30:00,0,Outbound,Discovery,No Show,1,,,0,False
1180,373,8,2024-04-03T12:00:00,54,Outbound,Demo,Rescheduled,1,,,0,False
1181,4825,13,2023-11-22T11:15:00,38,Inbound,Discovery,Rescheduled,1,,,0,False
1182,2154,11,2023-12-19T13:45:00,31,Inbound,Discovery,Completed,7,0.55,108,3,True
1183,1999,6,2024-07-08T11:30:00,29,Outbound,Check-In,Completed,2,0.35,151,17,True
1184,4406,9,2024-11-11T15:15:00,0,Outbound,Negotiation,No Show,1,,,0,False
1185,3937,5,2021-04-20T13:15:00,0,Inbound,Demo,No Show,1,,,0,False
1186,3355,4,2024-12-17T12:00:00,36,Outbound,Negotiation,Completed,6,0.6,153,12,False
1187,4037,15,2024-10-23T15:30:00,,Outbound,Check-In,Completed,2,0.59,73,12,True
1188,4085,2,2023-03-18T12:15:00,28,Outbound,Negotiation,Completed,5,0.47,225,4,False
1189,3361,2,2024-12-07T12:45:00,37,Outbound,Negotiation,Completed,3,0.3,223,18,True
1190,1054,4,2024-03-19T16:45:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
1191,1513,2,2022-07-28T10:45:00,28,Inbound,Technical Deep Dive,Rescheduled,1,,,0,False
1192,3839,6,2023-04-20T12:30:00,45,Inbound,Negotiation,Completed,7,0.47,128,8,False
1193,2308,14,2024-12-23T15:00:00,47,Outbound,Discovery,Completed,6,0.5,134,12,False
1194,349,9,2024-10-14T13:00:00,35,Inbound,Technical Deep Dive,Completed,2,0.63,157,5,True
1195,2695,13,2024-01-12T13:00:00,22,Outbound,QBR,Completed,8,0.77,208,9,False
1196,1669,15,2024-12-12T11:15:00,43,Inbound,Discovery,Completed,8,0.55,133,15,False
1197,3861,7,2022-09-18T12:00:00,,Outbound,Check-In,Rescheduled,1,,,0,False
1198,1259,9,2023-11-17T16:45:00,27,Outbound,Discovery,Completed,8,0.45,216,11,False
1199,4706,2,2024-06-26T09:30:00,27,Inbound,Technical Deep Dive,Completed,4,0.33,168,30,True
1200,614,7,2024-02-12T12:30:00,43,Outbound,Check-In,Rescheduled,1,,,0,False
1201,2420,8,2024-12-05T13:15:00,44,Outbound,Check-In,Completed,4,0.66,91,12,True
1202,3543,7,2023-03-14T11:30:00,59,Inbound,QBR,Completed,5,0.48,179,7,False
1203,2497,10,2024-12-21T14:30:00,25,Outbound,Technical Deep Dive,Completed,2,0.8,172,13,True
1204,1699,6,2024-12-12T13:30:00,0,Outbound,Discovery,No Show,1,,,0,False
1205,4099,6,2024-12-08T13:30:00,43,Outbound,Technical Deep Dive,Completed,8,0.68,198,15,False
1206,609,6,2024-11-11T12:45:00,35,Inbound,Negotiation,Completed,7,0.49,73,19,False
1207,3416,15,2024-11-12T14:30:00,26,Outbound,Follow-Up,Completed,5,0.57,134,4,False
1208,2598,16,2024-04-19T09:00:00,22,Inbound,Negotiation,Rescheduled,1,,,0,False
1209,3033,4,2024-08-13T15:45:00,39,Outbound,Discovery,Completed,6,0.42,97,16,False
1210,596,1,2023-08-02T09:30:00,49,Outbound,Technical Deep Dive,Completed,3,0.45,126,8,True
1211,4970,9,2020-09-17T17:15:00,0,Outbound,Demo,No Show,1,,,0,False
1212,4375,4,2024-08-06T14:15:00,59,Outbound,Technical Deep Dive,Completed,2,0.37,172,16,True
1213,2816,10,2022-08-07T11:15:00,22,Inbound,Demo,Completed,6,0.67,144,8,True
1214,1360,8,2021-04-19T12:30:00,43,Outbound,QBR,Completed,3,0.63,214,18,True
1215,2737,6,2023-08-11T11:30:00,57,Outbound,Technical Deep Dive,Completed,7,0.52,168,12,False
1216,845,8,2024-12-02T12:15:00,26,Outbound,Demo,Completed,6,0.61,122,4,True
1217,3437,5,2024-10-28T13:30:00,0,Outbound,Follow-Up,No Show,1,,,0,False
1218,406,7,2022-12-29T16:15:00,27,Inbound,Follow-Up,Completed,7,0.56,78,6,False
1219,2088,8,2024-05-01T09:30:00,32,Outbound,Follow-Up,Completed,8,0.62,72,19,False
1220,3923,14,2024-10-19T13:45:00,24,Outbound,QBR,Rescheduled,1,,,0,False
1221,2009,15,2024-12-12T14:30:00,26,Inbound,Demo,Completed,4,0.57,100,11,True
1222,4381,15,2024-10-08T15:15:00,45,Inbound,Check-In,Completed,7,0.42,144,15,False
1223,3989,2,2024-03-05T09:45:00,59,Outbound,Technical Deep Dive,Completed,6,0.46,61,15,True
1224,477,12,2024-03-14T15:15:00,17,Outbound,Technical Deep Dive,Completed,3,0.53,201,6,False
1225,3971,5,2023-11-25T14:45:00,-36,Outbound,QBR,Completed,2,0.46,219,7,True
1226,1791,4,2022-05-09T10:30:00,16,Inbound,Discovery,Completed,5,0.81,158,2,False
1227,1670,16,2024-02-24T15:00:00,,Outbound,Technical Deep Dive,Completed,8,0.42,145,10,True
1228,2706,11,2024-12-25T08:00:00,36,Inbound,Negotiation,Completed,3,0.55,235,12,False
1229,3249,9,2022-05-11T09:15:00,0,Inbound,Follow-Up,No Show,1,,,0,False
1230,2345,15,2024-12-26T13:45:00,29,Outbound,Discovery,Completed,4,0.69,172,6,True
1231,2419,13,2022-11-14T15:45:00,56,Outbound,Discovery,Completed,5,0.65,31,4,True
1232,1995,4,2023-01-05T10:15:00,56,Outbound,Technical Deep Dive,Completed,4,1.23,203,19,True
1233,1866,2,2024-11-23T10:15:00,18,Outbound,Check-In,Completed,6,0.44,149,14,True
1234,3349,5,2024-07-12T10:30:00,37,Outbound,Check-In,Rescheduled,1,,,0,False
1235,2079,4,2024-06-12T13:00:00,52,Outbound,Follow-Up,Completed,3,0.55,113,4,True
1236,3968,7,2022-11-27T12:00:00,55,Inbound,Follow-Up,Completed,5,0.53,215,12,True
1237,4796,13,2024-02-23T15:00:00,23,Inbound,Discovery,Completed,8,0.47,43,2,False
1238,4021,5,2024-12-15T15:45:00,20,Outbound,QBR,Completed,4,0.42,35,9,False
1239,4195,5,2024-01-29T11:15:00,3,Outbound,Technical Deep Dive,Voicemail,1,,,0,False
1240,4096,7,2024-09-08T15:45:00,24,Outbound,Discovery,Completed,4,0.77,140,10,True
1241,4789,15,2024-12-08T14:15:00,2,Outbound,Follow-Up,Voicemail,1,,,0,False
1242,374,3,2023-09-04T14:45:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
1243,371,10,2022-11-04T12:00:00,40,Outbound,QBR,Completed,5,0.67,113,11,True
1244,77,12,2024-01-25T09:00:00,58,Inbound,Technical Deep Dive,Completed,2,0.67,153,15,True
1245,3041,2,2024-05-20T11:00:00,24,Outbound,Negotiation,Completed,8,1.32,32,7,False
1246,1384,8,2024-12-04T16:15:00,51,Outbound,Negotiation,Completed,4,0.63,187,5,False
1247,4674,5,2022-01-07T12:15:00,19,Outbound,Demo,Completed,2,0.53,40,20,False
1248,2254,14,2024-02-11T16:30:00,35,Outbound,Demo,Completed,8,0.65,128,12,False
1249,2918,15,2024-11-25T10:30:00,17,Outbound,Demo,Completed,8,0.74,85,7,True
1250,924,14,2023-12-26T15:15:00,45,Outbound,Technical Deep Dive,Completed,3,0.84,166,9,True
1251,4679,1,2023-01-12T11:15:00,1,Outbound,Demo,Voicemail,1,,,0,False
1252,2084,4,2024-12-04T14:45:00,49,Outbound,Check-In,Completed,8,1.29,224,5,False
1253,2496,12,2023-10-01T12:45:00,31,Outbound,QBR,Completed,5,0.39,155,18,False
1254,562,7,2030-06-15T10:00:00,0,Outbound,QBR,No Show,1,,,0,False
1255,2672,6,2024-12-05T12:45:00,48,Inbound,Follow-Up,Completed,4,1.3,53,17,False
1256,3997,9,2024-01-04T14:00:00,42,Outbound,Discovery,Rescheduled,1,,,0,False
1257,2423,1,2023-08-07T09:30:00,48,Outbound,Negotiation,Completed,3,0.54,96,18,True
1258,3400,7,2024-08-06T10:30:00,60,Outbound,Discovery,Completed,4,0.5,172,14,True
1259,3541,11,2024-04-15T15:00:00,36,Outbound,QBR,Completed,7,0.45,37,11,True
1260,2679,7,2024-10-17T12:15:00,0,Outbound,Check-In,No Show,1,,,0,False
1261,4442,5,2024-11-03T10:15:00,15,Outbound,QBR,Completed,7,0.47,159,24,True
1262,3919,11,2024-11-14T13:00:00,44,Outbound,Negotiation,Completed,6,0.38,54,11,True
1263,560,9,2022-11-12T12:00:00,29,Inbound,Technical Deep Dive,Completed,2,0.7,101,3,True
1264,1340,13,2024-12-22T12:15:00,45,Outbound,Demo,Completed,3,0.66,230,14,False
1265,4492,12,2024-06-24T15:30:00,0,Outbound,Negotiation,No Show,1,,,0,False
1266,2779,2,2022-12-21T09:00:00,0,Outbound,Discovery,No Show,1,,,0,False
1267,2951,10,2024-10-24T10:15:00,33,Outbound,QBR,Completed,3,0.75,154,11,False
1268,1603,1,2024-10-28T10:15:00,0,Outbound,QBR,No Show,1,,,0,False
1269,3683,8,2024-10-09T10:45:00,30,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
1270,3227,4,2024-12-26T14:15:00,32,Outbound,Negotiation,Completed,8,0.65,94,3,False
1271,3399,16,2024-06-19T12:45:00,-30,Outbound,Technical Deep Dive,Completed,8,0.64,76,11,True
1272,4453,7,2030-06-15T10:00:00,44,Outbound,Demo,Rescheduled,1,,,0,False
1273,929,11,2023-06-23T13:00:00,27,Outbound,Negotiation,Completed,5,0.66,105,6,True
1274,1000,8,2024-10-12T13:45:00,55,Outbound,Discovery,Completed,7,0.51,133,16,True
1275,1485,8,2023-09-27T10:00:00,33,Outbound,Technical Deep Dive,Completed,7,0.46,142,6,False
1276,1198,10,2023-05-22T16:45:00,47,Outbound,Check-In,Completed,3,0.38,129,14,False
1277,1969,8,2024-12-30T15:45:00,42,Outbound,Follow-Up,Completed,3,0.69,175,8,False
1278,3592,12,2030-06-15T10:00:00,,Outbound,QBR,Completed,7,0.55,175,9,True
1279,1220,8,2030-06-15T10:00:00,32,Outbound,QBR,Completed,3,0.63,76,2,False
1280,4432,6,2023-09-03T12:45:00,31,Outbound,Discovery,Completed,3,0.46,62,17,False
1281,1799,14,2024-12-20T13:30:00,29,Outbound,Technical Deep Dive,Completed,2,0.62,81,13,True
1282,4051,1,2024-02-25T12:30:00,32,Outbound,Follow-Up,Completed,6,0.45,53,26,True
1283,3126,6,2021-01-21T15:15:00,57,Outbound,Demo,Completed,7,0.41,184,11,False
1284,3190,1,2030-06-15T10:00:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
1285,4506,7,2024-10-31T12:45:00,25,Inbound,Negotiation,Completed,8,0.65,44,11,False
1286,1253,8,2024-02-13T13:15:00,41,Inbound,Follow-Up,Completed,4,0.69,169,4,True
1287,869,4,2024-08-30T13:00:00,36,Outbound,QBR,Rescheduled,1,,,0,False
1288,585,10,2024-09-22T12:45:00,57,Inbound,Technical Deep Dive,Completed,8,0.65,178,18,True
1289,4540,12,2022-03-14T13:45:00,0,Outbound,Demo,No Show,1,,,0,False
1290,969,2,2024-03-26T11:00:00,,Outbound,Discovery,Completed,6,0.39,143,8,False
1291,4786,9,2024-06-07T11:45:00,43,Outbound,Check-In,Completed,3,0.41,67,4,True
1292,3962,2,2024-11-20T13:45:00,55,Inbound,Negotiation,Completed,2,0.55,211,6,False
1293,715,14,2024-07-27T16:15:00,0,Outbound,Check-In,No Show,1,,,0,False
1294,320,1,2030-06-15T10:00:00,0,Outbound,Follow-Up,No Show,1,,,0,False
1295,1176,13,2022-12-04T14:15:00,3,Outbound,Discovery,Voicemail,1,,,0,False
1296,4116,2,2022-06-12T13:00:00,46,Outbound,Demo,Completed,3,0.47,78,16,True
1297,3424,11,2021-09-10T15:15:00,29,Outbound,Check-In,Completed,7,0.45,119,15,True
1298,331,3,2022-09-03T10:30:00,31,Outbound,Check-In,Completed,5,0.57,173,14,False
1299,2616,11,2024-12-24T12:15:00,44,Outbound,Check-In,Completed,5,0.51,74,12,True
1300,3501,5,2022-09-25T11:45:00,31,Outbound,Technical Deep Dive,Completed,7,1.26,235,4,False
1301,130,10,2023-11-26T12:30:00,47,Inbound,Demo,Completed,8,0.58,94,12,False
1302,1533,3,2023-10-30T14:30:00,0,Outbound,Technical Deep Dive,No Show,1,,,0,False
1303,899,5,2024-09-25T09:00:00,22,Outbound,Follow-Up,Completed,5,0.63,49,13,True
1304,3498,8,2024-12-01T14:15:00,0,Inbound,Discovery,No Show,1,,,0,False
1305,3550,9,2024-11-18T10:15:00,54,Outbound,Technical Deep Dive,Completed,2,0.51,215,12,False
1306,1485,8,2023-09-13T11:30:00,40,Outbound,QBR,Completed,3,1.08,195,16,False
1307,4067,6,2024-12-03T09:45:00,56,Outbound,Check-In,Completed,6,0.47,40,18,False
1308,4204,2,2024-04-21T14:45:00,54,Inbound,QBR,Completed,8,0.43,168,20,True
1309,316,16,2023-06-30T10:15:00,18,Outbound,Negotiation,Completed,6,0.43,130,15,False
1310,4501,8,2024-11-21T12:30:00,16,Outbound,Technical Deep Dive,Completed,5,0.38,134,14,False
1311,2826,14,2023-01-15T14:00:00,35,Outbound,QBR,Completed,6,0.74,108,12,False
1312,2148,16,2024-11-12T12:00:00,42,Outbound,Negotiation,Completed,8,0.46,177,12,False
1313,3241,8,2023-08-23T16:00:00,57,Inbound,Demo,Completed,8,0.45,31,17,False
1314,893,1,2022-02-10T13:30:00,49,Outbound,Technical Deep Dive,Completed,2,0.34,123,19,True
1315,4730,10,2024-08-26T15:15:00,25,Inbound,Demo,Completed,6,0.72,239,8,False
1316,1334,4,2023-10-01T11:45:00,29,Inbound,Demo,Rescheduled,1,,,0,False
1317,4795,5,2024-09-03T12:30:00,44,Outbound,QBR,Completed,4,0.79,103,10,True
1318,4160,1,2024-12-16T11:30:00,29,Inbound,QBR,Completed,5,0.59,162,4,True
1319,3902,7,2024-12-01T10:15:00,25,Outbound,QBR,Completed,4,0.48,174,9,False
1320,2612,6,2024-12-03T14:30:00,29,Outbound,QBR,Completed,7,0.82,46,7,False
1321,1826,7,2024-12-17T11:00:00,22,Outbound,Follow-Up,Completed,4,0.58,55,18,False
1322,761,5,2023-10-26T13:00:00,60,Inbound,Demo,Completed,3,0.51,175,17,False
1323,258,11,2024-12-09T15:30:00,23,Outbound,Negotiation,Completed,8,0.51,59,6,True
1324,561,3,2024-12-04T13:15:00,31,Outbound,Check-In,Completed,5,0.65,102,20,False
1325,644,14,2024-12-17T11:15:00,21,Inbound,Negotiation,Completed,5,0.65,141,14,False
1326,3219,11,2024-12-20T11:45:00,25,Inbound,Negotiation,Completed,6,0.6,246,10,False
1327,1124,16,2024-05-12T15:15:00,57,Outbound,Follow-Up,Completed,6,0.69,77,8,True
1328,1746,4,2030-06-15T10:00:00,-16,Outbound,Follow-Up,Rescheduled,1,,,0,False
1329,355,2,2022-01-18T14:00:00,24,Outbound,Check-In,Completed,6,0.6,130,12,True
1330,3816,16,2024-12-02T16:30:00,24,Outbound,Follow-Up,Completed,5,0.7,51,6,True
1331,838,10,2023-12-09T15:30:00,41,Outbound,Technical Deep Dive,Completed,7,0.87,87,1,False
1332,2536,6,2023-01-20T15:45:00,44,Inbound,Demo,Rescheduled,1,,,0,False
1333,4624,2,2024-12-18T13:15:00,29,Outbound,Discovery,Completed,3,0.35,224,19,False
1334,1513,2,2022-09-24T09:15:00,51,Inbound,QBR,Rescheduled,1,,,0,False
1335,3633,14,2023-12-25T16:45:00,50,Outbound,Check-In,Completed,4,0.63,213,11,False
1336,1071,4,2023-12-06T10:15:00,51,Outbound,Check-In,Completed,3,0.72,47,7,True
1337,1325,15,2024-08-01T14:30:00,31,Outbound,Technical Deep Dive,Completed,8,0.82,246,8,False
1338,4618,15,2024-12-29T13:30:00,28,Inbound,Technical Deep Dive,Completed,6,0.64,35,3,True
1339,854,14,2024-12-04T15:00:00,19,Outbound,Demo,Completed,3,0.44,76,4,True
1340,2158,8,2023-08-10T11:30:00,52,Inbound,Check-In,Completed,4,0.38,204,13,True
1341,2178,16,2024-12-04T11:30:00,0,Outbound,Demo,No Show,1,,,0,False
1342,714,12,2023-12-09T11:15:00,51,Inbound,Discovery,Completed,5,0.85,174,4,True
1343,388,6,2024-07-18T13:45:00,0,Outbound,Discovery,No Show,1,,,0,False
1344,1678,5,2020-07-24T14:00:00,28,Inbound,Demo,Completed,3,0.61,40,18,False
1345,691,3,2024-12-20T10:30:00,28,Inbound,Technical Deep Dive,Rescheduled,1,,,0,False
1346,4950,9,2023-10-03T10:30:00,37,Inbound,Demo,Completed,6,0.43,221,3,False
1347,992,2,2024-12-13T14:30:00,45,Outbound,Demo,Completed,2,0.34,172,12,False
1348,571,9,2024-12-01T15:00:00,1,Inbound,Demo,Voicemail,1,,,0,False
1349,1527,5,2024-12-19T13:45:00,39,Outbound,Discovery,Completed,6,0.36,58,17,False
1350,535,14,2024-12-19T12:45:00,32,Outbound,Technical Deep Dive,Completed,6,0.6,199,8,True
1351,4751,13,2024-10-21T12:30:00,41,Inbound,QBR,Completed,3,0.47,151,7,True
1352,2508,3,2022-05-02T10:45:00,47,Outbound,Demo,Rescheduled,1,,,0,False
1353,1947,2,2024-12-07T12:30:00,29,Outbound,QBR,Completed,5,0.49,37,14,False
1354,4309,12,2024-12-15T10:45:00,58,Outbound,Technical Deep Dive,Completed,4,0.48,121,4,True
1355,438,12,2024-03-18T11:15:00,33,Outbound,Check-In,Completed,5,0.58,158,13,False
1356,1423,1,2022-09-13T15:45:00,41,Inbound,QBR,Completed,7,0.4,125,14,True
1357,39,3,2024-12-25T11:15:00,20,Outbound,Negotiation,Rescheduled,1,,,0,False
1358,2494,2,2030-06-15T10:00:00,20,Inbound,Demo,Completed,2,0.35,206,18,False
1359,4887,2,2024-11-28T15:15:00,23,Outbound,Demo,Completed,6,0.56,120,2,False
1360,1696,6,2023-06-22T13:45:00,38,Outbound,Check-In,Completed,3,0.51,124,19,True
1361,1631,8,2022-12-14T12:45:00,21,Outbound,Check-In,Completed,8,0.47,154,4,False
1362,2047,2,2023-06-25T14:15:00,0,Outbound,Discovery,No Show,1,,,0,False
1363,2119,8,2024-12-30T15:15:00,23,Outbound,Technical Deep Dive,Completed,4,0.58,216,5,False
1364,2728,9,2024-08-17T13:15:00,59,Inbound,Check-In,Completed,8,1.18,50,6,True
1365,3945,4,2024-10-30T08:15:00,0,Inbound,Follow-Up,No Show,1,,,0,False
1366,2437,5,2023-07-20T12:00:00,23,Outbound,Negotiation,Completed,8,0.58,163,5,False
1367,1855,2,2023-08-07T14:00:00,36,Outbound,Follow-Up,Rescheduled,1,,,0,False
1368,68,13,2030-06-15T10:00:00,47,Inbound,Check-In,Rescheduled,1,,,0,False
1369,288,4,2024-10-27T12:00:00,2,Inbound,Demo,Voicemail,1,,,0,False
1370,704,14,2024-06-20T12:30:00,25,Outbound,QBR,Completed,6,0.68,109,1,False
1371,279,10,2024-12-28T15:30:00,15,Outbound,Discovery,Completed,5,0.66,282,7,False
1372,4487,2,2021-12-16T11:45:00,18,Inbound,QBR,Completed,3,0.34,216,14,False
1373,1409,12,2024-12-07T10:00:00,41,Outbound,Negotiation,Completed,2,0.59,52,4,False
1374,2943,7,2024-12-18T10:15:00,34,Inbound,Negotiation,Completed,3,0.56,207,20,True
1375,3226,9,2024-02-05T13:15:00,21,Outbound,QBR,Completed,2,0.63,120,17,True
1376,178,9,2030-06-15T10:00:00,30,Outbound,Technical Deep Dive,Completed,7,0.59,45,11,False
1377,1926,10,2024-03-16T16:30:00,33,Outbound,Check-In,Completed,3,0.6,51,7,True
1378,1264,16,2024-12-09T10:30:00,27,Inbound,Check-In,Completed,5,0.71,107,10,True
1379,1104,12,2024-07-26T12:30:00,55,Inbound,QBR,Completed,2,0.65,123,15,True
1380,1947,2,2024-12-30T09:00:00,1,Outbound,QBR,Voicemail,1,,,0,False
1381,4592,15,2024-12-11T14:00:00,45,Outbound,Discovery,Completed,2,0.58,136,8,True
1382,1155,6,2024-12-28T11:30:00,-56,Outbound,Check-In,Completed,2,0.7,213,4,False
1383,616,5,2022-03-31T09:00:00,-2,Inbound,QBR,Voicemail,1,,,0,False
1384,4211,7,2021-10-03T12:00:00,36,Inbound,Demo,Completed,4,0.43,37,4,True
1385,1598,14,2022-07-21T11:15:00,24,Outbound,Discovery,Rescheduled,1,,,0,False
1386,242,10,2024-03-20T09:30:00,60,Outbound,Check-In,Completed,2,0.54,124,12,False
1387,762,12,2023-07-02T10:00:00,54,Outbound,QBR,Completed,2,0.64,122,13,False
1388,2895,4,2022-06-02T12:15:00,52,Outbound,Check-In,Completed,7,0.79,54,14,True
1389,1892,6,2024-06-10T09:30:00,35,Inbound,QBR,Completed,8,0.5,130,10,False
1390,571,7,2024-09-27T10:45:00,,Outbound,QBR,Completed,3,0.57,240,14,True
1391,2191,6,2024-11-05T13:30:00,15,Outbound,Follow-Up,Completed,2,0.66,32,18,True
1392,700,2,2024-06-24T10:45:00,40,Inbound,Technical Deep Dive,Completed,7,0.31,207,15,True
1393,86,15,2024-08-31T14:45:00,52,Outbound,QBR,Completed,3,0.4,214,9,True
1394,1783,11,2024-09-17T11:00:00,37,Inbound,Negotiation,Rescheduled,1,,,0,False
1395,2374,12,2024-10-08T14:15:00,17,Outbound,Negotiation,Completed,2,0.38,142,17,False
1396,2455,5,2024-11-15T15:15:00,25,Outbound,Technical Deep Dive,Rescheduled,1,,,0,False
1397,76,8,2024-09-21T14:15:00,57,Outbound,Follow-Up,Completed,7,0.43,136,14,True
1398,245,14,2023-12-19T12:45:00,,Outbound,Demo,Rescheduled,1,,,0,False
1399,2735,13,2021-05-09T13:00:00,51,Outbound,Check-In,Completed,3,0.44,147,4,False
1400,1036,11,2024-12-15T14:45:00,57,Inbound,Follow-Up,Completed,8,0.47,149,6,False
1401,4414,1,2022-09-02T13:30:00,60,Outbound,Check-In,Completed,7,0.62,156,15,False
1402,2119,8,2024-12-04T10:15:00,42,Outbound,QBR,Completed,5,0.59,232,14,True
1403,3749,15,2024-12-13T10:15:00,46,Inbound,Negotiation,Completed,5,0.42,104,4,True
1404,651,11,2024-12-03T14:45:00,19,Inbound,Technical Deep Dive,Completed,6,0.71,73,14,True
1405,65,3,2023-12-14T12:15:00,30,Outbound,Check-In,Completed,6,0.65,150,10,True
1406,632,11,2024-07-18T12:15:00,43,Outbound,Technical Deep Dive,Completed,4,0.55,132,10,False
1407,1794,12,2024-10-17T15:00:00,27,Outbound,Negotiation,Completed,5,0.45,209,15,False
1408,1815,2,2024-11-11T15:15:00,19,Outbound,Technical Deep Dive,Completed,7,0.53,91,18,True
1409,2212,1,2024-12-06T15:45:00,22,Inbound,Demo,Completed,8,0.52,85,20,False
1410,80,15,2024-12-11T15:30:00,0,Outbound,Check-In,No Show,1,,,0,False
1411,1088,4,2024-12-16T13:45:00,36,Outbound,Check-In,Completed,2,1.03,188,12,True
1412,1073,5,2023-05-04T13:45:00,1,Outbound,QBR,Voicemail,1,,,0,False
1413,3276,1,2024-09-21T10:45:00,18,Inbound,Follow-Up,Completed,3,0.72,213,15,False
1414,3321,9,2024-12-15T12:30:00,31,Inbound,Negotiation,Completed,3,0.53,207,3,False
1415,396,2,2023-04-29T16:30:00,0,Outbound,Follow-Up,No Show,1,,,0,False
1416,3028,15,2024-12-30T17:45:00,49,Outbound,Demo,Completed,2,0.6,74,11,True
1417,406,3,2024-04-21T14:15:00,3,Inbound,QBR,Voicemail,1,,,0,False
1418,4088,7,2024-12-05T17:45:00,54,Outbound,Negotiation,Completed,3,0.64,90,7,True
1419,4612,6,2024-01-12T16:45:00,34,Outbound,Check-In,Rescheduled,1,,,0,False
1420,2890,8,2023-09-26T14:15:00,36,Outbound,Technical Deep Dive,Completed,3,0.38,187,7,True
1421,3112,7,2021-10-25T14:45:00,,Inbound,Technical Deep Dive,Rescheduled,1,,,0,False
1422,686,13,2024-04-03T12:45:00,30,Outbound,Technical Deep Dive,Completed,2,0.73,229,11,False
1423,819,2,2024-08-25T12:00:00,15,Outbound,QBR,Completed,2,0.4,47,24,True
1424,4253,15,2024-07-07T10:30:00,3,Outbound,Negotiation,Voicemail,1,,,0,False
1425,4784,13,2022-09-10T11:45:00,46,Inbound,Follow-Up,Completed,2,0.44,91,2,True
1426,3073,14,2023-09-19T13:30:00,17,Outbound,Follow-Up,Completed,2,0.66,239,5,True
1427,1978,16,2024-12-04T15:30:00,17,Outbound,Negotiation,Completed,7,0.58,195,8,True
1428,667,5,2024-12-16T11:45:00,25,Outbound,Follow-Up,Completed,2,0.57,33,4,False
1429,4345,11,2024-02-29T12:00:00,54,Outbound,Negotiation,Completed,7,0.58,65,9,True
1430,1564,16,2024-12-12T14:30:00,0,Inbound,Check-In,No Show,1,,,0,False
1431,1912,10,2022-04-20T15:45:00,53,Outbound,Follow-Up,Completed,6,0.48,127,9,False
1432,1342,11,2020-08-22T12:15:00,40,Outbound,QBR,Completed,7,0.6,131,4,False
1433,914,4,2023-10-17T10:00:00,24,Inbound,Negotiation,Rescheduled,1,,,0,False
1434,1032,15,2024-10-28T12:45:00,28,Outbound,Demo,Completed,8,0.69,197,13,True
1435,688,4,2024-07-16T16:15:00,37,Outbound,Discovery,Rescheduled,1,,,0,False
1436,383,15,2024-12-22T12:45:00,51,Outbound,QBR,Rescheduled,1,,,0,False
1437,500,7,2024-12-16T13:45:00,59,Inbound,Discovery,Completed,5,0.46,32,10,False
1438,977,8,2024-09-08T12:00:00,19,Outbound,Technical Deep Dive,Completed,6,1.14,180,19,False
1439,4400,11,2023-02-07T15:30:00,,Outbound,QBR,Completed,5,0.63,78,12,True
1440,3101,9,2023-11-03T14:15:00,51,Outbound,QBR,Completed,3,0.58,180,1,False
1441,4998,3,2024-12-01T10:15:00,0,Outbound,Discovery,No Show,1,,,0,False
1442,3481,5,2024-12-04T14:30:00,0,Outbound,Check-In,No Show,1,,,0,False
1443,1342,11,2020-09-09T13:00:00,0,Outbound,Check-In,No Show,1,,,0,False
