account_id,name,industry,employee_count,arr,region,owner_id,created_at
350,Atlas Group,Professional Services,219,224605,North America,1,2024-10-03T00:00:00
351,Velocity Labs,Professional Services,1003,36329,LATAM,11,2021-12-19T00:00:00
352,Fusion Holdings,Technology,10222,710039,EMEA,15,2024-07-06T00:00:00
353,Zenith Corp,Technology,108,26099,LATAM,12,2020-02-27T00:00:00
354,Velocity Dynamics,Telecommunications,13,41347,,11,2023-04-21T00:00:00
355,Zenith Holdings,Healthcare,165,15228,APAC,8,2020-11-08T00:00:00
356,Nova Software,Transportation,10771,515334,APAC,1,2020-04-27T00:00:00
357,Vertex Dynamics,Transportation,39,6600,APAC,7,2021-09-14T00:00:00
358,Vertex Services,Telecommunications,582,120794,North America,14,2021-12-28T00:00:00
359,Pinnacle Corp,Government,336,30366,APAC,7,2022-02-13T00:00:00
360,Quantum Solutions,Government,707,65854,APAC,5,2024-03-15T00:00:00
361,Velocity Inc,Telecommunications,151,33300,APAC,5,2021-09-06T00:00:00
362,Pacific Labs,,,54248,APAC,11,2024-02-28T00:00:00
363,Nexus Labs,Healthcare,88,18584,North America,5,2020-04-23T00:00:00
364,Optima Solutions,Media & Entertainment,23,44708,APAC,14,2024-03-20T00:00:00
365,Acme Solutions,Education,21052,1746629,LATAM,5,2024-10-29T00:00:00
366,Acme Enterprises,Manufacturing,37998,1764264,EMEA,3,2021-11-14T00:00:00
367,Synergy Systems,Telecommunications,112,23007,APAC,7,2022-01-04T00:00:00
368,Zenith Dynamics,Retail,1382,56785,EMEA,11,2022-12-08T00:00:00
369,Pacific Solutions,Energy,73,1317,APAC,2,2024-05-13T00:00:00
370,Summit Software,Financial Services,192,35011,EMEA,15,2024-12-04T00:00:00
371,Fusion Systems,Energy,65,3674,APAC,8,2020-05-25T00:00:00
372,Pinnacle Group,Telecommunications,,240422,APAC,3,2023-01-21T00:00:00
373,Nexus Networks,Manufacturing,22,31035,APAC,10,2021-03-21T00:00:00
374,Pinnacle Enterprises,Energy,174,10194,North America,2,2022-03-25T00:00:00
375,Pinnacle Labs,Retail,1530,34428,North America,8,2020-06-16T00:00:00
376,Quantum Group,,188,46330,North America,13,2024-06-25T00:00:00
377,Atlas Systems,Telecommunications,803,241279,North America,1,2023-06-08T00:00:00
378,Vanguard Networks,Media & Entertainment,16990,1168883,APAC,13,2020-01-26T00:00:00
379,Synergy Systems,Telecommunications,937,137635,North America,14,2024-01-05T00:00:00
380,Pinnacle Labs,Professional Services,341,72093,LATAM,2,2021-09-18T00:00:00
381,Nexus Digital,Professional Services,131,42187,APAC,4,2024-05-21T00:00:00
382,Vanguard Services,Government,46,47373,APAC,15,2024-09-21T00:00:00
383,Summit Solutions,,153,35906,APAC,5,2022-11-30T00:00:00
384,Vanguard Digital,Transportation,,4792,LATAM,12,2024-02-29T00:00:00
385,Nexus Systems,Professional Services,44,27511,North America,13,2022-02-02T00:00:00
386,Nexus Solutions,Government,52,8782,LATAM,6,2021-12-20T00:00:00
387,Fusion Systems,Technology,10,38871,EMEA,4,2020-04-25T00:00:00
388,Catalyst Analytics,Telecommunications,1825,214422,EMEA,3,2023-08-09T00:00:00
389,Horizon Technologies,Government,912,55387,EMEA,13,2023-02-24T00:00:00
390,Pinnacle Solutions,Telecommunications,180,35178,EMEA,13,2021-06-07T00:00:00
391,Global Software,Manufacturing,111,6823,North America,11,2024-02-29T00:00:00
392,Fusion Digital,Financial Services,41709,430178,EMEA,14,2021-04-04T00:00:00
393,Vertex Holdings,Professional Services,430,14990,APAC,6,2021-01-22T00:00:00
394,Optima Enterprises,Healthcare,,4453,North America,8,2021-04-26T00:00:00
395,Nexus Networks,Energy,1126,72242,APAC,5,2020-01-09T00:00:00
396,Pinnacle Corp,Professional Services,39,3360,EMEA,7,2022-08-12T00:00:00
397,Horizon Inc,Technology,196,22686,EMEA,10,2021-02-11T00:00:00
398,Velocity Dynamics,Financial Services,853,180914,EMEA,3,2023-11-29T00:00:00
399,Nexus Corp,Transportation,189,49342,North America,3,2024-06-02T00:00:00
400,Fusion Solutions,Telecommunications,102,395,EMEA,4,2024-06-07T00:00:00
401,Global Platforms,Energy,1328,52116,APAC,5,2023-08-20T00:00:00
402,Global Holdings,Energy,29,2895,LATAM,15,2024-01-06T00:00:00
403,Acme Analytics,,194,26027,APAC,1,2020-09-27T00:00:00
404,Catalyst Technologies,Energy,1979,144303,EMEA,4,2024-04-08T00:00:00
405,Global Networks,Education,73,45907,APAC,3,2024-11-08T00:00:00
406,Global Digital,Education,46,4792,APAC,9,2020-07-22T00:00:00
407,Vertex Services,Healthcare,51,45582,North America,16,2024-10-14T00:00:00
408,Acme Technologies,,,26705,APAC,8,2024-12-04T00:00:00
409,Velocity Platforms,Media & Entertainment,1263,139937,LATAM,10,2021-06-18T00:00:00
410,Summit Analytics,Manufacturing,187,45594,North America,9,2023-05-03T00:00:00
411,Vertex Labs,Education,271,154604,EMEA,12,2023-10-13T00:00:00
412,Elevate Analytics,Media & Entertainment,763,16459,North America,7,2023-04-17T00:00:00
413,Pacific Labs,Transportation,45445,1209696,APAC,3,2024-04-26T00:00:00
414,Velocity Systems,Retail,18192,1085469,EMEA,13,2020-01-05T00:00:00
415,Elevate Analytics,Telecommunications,119,27666,,7,2024-08-23T00:00:00
416,Vertex Enterprises,Professional Services,31,5211,North America,13,2022-05-17T00:00:00
417,Vanguard Enterprises,Financial Services,32215,1698528,LATAM,12,2021-05-30T00:00:00
418,Fusion Systems,Education,20,44607,EMEA,12,2020-02-11T00:00:00
419,Fusion Platforms,Media & Entertainment,,217559,EMEA,8,2022-10-16T00:00:00
420,Nexus Systems,,,46925,APAC,11,2022-02-20T00:00:00
421,Fusion Inc,Government,195,49231,LATAM,12,2020-04-21T00:00:00
422,Catalyst Software,Financial Services,34,12554,APAC,12,2023-03-05T00:00:00
423,Quantum Platforms,Transportation,29,49815,North America,1,2022-10-14T00:00:00
424,Velocity Partners,Media & Entertainment,46,30135,LATAM,11,2022-03-15T00:00:00
425,Pinnacle Partners,Education,168,42632,North America,7,2023-08-27T00:00:00
426,Nexus Group,Telecommunications,1154,150496,North America,6,2021-03-12T00:00:00
427,Atlas Labs,Technology,37281,1639164,North America,8,2023-07-13T00:00:00
428,Nova Analytics,Media & Entertainment,734,166266,EMEA,8,2022-11-26T00:00:00
429,Atlas Enterprises,Media & Entertainment,44719,1445267,EMEA,7,2022-10-21T00:00:00
430,Atlas Networks,Government,177,18627,LATAM,4,2024-11-04T00:00:00
431,Atlas Digital,Media & Entertainment,68,6444,APAC,13,2024-11-27T00:00:00
432,Pinnacle Corp,Financial Services,78,47146,LATAM,8,2023-12-29T00:00:00
433,Nexus Software,Energy,52,10066,LATAM,1,2021-09-17T00:00:00
434,Summit Networks,Transportation,1115,189433,North America,13,2021-03-09T00:00:00
435,Nexus Technologies,Retail,654,59992,EMEA,3,2022-05-20T00:00:00
436,Nova Inc,Media & Entertainment,26660,584179,APAC,1,2021-09-19T00:00:00
437,Velocity Holdings,Manufacturing,188,11019,APAC,15,2024-09-13T00:00:00
438,Pinnacle Technologies,Professional Services,1960,31473,APAC,5,2021-08-21T00:00:00
439,Nexus Networks,Media & Entertainment,104,36535,EMEA,16,2024-03-05T00:00:00
440,Acme Systems,Media & Entertainment,42656,1382057,APAC,1,2024-12-15T00:00:00
441,Nexus Enterprises,Government,524,137978,APAC,11,2023-03-16T00:00:00
442,Fusion Digital,Telecommunications,,33170,EMEA,1,2020-09-12T00:00:00
443,Zenith Analytics,Government,150,7775,APAC,5,2024-03-23T00:00:00
444,Elevate Partners,Education,44,20291,EMEA,7,2023-04-07T00:00:00
445,Fusion Enterprises,Energy,1560,157928,LATAM,5,2024-12-23T00:00:00
446,Summit Networks,Retail,36,28579,EMEA,14,2022-01-03T00:00:00
447,Apex Solutions,Energy,12,952,APAC,13,2020-01-14T00:00:00
448,Quantum Group,Energy,937,85878,APAC,11,2024-02-15T00:00:00
449,Fusion Systems,Retail,53,16819,LATAM,13,2021-12-17T00:00:00
450,Summit Digital,Financial Services,38,48456,EMEA,7,2022-10-20T00:00:00
451,Nova Digital,Retail,17949,1149517,APAC,11,2024-01-01T00:00:00
452,Vertex Analytics,Retail,1300,30712,APAC,2,2021-03-18T00:00:00
453,Nexus Holdings,Energy,1907,182056,APAC,8,2020-08-22T00:00:00
454,Quantum Software,Retail,169,44261,LATAM,11,2020-06-23T00:00:00
455,Catalyst Services,Financial Services,183,45018,North America,1,2022-10-22T00:00:00
456,Vertex Platforms,Media & Entertainment,135,43186,APAC,5,2024-12-20T00:00:00
457,Nexus Enterprises,Retail,159,321,EMEA,13,2021-07-19T00:00:00
458,Optima Group,Financial Services,26,4379,EMEA,16,2024-11-24T00:00:00
459,Velocity Dynamics,Retail,62,31296,APAC,5,2021-01-31T00:00:00
460,Pacific Holdings,Retail,212,65857,APAC,10,2024-07-15T00:00:00
461,Atlas Software,Education,34575,1540434,LATAM,14,2021-10-07T00:00:00
462,Horizon Enterprises,Telecommunications,852,200306,APAC,11,2024-01-04T00:00:00
463,Global Partners,Transportation,732,144911,APAC,14,2020-06-27T00:00:00
464,Summit Networks,Financial Services,42,414,APAC,7,2022-12-24T00:00:00
465,Pacific Corp,Energy,1695,195096,APAC,16,2024-10-20T00:00:00
466,Summit Analytics,Manufacturing,1822,18174,LATAM,15,2024-04-16T00:00:00
467,Vanguard Partners,Healthcare,1942,218920,LATAM,11,2022-05-13T00:00:00
468,Vertex Solutions,Healthcare,30540,529753,EMEA,3,2023-12-02T00:00:00
469,Pacific Software,Energy,72,6217,North America,16,2024-10-14T00:00:00
470,Acme Networks,Media & Entertainment,28361,1826399,APAC,1,2023-04-16T00:00:00
471,Vertex Enterprises,Financial Services,33,12735,North America,2,2020-12-28T00:00:00
472,Vanguard Holdings,Technology,112,18974,LATAM,2,2022-10-30T00:00:00
473,Apex Solutions,Financial Services,11,-16908,LATAM,7,2023-09-12T00:00:00
474,Catalyst Inc,Energy,43,49791,APAC,13,2023-05-25T00:00:00
475,Acme Digital,Healthcare,83,36241,LATAM,3,2024-02-14T00:00:00
476,Horizon Dynamics,Transportation,174,8651,APAC,15,2024-10-20T00:00:00
477,Summit Software,Retail,49,11041,APAC,13,2021-03-29T00:00:00
478,Elevate Corp,Financial Services,,70740,North America,6,2021-05-29T00:00:00
479,Global Analytics,Government,134,10075,North America,9,2023-07-25T00:00:00
480,Acme Solutions,Retail,1839,85771,LATAM,6,2022-06-11T00:00:00
481,Fusion Corp,Education,37050,1853295,APAC,15,2024-01-23T00:00:00
482,Pacific Analytics,Technology,1466,72619,North America,13,2023-09-22T00:00:00
483,Acme Dynamics,Retail,77,15428,LATAM,1,2022-04-21T00:00:00
484,Acme Technologies,Financial Services,,26055,LATAM,11,2020-09-01T00:00:00
485,Apex Dynamics,Technology,98,28970,LATAM,9,2024-11-23T00:00:00
486,Zenith Platforms,Financial Services,10871,413596,LATAM,2,2022-06-06T00:00:00
487,Zenith Corp,Manufacturing,34,4324,North America,14,2024-12-13T00:00:00
488,Nexus Technologies,Retail,1072,63663,North America,12,2020-12-15T00:00:00
489,Pinnacle Services,Healthcare,32,4451,APAC,13,2021-06-28T00:00:00
490,Elevate Networks,Financial Services,294,55129,LATAM,7,2021-02-20T00:00:00
491,Velocity Solutions,Professional Services,44,10576,APAC,11,2023-10-20T00:00:00
492,Synergy Services,Transportation,12,10096,,8,2020-06-03T00:00:00
493,Optima Services,Professional Services,1763,234085,EMEA,15,2024-11-29T00:00:00
494,Synergy Platforms,,162,22822,North America,12,2020-02-29T00:00:00
495,Nexus Solutions,Technology,76,1449,North America,16,2024-01-03T00:00:00
496,Global Analytics,Manufacturing,154,15248,North America,11,2020-12-07T00:00:00
497,Vertex Services,Energy,188,18305,LATAM,11,2024-05-03T00:00:00
498,Catalyst Labs,Retail,47,49437,North America,8,2022-07-17T00:00:00
499,Nova Technologies,Retail,176,48496,North America,6,2023-06-28T00:00:00
500,Vanguard Platforms,Manufacturing,400,183409,LATAM,15,2024-11-03T00:00:00
501,Vertex Networks,Energy,175,35434,North America,6,2022-07-06T00:00:00
502,Elevate Services,Manufacturing,743,201230,North America,14,2021-04-24T00:00:00
503,Pacific Platforms,Healthcare,1208,13395,North America,8,2020-02-24T00:00:00
504,Acme Holdings,Education,25,2762,LATAM,11,2022-01-14T00:00:00
505,Zenith Software,Professional Services,177,37538,LATAM,8,2022-06-07T00:00:00
506,Pinnacle Holdings,Education,153,47993,EMEA,7,2024-11-23T00:00:00
507,Elevate Networks,Professional Services,160,2856,APAC,9,2020-08-21T00:00:00
508,Atlas Software,Energy,126,49044,EMEA,8,2023-12-28T00:00:00
509,Elevate Group,Financial Services,52,19766,North America,16,2024-09-05T00:00:00
510,Horizon Software,Education,170,44858,LATAM,16,2024-02-05T00:00:00
511,Nexus Analytics,Telecommunications,109,40349,North America,16,2024-09-02T00:00:00
512,Global Holdings,Government,198,36579,APAC,6,2021-02-15T00:00:00
513,Nova Software,Manufacturing,22852,1325480,LATAM,8,2020-01-02T00:00:00
514,Vertex Platforms,Energy,158,21981,LATAM,6,2023-11-08T00:00:00
515,Vertex Software,Media & Entertainment,1314,148461,EMEA,4,2021-10-06T00:00:00
516,Elevate Solutions,Retail,95,6698,EMEA,14,2022-12-07T00:00:00
517,Zenith Enterprises,Manufacturing,1479,242683,North America,3,2020-12-03T00:00:00
518,Velocity Solutions,Transportation,183,17188,LATAM,10,2023-01-18T00:00:00
519,Summit Corp,Transportation,650,135721,North America,3,2022-11-09T00:00:00
520,Summit Analytics,Retail,1805,89839,EMEA,12,2024-03-27T00:00:00
521,Vanguard Systems,Transportation,131,36422,APAC,9,2023-12-24T00:00:00
522,Optima Platforms,Manufacturing,40,31678,EMEA,10,2021-11-21T00:00:00
523,Vertex Dynamics,Financial Services,112,38451,,9,2022-05-01T00:00:00
524,Vertex Dynamics,Retail,141,25273,EMEA,10,2022-07-20T00:00:00
525,Catalyst Holdings,Government,964,246552,APAC,13,2023-04-03T00:00:00
526,Global Inc,Healthcare,59,29276,APAC,9,2020-02-27T00:00:00
527,Atlas Systems,Energy,1483,243514,APAC,9,2022-02-09T00:00:00
528,Zenith Partners,Healthcare,21924,858516,EMEA,16,2024-08-25T00:00:00
529,Nexus Platforms,Financial Services,1802,126793,EMEA,4,2020-07-08T00:00:00
530,Horizon Platforms,Transportation,944,147782,APAC,8,2021-12-31T00:00:00
531,Atlas Services,Retail,967,210791,APAC,12,2024-06-02T00:00:00
532,Catalyst Systems,Telecommunications,260,59002,LATAM,8,2021-10-02T00:00:00
533,Fusion Networks,Healthcare,1853,117228,North America,12,2021-05-01T00:00:00
534,Horizon Labs,Manufacturing,1464,86188,North America,7,2023-09-29T00:00:00
535,Elevate Labs,Healthcare,135,8086,APAC,11,2023-07-03T00:00:00
536,Horizon Solutions,Financial Services,34544,1415228,APAC,11,2022-01-08T00:00:00
537,Summit Analytics,Media & Entertainment,125,36619,EMEA,12,2022-07-13T00:00:00
538,Catalyst Group,Retail,63,47477,APAC,6,2023-05-08T00:00:00
539,Summit Systems,Government,1340,57220,APAC,13,2020-02-14T00:00:00
540,Pinnacle Holdings,Professional Services,187,19757,LATAM,5,2023-03-24T00:00:00
541,Zenith Inc,Professional Services,487,28933,EMEA,3,2024-05-17T00:00:00
542,Apex Networks,Healthcare,96,6325,APAC,1,2022-12-10T00:00:00
543,Nova Enterprises,Transportation,25678,1177258,EMEA,5,2023-01-24T00:00:00
544,Horizon Platforms,Telecommunications,1357,188138,LATAM,15,2024-03-01T00:00:00
545,Pinnacle Technologies,Financial Services,1186,203844,APAC,6,2022-09-24T00:00:00
546,Velocity Inc,Media & Entertainment,23900,176255,LATAM,7,2020-12-31T00:00:00
547,Vertex Software,Financial Services,1576,199409,North America,14,2024-10-05T00:00:00
548,Quantum Holdings,Healthcare,138,17135,North America,10,2022-07-15T00:00:00
549,Velocity Platforms,Media & Entertainment,80,213,APAC,6,2022-12-25T00:00:00
550,Apex Services,Manufacturing,839,68776,APAC,16,2024-08-01T00:00:00
551,Catalyst Inc,Technology,197,24605,LATAM,3,2020-03-26T00:00:00
552,Velocity Analytics,Healthcare,1887,108989,LATAM,14,2023-10-12T00:00:00
553,Velocity Group,Transportation,29142,1107342,North America,11,2023-07-17T00:00:00
554,Pacific Group,Professional Services,153,4528,North America,8,2024-04-19T00:00:00
555,Atlas Platforms,,128,11056,LATAM,10,2022-08-11T00:00:00
556,Vertex Analytics,Retail,199,39403,North America,13,2021-07-15T00:00:00
557,Vertex Technologies,Telecommunications,9269,1628125,LATAM,14,2021-12-03T00:00:00
558,Apex Enterprises,Retail,19512,421828,EMEA,7,2021-04-08T00:00:00
559,Nexus Technologies,Education,444,221243,APAC,4,2022-11-14T00:00:00
560,Quantum Systems,Professional Services,773,74156,EMEA,14,2021-08-18T00:00:00
561,Synergy Services,Media & Entertainment,249,189611,APAC,8,2023-06-06T00:00:00
562,Vanguard Software,Education,168,48609,LATAM,3,2021-10-08T00:00:00
563,Elevate Systems,Education,59,13193,EMEA,15,2024-02-01T00:00:00
564,Elevate Systems,Technology,158,14010,LATAM,4,2023-03-11T00:00:00
565,Pacific Dynamics,Government,6384,1622712,North America,10,2022-01-30T00:00:00
566,Optima Analytics,Healthcare,45580,1768908,EMEA,15,2024-08-27T00:00:00
567,Pacific Dynamics,Transportation,1737,186308,EMEA,16,2024-01-05T00:00:00
568,Zenith Dynamics,Manufacturing,134,41636,North America,8,2022-12-15T00:00:00
569,Pinnacle Group,Healthcare,966,46143,APAC,6,2024-08-30T00:00:00
570,Zenith Dynamics,Transportation,1606,245395,North America,13,2022-04-06T00:00:00
571,Pinnacle Systems,Energy,90,7479,APAC,11,2022-06-02T00:00:00
572,Synergy Digital,Technology,708,149078,,7,2022-10-07T00:00:00
573,Summit Group,Government,,30198,North America,14,2020-08-30T00:00:00
574,Zenith Software,Education,10674,339240,LATAM,9,2023-03-07T00:00:00
575,Acme Enterprises,Professional Services,41105,-1702367,,7,2023-05-30T00:00:00
576,Catalyst Software,Healthcare,90,-17189,North America,13,2023-07-19T00:00:00
577,Vertex Holdings,Media & Entertainment,137,33908,,5,2020-07-25T00:00:00
578,Elevate Partners,Manufacturing,109,28198,LATAM,1,2021-06-02T00:00:00
579,Velocity Group,Media & Entertainment,8660,1826764,North America,13,2020-04-11T00:00:00
580,Global Analytics,Transportation,25,5743,LATAM,9,2020-12-04T00:00:00
581,Synergy Inc,Media & Entertainment,1585,207734,LATAM,12,2022-03-24T00:00:00
582,Quantum Technologies,Professional Services,27907,907183,,2,2022-12-28T00:00:00
583,Pacific Analytics,Manufacturing,1853,150722,North America,16,2024-01-17T00:00:00
584,Optima Platforms,,927,208459,LATAM,1,2024-04-19T00:00:00
585,Acme Networks,Retail,,39137,EMEA,16,2024-07-31T00:00:00
586,Optima Systems,Healthcare,178,44140,APAC,16,2024-05-11T00:00:00
587,Atlas Dynamics,Technology,12570,479880,LATAM,1,2021-12-16T00:00:00
588,Pinnacle Solutions,Energy,47,12926,APAC,8,2023-08-28T00:00:00
589,Velocity Labs,Transportation,37361,1010886,APAC,9,2023-11-03T00:00:00
590,Quantum Enterprises,Telecommunications,192,19223,LATAM,12,2022-09-11T00:00:00
591,Catalyst Corp,Healthcare,862,195796,EMEA,13,2022-07-06T00:00:00
592,Nexus Labs,Education,1258,69631,APAC,4,2022-05-23T00:00:00
593,Global Labs,,199,19184,EMEA,13,2021-07-23T00:00:00
594,Elevate Digital,Healthcare,1772,235645,APAC,1,2023-05-03T00:00:00
595,Catalyst Holdings,Government,,370862,APAC,7,2020-08-13T00:00:00
596,Fusion Solutions,,1508,49530,APAC,5,2023-06-13T00:00:00
597,Vanguard Labs,Media & Entertainment,140,46554,North America,12,2020-02-16T00:00:00
598,Atlas Corp,Technology,101,16828,LATAM,2,2022-05-15T00:00:00
599,Synergy Solutions,Media & Entertainment,,165427,LATAM,3,2024-05-13T00:00:00
600,Nexus Labs,Retail,1683,200508,EMEA,1,2020-06-18T00:00:00
601,Quantum Holdings,Energy,276,72892,LATAM,11,2023-10-09T00:00:00
602,Zenith Partners,Manufacturing,77,5777,,5,2022-12-13T00:00:00
603,Acme Digital,Healthcare,13960,723044,APAC,14,2023-04-08T00:00:00
604,Velocity Networks,,1522,166639,APAC,2,2023-11-27T00:00:00
605,Horizon Inc,Healthcare,60,15103,EMEA,6,2020-10-27T00:00:00
606,Pinnacle Solutions,Manufacturing,178,25312,EMEA,7,2024-10-09T00:00:00
607,Horizon Labs,Financial Services,1604,170061,EMEA,2,2024-12-10T00:00:00
608,Nexus Services,Government,146,16504,LATAM,16,2024-04-24T00:00:00
609,Nova Analytics,Healthcare,178,42004,LATAM,8,2022-01-09T00:00:00
610,Horizon Corp,,1736,136981,APAC,14,2023-08-17T00:00:00
611,Pacific Analytics,Media & Entertainment,77,20377,EMEA,2,2024-07-31T00:00:00
612,Optima Group,Healthcare,,168144,North America,14,2023-09-04T00:00:00
613,Elevate Platforms,Energy,155,32323,North America,4,2024-06-13T00:00:00
614,Fusion Dynamics,Energy,1962,107300,APAC,14,2020-06-14T00:00:00
615,Optima Services,Media & Entertainment,14205,1404916,North America,2,2020-01-22T00:00:00
616,Vertex Enterprises,Manufacturing,60,-14065,North America,8,2020-02-29T00:00:00
617,Quantum Inc,Education,1210,94486,LATAM,12,2021-01-04T00:00:00
618,Horizon Platforms,Transportation,25,24536,LATAM,2,2021-04-25T00:00:00
619,Summit Analytics,Professional Services,931,215484,EMEA,2,2023-03-14T00:00:00
620,Horizon Labs,Transportation,132,17027,LATAM,4,2022-07-26T00:00:00
621,Fusion Corp,Manufacturing,38855,723675,EMEA,16,2024-05-13T00:00:00
622,Velocity Technologies,Professional Services,1360,223635,North America,6,2024-11-24T00:00:00
623,Summit Platforms,Retail,1507,120337,LATAM,8,2020-09-26T00:00:00
624,Global Enterprises,Media & Entertainment,,66145,APAC,4,2023-08-01T00:00:00
625,Pacific Networks,Financial Services,,234087,EMEA,8,2023-04-13T00:00:00
626,Fusion Corp,Healthcare,36,38341,APAC,14,2022-09-15T00:00:00
627,Vanguard Services,Media & Entertainment,65,15037,EMEA,11,2024-03-30T00:00:00
628,Velocity Group,Media & Entertainment,589,230384,APAC,5,2022-04-15T00:00:00
629,Nova Solutions,Transportation,221,133571,,3,2021-03-29T00:00:00
630,Vertex Systems,Education,181,29502,North America,4,2023-03-01T00:00:00
631,Vertex Labs,Government,226,26116,,14,2023-12-13T00:00:00
632,Optima Solutions,Manufacturing,145,905,North America,5,2020-11-16T00:00:00
633,Acme Corp,Transportation,37,21200,North America,2,2024-04-29T00:00:00
634,Pacific Enterprises,,70,38514,North America,16,2024-05-11T00:00:00
635,Horizon Partners,Healthcare,1421,50348,LATAM,4,2024-01-25T00:00:00
636,Zenith Enterprises,Energy,,47799,LATAM,9,2023-09-25T00:00:00
637,Elevate Holdings,Government,40,27545,APAC,7,2020-05-02T00:00:00
638,Synergy Networks,Financial Services,1665,194937,LATAM,5,2024-02-03T00:00:00
639,Fusion Software,,871,194972,North America,5,2021-05-26T00:00:00
640,Pinnacle Technologies,Transportation,178,5755,APAC,5,2022-03-11T00:00:00
641,Quantum Dynamics,Telecommunications,87,33415,EMEA,12,2024-07-01T00:00:00
642,Velocity Technologies,Telecommunications,82,28936,LATAM,14,2024-05-31T00:00:00
643,Catalyst Networks,Media & Entertainment,30527,1314078,EMEA,6,2020-08-21T00:00:00
644,Vertex Software,Government,49,35305,LATAM,14,2022-05-23T00:00:00
645,Zenith Enterprises,Media & Entertainment,1739,133435,North America,2,2020-05-28T00:00:00
646,Summit Software,Healthcare,69,1222,EMEA,11,2023-06-29T00:00:00
647,Zenith Technologies,Education,168,19849,North America,13,2020-03-17T00:00:00
648,Velocity Corp,Manufacturing,1954,17931,APAC,3,2021-11-30T00:00:00
649,Vertex Dynamics,Healthcare,,31357,APAC,6,2024-09-05T00:00:00
650,Pinnacle Inc,Government,7683,1686709,,9,2024-09-10T00:00:00
651,Pacific Labs,Manufacturing,85,30051,APAC,10,2021-03-11T00:00:00
652,Optima Enterprises,Transportation,43835,1920568,APAC,1,2022-06-10T00:00:00
653,Vertex Networks,Technology,1016,-93044,LATAM,8,2020-06-05T00:00:00
654,Fusion Dynamics,Transportation,32,3834,EMEA,6,2023-07-15T00:00:00
655,Quantum Digital,Retail,979,167381,EMEA,7,2024-12-02T00:00:00
656,Nova Networks,Government,30669,801390,,8,2020-11-07T00:00:00
657,Vertex Systems,Energy,1456,14585,North America,2,2022-02-13T00:00:00
658,Vanguard Software,Healthcare,13,36700,LATAM,6,2024-07-05T00:00:00
659,Vanguard Platforms,Education,1258,133554,EMEA,4,2023-05-03T00:00:00
660,Elevate Software,Education,15875,444714,LATAM,3,2022-10-29T00:00:00
661,Nexus Partners,Manufacturing,22729,1273177,APAC,8,2020-03-12T00:00:00
662,Quantum Dynamics,Energy,1339,145125,EMEA,14,2022-06-12T00:00:00
663,Optima Dynamics,Professional Services,39,40209,North America,5,2024-03-22T00:00:00
664,Zenith Dynamics,Financial Services,302,203686,APAC,4,2020-04-20T00:00:00
665,Synergy Digital,Telecommunications,46,22999,APAC,9,2023-11-21T00:00:00
666,Atlas Systems,Government,1485,119079,LATAM,8,2020-05-19T00:00:00
667,Nova Analytics,Technology,128,22942,North America,7,2021-10-28T00:00:00
668,Optima Analytics,Transportation,52,39906,North America,5,2024-03-13T00:00:00
669,Zenith Partners,Financial Services,31762,793329,EMEA,1,2020-01-05T00:00:00
670,Atlas Partners,Telecommunications,324,134747,,2,2022-01-24T00:00:00
671,Vanguard Technologies,Energy,17388,1523684,North America,1,2021-10-14T00:00:00
672,Synergy Solutions,Financial Services,115,35080,APAC,15,2024-06-24T00:00:00
673,Acme Systems,Media & Entertainment,168,24014,EMEA,16,2024-06-25T00:00:00
674,Horizon Partners,Technology,145,26094,North America,12,2020-11-01T00:00:00
675,Summit Analytics,Professional Services,216,75609,North America,1,2022-01-26T00:00:00
676,Horizon Networks,Financial Services,807,76705,LATAM,7,2021-06-13T00:00:00
677,Quantum Dynamics,,944,15482,APAC,3,2022-09-27T00:00:00
678,Fusion Partners,Media & Entertainment,13914,1958164,EMEA,8,2023-08-25T00:00:00
679,Elevate Analytics,Education,135,9197,LATAM,5,2020-02-01T00:00:00
680,Pinnacle Systems,Government,10327,879237,APAC,2,2022-07-30T00:00:00
681,Pacific Systems,Telecommunications,29,28651,LATAM,14,2020-07-11T00:00:00
682,Pacific Solutions,Transportation,28,-28412,North America,15,2024-06-16T00:00:00
683,Nova Platforms,Energy,144,46756,North America,9,2021-01-07T00:00:00
684,Synergy Solutions,Education,128,17162,North America,6,2023-08-26T00:00:00
685,Fusion Group,Financial Services,62,18886,LATAM,9,2020-07-19T00:00:00
686,Horizon Platforms,Transportation,51,15112,LATAM,6,2021-06-17T00:00:00
687,Nova Networks,Media & Entertainment,63,42398,North America,6,2024-01-22T00:00:00
688,Vanguard Digital,Transportation,117,33302,LATAM,4,2024-03-01T00:00:00
689,Catalyst Partners,Energy,,89268,LATAM,10,2021-02-28T00:00:00
690,Synergy Technologies,Transportation,38,33687,APAC,9,2022-07-20T00:00:00
691,Pinnacle Holdings,Education,35011,1426501,LATAM,1,2024-07-13T00:00:00
692,Velocity Partners,Healthcare,70,6765,EMEA,5,2021-05-30T00:00:00
693,Nova Platforms,Energy,64,49057,LATAM,3,2022-07-23T00:00:00
694,Nexus Software,Technology,168,24570,APAC,8,2022-11-09T00:00:00
695,Nova Enterprises,Energy,84,6176,EMEA,15,2024-03-18T00:00:00
696,Vanguard Enterprises,Healthcare,358,35215,APAC,8,2023-05-17T00:00:00
697,Global Group,Media & Entertainment,1221,141286,EMEA,16,2024-04-17T00:00:00
