activity_id,lead_id,campaign_id,activity_type,activity_date,utm_source
5420,6350,70,Ad Click,2022-09-22T19:51:00,twitter
5421,5095,39,Email Click,2024-09-05T03:07:00,
5422,6439,183,Email Click,2022-09-18T05:20:00,
5423,7722,190,Email Open,2024-07-27T05:43:00,
5424,3760,4,,2021-08-27T12:47:00,
5425,5680,132,Content Download,2020-10-21T20:37:00,
5426,5983,159,Email Open,2022-06-30T15:15:00,
5427,208,184,Form Fill,2020-08-30T09:58:00,facebook
5428,1488,,Email Click,2021-01-20T18:37:00,
5429,349,49,Form Fill,2024-08-23T10:25:00,facebook
5430,7986,154,Form Fill,2021-07-02T04:31:00,linkedin
5431,738,197,,2022-10-12T10:36:00,
5432,4430,29,Email Click,2024-12-25T00:00:00,
5433,904,176,Form Fill,2021-07-28T07:28:00,referral
5434,130,140,Email Open,2021-07-12T18:35:00,
5435,7277,100,Page Visit,2021-10-02T18:13:00,
5436,3919,35,Ad Click,2023-02-01T13:05:00,
5437,1085,91,Webinar Attended,2020-06-08T03:36:00,
5438,7416,63,Unsubscribe,2023-11-23T16:16:00,
5439,2847,,Ad Click,2024-01-16T04:55:00,twitter
5440,252,47,Email Open,2024-05-10T07:39:00,
5441,280,88,Webinar Registration,2022-07-10T20:43:00,
5442,3036,165,Page Visit,2020-09-28T16:44:00,twitter
5443,7159,48,Content Download,2023-01-09T12:21:00,
5444,746,,Ad Click,2020-10-18T06:42:00,direct
5445,4074,126,Ad Click,2023-09-13T18:06:00,
5446,2016,77,Email Bounce,2023-11-02T03:53:00,
5447,5833,155,Page Visit,2024-09-16T19:39:00,referral
5448,6572,157,Form Fill,2021-10-07T15:31:00,twitter
5449,5953,21,Page Visit,2023-01-16T19:12:00,referral
5450,5343,159,Form Fill,2022-05-08T09:51:00,facebook
5451,4570,95,Email Bounce,2022-06-30T15:51:00,
5452,110,82,Email Open,2021-12-14T07:30:00,
5453,3521,30,Form Fill,2020-02-09T18:07:00,twitter
5454,3801,37,Email Open,2024-12-19T00:00:00,
5455,4306,114,Content Download,2020-08-26T14:49:00,
5456,6229,94,Form Fill,2024-12-17T00:00:00,facebook
5457,1659,34,Page Visit,2023-06-17T12:49:00,facebook
5458,268,31,Content Download,2024-04-02T09:33:00,
5459,5911,173,Email Open,2022-12-20T00:27:00,
5460,389,128,Email Click,2020-10-01T04:29:00,
5461,7246,120,Page Visit,2020-08-21T13:14:00,linkedin
5462,6227,,Email Open,2024-04-01T05:11:00,
5463,1474,196,Content Download,2023-03-16T23:16:00,
5464,3162,163,Page Visit,2024-08-08T07:22:00,linkedin
5465,329,185,Email Click,2022-05-04T17:28:00,
5466,1179,,Email Open,2021-09-20T02:14:00,
5467,5942,32,Email Bounce,2024-05-21T00:42:00,
5468,622,156,Content Download,2020-08-07T13:22:00,
5469,2418,2,Email Open,2023-07-30T03:44:00,
5470,3040,190,Page Visit,2024-09-29T12:53:00,google
5471,4377,30,Form Fill,2020-01-31T14:15:00,facebook
5472,717,48,Email Open,2023-01-16T23:54:00,
5473,775,4,Ad Click,2021-06-29T11:51:00,referral
5474,2184,52,Content Download,2024-01-05T21:17:00,
5475,4424,97,Email Open,2021-08-24T15:21:00,
5476,57,61,,2024-01-09T12:32:00,
5477,1817,142,Content Download,2022-12-26T20:59:00,
5478,6254,28,Page Visit,2023-03-10T17:25:00,google
5479,7652,120,Email Open,2020-11-16T09:36:00,
5480,7241,94,Webinar Attended,2024-12-01T00:00:00,
5481,3061,27,Form Fill,2022-01-01T06:41:00,direct
5482,7180,108,Email Open,2021-06-13T17:16:00,
5483,689,200,Form Fill,2024-07-11T01:16:00,referral
5484,2567,22,Webinar Registration,2021-09-18T03:25:00,
5485,4735,69,Form Fill,2021-08-15T06:14:00,google
5486,468,130,Email Bounce,2024-12-28T00:00:00,
5487,5761,33,Page Visit,2021-07-13T21:52:00,twitter
5488,7687,,Webinar Registration,2022-07-10T20:53:00,
5489,464,16,Page Visit,2020-05-13T07:53:00,referral
5490,3712,37,Unsubscribe,2024-12-30T00:00:00,
5491,6012,,,2020-02-10T10:46:00,direct
5492,7857,94,Page Visit,2024-12-24T00:00:00,direct
5493,2131,119,Email Click,2022-10-22T21:52:00,
5494,7771,47,Page Visit,2024-04-14T06:51:00,referral
5495,1501,105,Form Fill,2020-03-13T15:19:00,google
5496,5168,9,Email Click,2024-01-06T12:55:00,
5497,766,48,Webinar Registration,2022-12-30T12:59:00,
5498,1606,82,Email Open,2021-11-19T09:28:00,
5499,4580,,Email Click,2022-10-18T19:48:00,
5500,6316,190,Ad Click,2030-03-15T14:30:00,
5501,5305,7,Form Fill,2020-10-08T01:20:00,referral
5502,2559,23,Form Fill,2020-09-30T08:52:00,twitter
5503,2294,134,Content Download,2021-05-11T06:37:00,
5504,1440,134,Ad Click,2021-04-25T06:39:00,direct
5505,6178,92,Webinar Registration,2020-10-22T11:25:00,
5506,5512,172,Webinar Registration,2022-05-12T05:26:00,
5507,4498,105,Email Open,2020-03-12T21:57:00,
5508,5814,9,Ad Click,2023-12-29T18:37:00,twitter
5509,4117,13,Page Visit,2024-12-08T00:00:00,
5510,1441,17,Webinar Registration,2021-07-27T14:35:00,
5511,4791,97,Email Click,2021-10-05T10:55:00,
5512,4115,68,Email Bounce,2023-06-20T00:39:00,
5513,6574,121,Email Click,2021-04-01T16:43:00,
5514,960,118,Email Open,2024-01-16T23:49:00,
5515,671,100,Email Click,2021-10-19T23:59:00,
5516,2195,6,Form Fill,2023-08-02T19:04:00,twitter
5517,1084,,Webinar Registration,2021-08-05T04:44:00,
5518,5740,60,Form Fill,2021-04-05T04:52:00,direct
5519,6245,11,Content Download,2024-02-16T08:47:00,
5520,1507,102,Email Open,2020-04-16T09:11:00,
5521,7434,121,Email Open,2021-03-26T10:55:00,
5522,131,106,Webinar Registration,2023-09-02T17:00:00,
5523,3061,109,Page Visit,2023-01-25T17:47:00,google
5524,283,99,Content Download,2020-12-17T19:57:00,
5525,7957,145,Email Open,2023-03-25T13:10:00,
5526,5175,47,Form Fill,2024-06-07T14:06:00,direct
5527,6523,128,Content Download,2020-09-22T04:54:00,
5528,2406,146,Email Open,2023-05-09T16:27:00,
5529,6558,148,Page Visit,2021-09-10T02:24:00,linkedin
5530,2646,26,Webinar Registration,2020-11-06T23:37:00,
5531,2891,175,Content Download,2021-02-20T23:33:00,
5532,3001,52,Form Fill,2024-01-16T01:12:00,
5533,2258,103,Ad Click,2022-12-19T18:49:00,twitter
5534,4705,18,,2020-02-22T12:21:00,
5535,4325,108,Content Download,2021-07-18T21:37:00,
5536,1837,43,Form Fill,2030-03-15T14:30:00,twitter
5537,2380,200,Webinar Registration,2024-07-05T00:29:00,
5538,7151,118,Webinar Registration,2024-01-08T10:46:00,
5539,7145,103,Ad Click,2023-01-01T21:39:00,direct
5540,7492,153,Webinar Registration,2024-08-05T23:51:00,
5541,3917,13,Email Open,2024-12-03T00:00:00,
5542,2636,194,Page Visit,2020-12-14T08:21:00,referral
5543,163,198,Email Click,2023-12-16T20:54:00,
5544,6673,22,Unsubscribe,2021-09-24T20:10:00,
5545,4396,82,Email Open,2021-11-23T01:21:00,
5546,1627,168,,2024-03-26T18:23:00,
5547,7833,174,Ad Click,2021-04-07T19:19:00,linkedin
5548,7586,67,Email Open,2020-04-09T22:18:00,
5549,6561,80,Webinar Attended,2023-01-04T21:34:00,
5550,3194,129,Ad Click,2024-03-07T11:40:00,direct
5551,6718,120,Form Fill,2020-09-04T07:09:00,facebook
5552,153,88,,2022-07-30T04:44:00,
5553,6612,151,,2024-09-02T06:07:00,
5554,5130,184,Form Fill,2020-08-18T03:20:00,facebook
5555,2382,185,Ad Click,2022-04-28T14:49:00,
5556,6250,97,Email Bounce,2021-08-20T02:52:00,
5557,7964,88,Webinar Registration,2022-07-08T12:44:00,
5558,3116,114,Email Open,2020-08-30T10:41:00,
5559,1892,18,Unsubscribe,2020-03-10T17:29:00,
5560,6169,113,Page Visit,2021-12-03T02:56:00,linkedin
5561,2881,179,Page Visit,2022-01-10T16:42:00,google
5562,2647,60,Form Fill,2021-03-27T19:25:00,
5563,6978,31,Page Visit,2024-03-30T05:49:00,referral
5564,7734,20,Webinar Registration,2021-06-16T11:20:00,
5565,2456,14,Page Visit,2020-06-02T18:57:00,referral
5566,3288,78,Page Visit,2023-09-10T23:29:00,
5567,7044,195,Email Click,2021-12-06T09:36:00,
5568,408,167,Email Open,2020-09-16T05:28:00,
5569,2049,104,Email Click,2023-07-05T06:24:00,
5570,6040,178,Webinar Registration,2024-01-15T01:36:00,
5571,1224,69,Ad Click,2021-08-06T12:01:00,referral
5572,543,70,Email Click,2022-09-29T08:07:00,
5573,4268,5,Page Visit,2024-12-04T00:00:00,referral
5574,2775,46,Email Open,2024-06-24T09:51:00,
5575,3174,15,Form Fill,2020-08-13T11:33:00,referral
5576,2178,98,Form Fill,2022-12-29T02:25:00,google
5577,513,157,Form Fill,2021-10-04T21:57:00,direct
5578,4310,16,Form Fill,2030-03-15T14:30:00,referral
5579,2540,182,Ad Click,2022-04-08T21:05:00,facebook
5580,2910,180,Form Fill,2024-11-12T14:18:00,referral
5581,4822,118,Ad Click,2023-10-20T12:29:00,twitter
5582,5290,153,Email Click,2024-08-23T00:05:00,
5583,683,88,Ad Click,2022-07-19T09:29:00,twitter
5584,2601,112,,2020-02-29T15:27:00,twitter
5585,6805,33,Content Download,2021-08-14T06:43:00,
5586,3743,124,Email Open,2021-11-23T17:21:00,
5587,7901,189,Email Open,2021-10-04T05:25:00,
5588,5717,173,Content Download,2022-10-17T21:42:00,
5589,5244,151,Email Bounce,2024-08-02T15:21:00,
5590,415,122,,2020-08-02T20:54:00,
5591,2788,160,Webinar Registration,2021-03-28T15:54:00,
5592,907,48,Form Fill,2022-12-31T23:48:00,direct
5593,7855,188,Form Fill,2024-10-22T13:24:00,linkedin
5594,2780,47,Webinar Attended,2024-05-22T13:55:00,
5595,6445,2,Email Click,2023-07-28T23:01:00,
5596,6268,87,,2021-08-05T02:02:00,
5597,2784,187,Content Download,2023-02-05T11:40:00,
5598,4296,92,Email Click,2020-09-28T19:15:00,
5599,3610,141,Content Download,2023-01-15T20:16:00,
5600,5529,90,Form Fill,2021-12-22T18:43:00,linkedin
5601,1159,74,Content Download,2024-09-14T07:24:00,
5602,3711,74,Content Download,2024-08-23T04:55:00,
5603,6902,94,Email Open,2024-12-25T07:17:00,
5604,6293,45,Content Download,2024-10-05T02:24:00,
5605,5208,104,Webinar Attended,2023-08-11T02:53:00,
5606,1188,166,Form Fill,2023-12-13T06:57:00,twitter
5607,7353,152,Ad Click,2024-08-10T15:40:00,facebook
5608,5171,90,Email Open,2021-12-21T04:04:00,
5609,3829,117,Ad Click,2022-08-05T08:04:00,referral
5610,97,,Content Download,2022-01-01T02:47:00,
5611,699,13,Page Visit,2024-12-17T00:00:00,linkedin
5612,5861,163,Form Fill,2024-08-20T21:03:00,direct
5613,5027,138,Email Open,2024-08-09T06:43:00,
5614,7236,83,Page Visit,2021-07-02T11:52:00,google
5615,4157,104,Email Click,2023-06-15T17:50:00,
5616,4630,98,Form Fill,2023-03-13T15:07:00,google
5617,3034,187,Form Fill,2023-01-04T03:58:00,facebook
5618,4645,89,Form Fill,2021-01-28T12:47:00,referral
5619,7229,98,Ad Click,2023-02-07T15:11:00,
5620,7866,175,Email Click,2021-02-13T07:48:00,
5621,4967,6,Unsubscribe,2023-07-23T07:14:00,
5622,7208,187,Email Open,2023-01-08T00:25:00,
5623,273,147,Content Download,2023-11-05T08:43:00,
5624,5168,71,Form Fill,2021-10-15T11:01:00,referral
5625,3361,199,Email Click,2024-03-17T22:17:00,
5626,128,102,Page Visit,2020-03-30T04:16:00,referral
5627,2058,140,Email Click,2021-07-12T10:38:00,
5628,3751,,Webinar Attended,2020-11-28T06:41:00,
5629,6532,147,Webinar Registration,2023-11-08T23:01:00,
5630,1225,142,Ad Click,2022-12-13T18:03:00,google
5631,6922,130,Unsubscribe,2024-12-02T00:00:00,
5632,4286,78,Form Fill,2030-03-15T14:30:00,twitter
5633,3400,178,Page Visit,2024-03-14T15:55:00,direct
5634,1931,162,Email Open,2023-02-17T17:13:00,
5635,7173,175,Email Click,2021-03-28T06:22:00,
5636,4159,26,Form Fill,2020-11-05T09:55:00,twitter
5637,2787,183,Content Download,2022-09-25T14:31:00,
5638,7328,173,Form Fill,2022-12-26T04:15:00,facebook
5639,3416,128,Page Visit,2020-10-16T11:05:00,google
5640,2567,30,Email Click,2020-01-29T20:51:00,
5641,6202,108,Email Bounce,2021-06-07T17:20:00,
5642,3869,20,Content Download,2021-07-03T16:24:00,
5643,4190,125,Email Open,2023-08-28T18:41:00,
5644,3733,195,Form Fill,2022-02-06T14:24:00,direct
5645,3445,188,Form Fill,2024-11-26T23:45:00,direct
5646,797,105,Email Click,2020-03-15T04:09:00,
5647,583,97,Form Fill,2021-07-28T19:20:00,facebook
5648,3247,41,Email Bounce,2024-03-18T03:43:00,
5649,5171,73,Webinar Registration,2022-11-29T14:04:00,
5650,3883,47,Ad Click,2024-05-05T00:02:00,referral
5651,3038,77,Email Open,2023-10-26T19:13:00,
5652,3007,117,Page Visit,2022-09-30T08:53:00,facebook
5653,635,105,Email Click,2020-03-10T22:12:00,
5654,6897,145,Content Download,2023-03-21T07:15:00,
5655,726,37,Unsubscribe,2024-12-17T00:00:00,
5656,3004,16,Content Download,2020-07-22T08:56:00,
5657,4443,103,Content Download,2022-12-30T00:42:00,
5658,7517,195,Email Click,2022-01-01T11:47:00,
5659,1204,181,Email Open,2020-02-12T07:37:00,
5660,7021,95,Ad Click,2022-05-12T14:59:00,facebook
5661,7143,89,Page Visit,2021-01-03T13:55:00,linkedin
5662,861,82,Email Open,2021-11-25T00:29:00,
5663,1652,75,Unsubscribe,2024-11-29T14:55:00,
5664,1084,14,Webinar Registration,2020-06-18T17:23:00,
5665,6165,95,Email Open,2022-05-22T18:47:00,
5666,2301,102,Ad Click,2020-03-17T23:13:00,twitter
5667,2260,,Content Download,2023-09-20T12:55:00,
5668,6786,192,Ad Click,2021-02-18T10:22:00,referral
5669,7106,127,Email Open,2023-10-19T18:14:00,
5670,7446,74,Email Open,2024-08-29T02:39:00,
5671,7763,87,Form Fill,2021-08-03T08:58:00,direct
5672,2085,185,Email Open,2022-05-07T00:13:00,
5673,5637,191,Email Click,2023-12-08T16:14:00,
5674,2820,187,Form Fill,2023-03-06T19:06:00,google
5675,1959,173,Email Open,2022-10-29T16:36:00,
5676,5169,98,Content Download,2023-03-02T19:10:00,
5677,185,78,Form Fill,2023-09-10T02:50:00,twitter
5678,6540,147,Email Click,2023-11-30T10:28:00,
5679,5572,102,Content Download,2020-03-28T01:36:00,
5680,1617,176,Email Open,2021-09-08T00:38:00,
5681,7934,119,Page Visit,2022-10-03T21:43:00,google
5682,7638,2,Email Open,2023-07-02T10:44:00,
5683,5790,83,Webinar Registration,2021-07-07T15:06:00,
5684,6605,73,Email Open,2022-12-13T14:49:00,
5685,4334,15,Email Open,2020-10-19T04:31:00,
5686,1246,23,Email Open,2020-08-09T07:49:00,
5687,4516,160,Webinar Attended,2021-04-08T09:13:00,
5688,6574,70,Email Click,2022-10-04T10:25:00,
5689,6,40,Email Open,2020-05-29T13:55:00,
5690,4566,192,Email Open,2021-02-16T19:31:00,
5691,6247,179,Form Fill,2022-02-08T23:09:00,referral
5692,3374,188,Form Fill,2024-12-04T22:16:00,referral
5693,592,129,Content Download,2024-03-04T01:56:00,
5694,4020,27,Webinar Attended,2021-12-13T02:33:00,
5695,3377,171,Email Open,2020-12-27T23:35:00,
5696,1954,77,Form Fill,2023-11-08T19:36:00,referral
5697,7434,94,Email Open,2024-12-11T00:00:00,
5698,615,132,Email Click,2020-09-18T04:19:00,
5699,6756,142,Page Visit,2022-11-15T14:42:00,twitter
5700,3380,113,Form Fill,2021-11-19T13:57:00,facebook
5701,518,111,Unsubscribe,2020-07-29T18:32:00,
5702,4358,64,Webinar Registration,2023-09-22T12:27:00,
5703,6334,184,Form Fill,2020-10-01T21:26:00,referral
5704,7419,116,Form Fill,2024-12-22T00:00:00,
5705,7939,,Page Visit,2020-07-14T08:28:00,referral
5706,2004,15,Webinar Registration,2020-08-08T20:52:00,
5707,3142,32,Webinar Registration,2024-04-27T15:21:00,
5708,1694,51,Form Fill,2020-07-29T09:12:00,linkedin
5709,6862,80,Email Click,2022-12-28T18:29:00,
5710,5341,9,Unsubscribe,2023-12-25T07:33:00,
5711,2392,43,Email Open,2022-07-19T14:52:00,
5712,7949,28,Email Open,2023-03-12T06:51:00,
5713,4000,30,Ad Click,2020-02-16T10:32:00,facebook
5714,820,21,Email Open,2023-02-21T01:05:00,
5715,4005,110,Email Bounce,2024-02-14T08:18:00,
5716,2795,51,Page Visit,2020-07-11T14:23:00,linkedin
5717,5972,39,Email Open,2024-07-27T01:19:00,
5718,5344,200,Webinar Registration,2024-06-01T02:09:00,
5719,2920,60,Email Click,2021-04-10T11:15:00,
5720,872,173,Email Click,2023-01-03T11:00:00,
5721,3373,25,Form Fill,2022-11-06T18:30:00,referral
5722,7188,109,,2023-01-09T08:33:00,
5723,1923,192,Form Fill,2021-02-20T02:35:00,referral
5724,5175,167,Email Open,2020-08-09T20:08:00,
5725,459,115,Page Visit,2023-11-27T20:31:00,
5726,4978,12,Email Open,2020-09-23T08:23:00,
5727,3828,145,Email Open,2023-03-18T09:22:00,
5728,6930,157,Ad Click,2021-09-19T04:18:00,
5729,7561,,Webinar Registration,2020-05-06T12:47:00,
5730,6808,169,,2022-11-18T07:09:00,google
5731,2051,199,Webinar Attended,2024-03-02T19:29:00,
5732,5210,140,Form Fill,2021-07-17T13:40:00,
5733,4107,174,Email Open,2021-04-08T02:28:00,
5734,6929,145,,2023-03-18T16:12:00,
5735,3402,160,Webinar Attended,2021-04-01T16:19:00,
5736,2397,11,Email Open,2023-12-26T07:51:00,
5737,7118,199,Email Open,2024-04-06T09:47:00,
5738,1579,172,Email Open,2022-06-27T11:22:00,
5739,1526,10,Webinar Registration,2021-11-14T14:29:00,
5740,7209,,Webinar Registration,2024-08-29T23:22:00,
5741,1370,63,Email Open,2023-11-18T14:05:00,
5742,3257,200,Webinar Registration,2024-07-06T01:29:00,
5743,426,149,Page Visit,2024-03-15T00:25:00,linkedin
5744,3211,186,Form Fill,2024-10-14T04:58:00,referral
5745,2564,188,Webinar Registration,2024-11-02T01:38:00,
5746,986,149,Form Fill,2024-04-06T02:11:00,google
5747,278,15,Webinar Registration,2020-10-27T19:33:00,
5748,1229,29,Form Fill,2024-11-10T23:02:00,facebook
5749,3807,126,Form Fill,2023-10-23T12:44:00,referral
5750,7699,35,Email Open,2022-12-23T02:59:00,
5751,6975,107,Webinar Registration,2022-09-08T18:10:00,
5752,6019,160,Content Download,2021-03-25T03:52:00,
5753,3333,139,Webinar Registration,2020-10-18T15:07:00,
5754,2082,124,Page Visit,2021-11-29T19:39:00,
5755,887,62,Page Visit,2021-12-14T21:54:00,facebook
5756,2865,94,Page Visit,2024-12-03T00:00:00,referral
5757,2703,90,Email Open,2021-11-30T09:06:00,
5758,2355,20,Email Bounce,2021-06-14T04:47:00,
5759,7706,192,Page Visit,2021-02-24T23:36:00,google
5760,4794,51,Form Fill,2020-07-14T01:24:00,google
5761,6593,86,Email Open,2021-01-21T17:10:00,
5762,6520,19,Form Fill,2022-04-24T16:20:00,google
5763,4194,,Email Open,2024-01-18T09:55:00,
5764,7301,28,Email Bounce,2023-01-31T06:02:00,
5765,513,37,Email Bounce,2024-12-25T00:00:00,
5766,7758,158,Email Open,2020-07-31T15:02:00,
5767,5777,123,Form Fill,2020-02-14T19:37:00,twitter
5768,147,81,Email Open,2020-04-19T07:17:00,
5769,7680,106,Form Fill,2023-06-04T07:02:00,linkedin
5770,5128,7,Email Open,2020-11-03T10:26:00,
5771,7614,96,Page Visit,2021-10-31T11:30:00,linkedin
5772,1362,11,Content Download,2023-12-10T19:38:00,
5773,1655,,Email Open,2023-07-31T04:44:00,
5774,1497,186,Email Open,2024-09-20T00:48:00,
5775,6338,188,Page Visit,2024-11-29T08:32:00,direct
5776,1467,175,Content Download,2021-03-11T04:30:00,
5777,6388,123,Email Open,2020-02-02T21:08:00,
5778,4935,129,Webinar Registration,2024-02-20T12:56:00,
5779,1793,193,Form Fill,2020-07-13T13:03:00,google
5780,4136,113,Email Open,2022-01-20T00:47:00,
5781,454,26,Email Click,2020-12-19T12:48:00,
5782,5191,,Content Download,2020-03-13T00:57:00,
5783,2326,48,Page Visit,2023-01-27T19:41:00,referral
5784,1045,,Form Fill,2030-03-15T14:30:00,linkedin
5785,7134,49,Page Visit,2024-09-04T00:47:00,referral
5786,4744,106,Form Fill,2023-08-15T13:12:00,
5787,5647,171,Page Visit,2021-01-05T11:21:00,facebook
5788,7799,116,Ad Click,2024-12-08T00:00:00,google
5789,2817,35,Content Download,2023-02-06T09:18:00,
5790,1853,175,Webinar Registration,2021-02-02T11:30:00,
5791,6350,112,Email Open,2020-02-14T12:55:00,
5792,5356,28,Content Download,2023-01-27T05:11:00,
5793,2302,31,Email Open,2024-04-03T23:03:00,
5794,5784,93,Email Bounce,2030-03-15T14:30:00,
5795,6395,186,Webinar Attended,2024-11-23T17:24:00,
5796,1819,106,Form Fill,2023-08-30T08:33:00,direct
5797,7757,50,Content Download,2022-08-04T03:50:00,
5798,958,30,Webinar Registration,2020-02-14T09:40:00,
5799,2429,105,Page Visit,2020-03-12T18:35:00,facebook
5800,3100,57,Page Visit,2023-10-30T04:33:00,linkedin
5801,923,98,Ad Click,2022-12-29T07:48:00,google
5802,5990,115,Email Open,2023-10-03T20:41:00,
5803,5123,186,Webinar Registration,2024-10-08T22:03:00,
5804,2741,37,Email Open,2024-12-15T23:47:00,
5805,1332,122,Email Click,2020-09-22T17:10:00,
5806,7389,195,Content Download,2022-01-16T15:44:00,
5807,3400,165,Form Fill,2020-10-12T14:14:00,direct
5808,597,41,Email Open,2024-03-31T13:54:00,
5809,5888,135,Form Fill,2024-07-21T16:34:00,
5810,5300,138,Email Click,2024-08-27T13:35:00,
5811,708,112,,2020-02-15T23:41:00,facebook
5812,53,139,Email Click,2020-09-05T13:24:00,
5813,7704,49,Ad Click,2024-08-28T09:48:00,referral
5814,206,184,Form Fill,2020-08-18T18:13:00,google
5815,4534,177,Unsubscribe,2021-02-12T23:43:00,
5816,3918,2,Content Download,2023-08-11T20:53:00,
5817,6796,30,Content Download,2020-02-10T22:43:00,
5818,367,180,,2024-12-01T08:28:00,
5819,7972,48,Webinar Registration,2023-01-24T17:23:00,
5820,4038,97,Webinar Registration,2021-08-08T19:41:00,
5821,925,6,Email Click,2023-06-21T20:49:00,
5822,1150,187,Content Download,2023-03-20T22:07:00,
5823,3061,95,Webinar Registration,2022-05-10T04:19:00,
5824,1316,179,Email Click,2022-01-11T06:03:00,
5825,4545,29,Page Visit,2024-12-15T00:00:00,linkedin
5826,2203,99,Page Visit,2021-01-21T21:40:00,twitter
5827,6851,,Webinar Registration,2024-01-16T18:05:00,
5828,1366,7,Email Bounce,2020-12-19T07:28:00,
5829,433,50,,2022-06-06T06:13:00,direct
5830,721,136,Email Open,2021-01-06T16:10:00,
5831,1699,36,Email Click,2020-08-11T07:05:00,
5832,387,132,Form Fill,2020-09-14T09:41:00,
5833,2568,66,Content Download,2022-03-19T04:02:00,
5834,7003,12,Email Open,2020-09-28T17:16:00,
5835,4564,68,Webinar Registration,2023-07-18T05:04:00,
5836,5558,87,Content Download,2021-08-20T05:18:00,
5837,846,168,Ad Click,2024-03-15T01:03:00,facebook
5838,862,64,Email Click,2023-09-24T06:28:00,
5839,4768,2,Webinar Registration,2023-09-08T08:58:00,
5840,6386,99,Form Fill,2020-12-22T06:10:00,linkedin
5841,6973,79,Content Download,2021-04-21T05:42:00,
5842,2382,186,Unsubscribe,2024-11-15T17:16:00,
5843,5736,170,Email Click,2020-01-29T10:19:00,
5844,2970,141,Email Open,2023-04-14T03:01:00,
5845,1603,151,Form Fill,2024-08-06T10:52:00,twitter
5846,926,133,Page Visit,2022-04-29T12:47:00,twitter
5847,1567,111,Ad Click,2020-05-27T02:10:00,twitter
5848,106,161,Webinar Attended,2024-09-04T21:30:00,
5849,7247,72,Webinar Registration,2022-06-15T15:19:00,
5850,2023,62,Email Open,2021-12-23T16:34:00,
5851,2651,126,Page Visit,2023-11-22T00:24:00,direct
5852,6028,8,Email Open,2022-04-11T03:16:00,
5853,5304,66,Unsubscribe,2022-03-12T00:14:00,
5854,3160,27,Email Click,2022-01-09T21:26:00,
5855,4451,184,Page Visit,2020-08-27T03:24:00,
5856,5932,55,Email Click,2023-11-29T18:52:00,
5857,7650,128,Ad Click,2020-09-10T22:20:00,direct
5858,4073,181,Email Click,2030-03-15T14:30:00,
5859,3995,9,Content Download,2023-12-27T11:02:00,
5860,7678,78,Email Click,2023-08-21T14:48:00,
5861,5351,,Webinar Registration,2020-04-01T06:29:00,
5862,811,199,Page Visit,2024-03-14T09:40:00,referral
5863,2874,112,Page Visit,2020-02-19T02:42:00,
5864,997,112,Form Fill,2020-02-24T07:08:00,referral
5865,2542,138,Form Fill,2024-08-03T13:56:00,facebook
5866,6900,116,,2024-12-12T13:23:00,google
5867,2732,54,Email Open,2022-01-18T09:36:00,
5868,6844,16,Email Open,2020-06-07T20:36:00,
5869,1846,20,Form Fill,2021-07-19T01:19:00,referral
5870,5905,199,Email Open,2024-02-25T20:45:00,
5871,7477,,Email Open,2021-04-09T00:17:00,
5872,4968,169,Content Download,2022-12-17T05:36:00,
5873,3111,37,Email Open,2024-12-18T00:00:00,
5874,4384,178,Email Click,2024-01-23T09:02:00,
5875,1874,133,Email Open,2022-04-20T09:58:00,
5876,1032,13,Form Fill,2024-12-11T00:00:00,
5877,3665,76,Form Fill,2024-06-04T22:09:00,linkedin
5878,6683,47,Form Fill,2024-06-08T08:12:00,direct
5879,1438,29,Content Download,2024-12-13T05:01:00,
5880,3324,15,Form Fill,2020-09-23T09:19:00,facebook
5881,5117,53,Email Open,2024-03-02T07:09:00,
5882,324,170,Ad Click,2020-01-09T20:40:00,
5883,7057,184,Email Bounce,2020-09-04T14:15:00,
5884,53,48,Form Fill,2023-01-09T21:26:00,referral
5885,5155,,Email Open,2022-02-07T19:05:00,
5886,1198,107,Email Open,2022-09-18T02:40:00,
5887,7036,,Page Visit,2020-07-20T08:38:00,facebook
5888,7835,49,Unsubscribe,2024-08-31T23:08:00,
5889,1590,120,Email Open,2020-11-02T17:16:00,
5890,194,189,Webinar Registration,2021-08-26T00:43:00,
5891,262,109,Webinar Attended,2022-12-07T00:32:00,
5892,2445,,Content Download,2021-01-04T15:43:00,
5893,2858,199,Email Click,2024-03-02T05:24:00,
5894,3944,57,Email Click,2023-10-24T21:23:00,
5895,631,146,Email Bounce,2023-05-27T03:46:00,
5896,5104,110,Email Open,2024-02-23T00:11:00,
5897,4821,134,,2021-03-22T07:51:00,referral
5898,6881,30,Unsubscribe,2020-02-22T09:09:00,
5899,4964,108,Webinar Registration,2021-07-19T11:18:00,
5900,4178,142,Email Open,2022-12-12T02:54:00,
5901,3628,121,Content Download,2021-04-10T14:45:00,
5902,5517,91,Email Click,2020-07-12T07:09:00,
5903,4014,83,Webinar Registration,2021-06-15T13:44:00,
5904,4321,116,Ad Click,2024-12-05T00:00:00,referral
5905,4418,160,Content Download,2021-04-02T17:02:00,
5906,1272,,Page Visit,2020-11-07T09:02:00,google
5907,3178,21,Form Fill,2023-02-15T18:17:00,linkedin
5908,716,134,Email Open,2021-04-15T06:07:00,
5909,3122,144,Email Click,2023-01-13T23:23:00,
5910,7829,181,Email Open,2020-03-04T01:24:00,
5911,1682,123,Email Open,2020-02-22T01:12:00,
5912,7498,115,Email Open,2023-10-21T13:04:00,
